Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL05,OUT017,584.7426313
DRK49,OUT010,82.7989726
FDG40,OUT049,592.2078738
DRI59,OUT045,3417.627184
FDK28,OUT035,5084.202363
FDK27,OUT046,1920.146277
FDD38,OUT018,1210.494611
FDA16,OUT049,4307.308379
NCM17,OUT049,681.7423842
FDD20,OUT045,2093.900227
FDA40,OUT045,1155.621712
FDL43,OUT045,1099.876425
FDV15,OUT045,1777.957204
FDE52,OUT046,1276.037442
NCL17,OUT010,438.3380632
NCJ31,OUT045,3503.100394
FDR60,OUT045,820.799915
NCA18,OUT035,1415.562779
FDW09,OUT035,1113.806579
FDL26,OUT035,2849.699139
FDS47,OUT018,1162.261496
FDC39,OUT046,3563.553765
FDT51,OUT035,1787.45464
FDK40,OUT035,3927.25008
NCG19,OUT045,3240.688635
FDZ07,OUT046,992.8270792
FDO04,OUT013,754.6402371
FDK41,OUT018,1135.385484
FDP15,OUT049,3874.40491
NCD43,OUT018,1341.885023
NCP18,OUT013,2303.606994
FDZ51,OUT046,1333.062183
DRH13,OUT035,1368.878274
FDF38,OUT045,468.282128
NCI43,OUT045,685.9062372
FDS03,OUT013,1013.417451
DRJ47,OUT017,2929.02734
FDT50,OUT010,165.1164267
FDV02,OUT046,2804.335172
NCG18,OUT017,1862.236937
FDW52,OUT046,3061.094595
FDS40,OUT035,606.3369078
FDN31,OUT017,2929.367464
FDA37,OUT045,1760.716723
FDA15,OUT046,4201.731408
FDL39,OUT046,2604.639198
FDJ53,OUT045,1633.084432
FDX22,OUT013,3385.803382
NCZ42,OUT045,3339.046347
FDD40,OUT017,3356.536998
FDS50,OUT013,4008.783248
NCN14,OUT013,3112.858111
FDT15,OUT013,2966.858666
NCO26,OUT010,244.6326018
FDF58,OUT018,693.4947754
NCB19,OUT013,1571.143364
FDH26,OUT017,2127.217334
FDA49,OUT018,1142.1677
FDB32,OUT045,1566.858431
FDI36,OUT017,2905.415317
NCA17,OUT010,333.7129605
FDH22,OUT013,2265.667221
NCM26,OUT018,1945.948765
FDB16,OUT018,1143.483859
FDJ36,OUT013,1630.643036
FDO28,OUT045,1915.42881
FDU09,OUT013,703.0210719
FDF29,OUT017,2224.467543
FDY08,OUT013,1809.053218
DRJ59,OUT018,320.8986571
FDU15,OUT018,306.152762
FDT47,OUT013,1688.903245
FDR59,OUT018,3503.368707
FDD53,OUT035,610.8837116
FDY51,OUT017,2838.505303
FDT04,OUT049,553.5485778
FDU51,OUT049,3404.276708
FDG14,OUT035,2985.213318
NCU06,OUT045,3481.359775
DRG25,OUT046,3227.384132
DRH49,OUT035,1150.252354
FDN15,OUT035,2067.73638
FDL43,OUT018,823.8193183
NCT18,OUT049,3623.441057
NCB31,OUT013,3654.95244
FDK57,OUT035,1831.768556
NCP54,OUT046,2136.199632
FDF41,OUT013,3066.184982
FDM01,OUT045,1565.737024
FDW03,OUT045,1826.36706
FDF28,OUT045,1948.981344
FDY37,OUT017,2600.369959
FDQ03,OUT017,3234.20056
FDJ40,OUT017,1929.931285
FDC32,OUT049,1309.741414
NCW54,OUT017,806.7432869
FDF09,OUT017,647.6924006
FDP45,OUT018,2671.207685
DRJ23,OUT018,3332.887499
FDS59,OUT017,2045.617847
FDY08,OUT046,2180.904184
FDX16,OUT049,2936.095212
FDY16,OUT018,2788.374895
FDK32,OUT035,2695.29882
FDQ22,OUT013,576.584319
NCC31,OUT018,2652.527731
FDG58,OUT049,2564.947306
DRF48,OUT013,2703.607564
DRH36,OUT049,1075.496791
NCR30,OUT035,1149.756379
FDR35,OUT017,3147.713029
FDA56,OUT010,189.7202918
FDP56,OUT046,759.0433997
NCT30,OUT046,710.039575
FDK15,OUT017,1708.252624
FDH44,OUT018,1692.63783
FDV01,OUT013,2324.311058
DRG03,OUT017,2317.436945
FDR16,OUT010,707.9977646
FDZ60,OUT046,1313.165173
DRG03,OUT045,2508.334565
FDS56,OUT018,3604.473835
FDU33,OUT045,871.8937892
DRD27,OUT035,1259.979599
FDW22,OUT046,3037.328909
DRA24,OUT045,2651.897795
FDF38,OUT049,545.4756633
FDX48,OUT013,2498.711983
FDS58,OUT018,2597.393118
FDC32,OUT046,1330.992211
NCQ29,OUT045,3897.421956
DRK39,OUT018,1208.841929
NCS38,OUT017,1869.599698
DRO47,OUT013,2256.517038
FDS55,OUT046,2624.514128
NCJ06,OUT018,1893.020209
NCM55,OUT045,2704.880962
FDC52,OUT049,2309.256297
FDQ15,OUT045,1164.738262
FDD28,OUT035,618.8838959
FDQ34,OUT049,1557.196273
FDM28,OUT035,2829.163189
FDI10,OUT017,2935.670498
FDQ25,OUT013,2425.412298
FDA38,OUT010,623.8095327
DRI13,OUT049,3241.8962
NCZ53,OUT035,2991.17724
NCM31,OUT013,2787.354743
DRB01,OUT017,3021.523958
DRF37,OUT046,4404.289545
NCF42,OUT049,2738.030189
FDF16,OUT018,2166.910664
FDB41,OUT013,620.9555033
FDR34,OUT013,4016.723332
FDR15,OUT018,2068.340701
FDW51,OUT035,3383.505722
FDU36,OUT017,1766.142722
FDX60,OUT049,1329.660328
FDY03,OUT035,1577.92193
FDW55,OUT045,4090.790988
FDT01,OUT010,604.1414373
FDG58,OUT013,2240.650454
FDK21,OUT017,4494.945765
FDS10,OUT045,2653.042809
NCT53,OUT046,2278.278107
FDJ28,OUT018,2211.686095
FDX44,OUT045,1318.116002
FDT20,OUT018,357.9442525
FDO44,OUT017,1664.003341
NCX17,OUT049,3171.609481
FDY01,OUT017,2167.320894
DRK35,OUT018,382.2367404
NCM53,OUT035,1498.128516
FDO45,OUT013,1428.755373
NCM42,OUT010,269.1375128
FDE04,OUT046,2700.013533
FDZ19,OUT013,3219.312191
FDW57,OUT013,3537.608773
FDA25,OUT013,1563.620285
FDT22,OUT046,1030.233984
FDP51,OUT013,2090.361976
FDY39,OUT035,3130.258286
FDO48,OUT010,507.4237287
FDT01,OUT035,3492.356692
FDC20,OUT010,148.1210951
DRJ35,OUT035,812.0280402
FDB32,OUT046,1502.150278
FDL24,OUT046,3368.662426
NCV42,OUT035,2375.785519
FDZ46,OUT046,1867.635628
FDC15,OUT013,2329.009956
FDY50,OUT049,1247.380866
FDD36,OUT013,2149.858723
FDL21,OUT018,462.7362496
FDS01,OUT010,424.3092531
FDV33,OUT017,4028.853191
DRE12,OUT017,1550.73041
FDR07,OUT013,1609.950269
FDP48,OUT010,378.302147
NCB55,OUT035,756.6228279
FDQ08,OUT013,908.6082247
FDR34,OUT035,4919.173678
FDO33,OUT046,1708.84295
FDP13,OUT045,692.4714869
FDX12,OUT049,3649.48515
NCT06,OUT049,2777.330798
FDE36,OUT046,3116.792389
FDZ36,OUT049,3543.229751
FDV13,OUT045,1489.735386
NCZ17,OUT035,697.6878215
FDU56,OUT045,2694.964481
FDM09,OUT035,2715.946921
FDV02,OUT017,2642.067306
FDS34,OUT018,1442.351534
FDA11,OUT049,1305.461282
FDP09,OUT017,4653.307438
FDT19,OUT017,2698.232495
DRH15,OUT017,712.0654759
FDY38,OUT046,3746.450976
FDN48,OUT010,207.4082614
FDQ12,OUT013,3572.045456
NCJ43,OUT045,2758.125672
FDB05,OUT035,4396.155921
FDH10,OUT045,1632.223357
NCR06,OUT017,526.6917121
FDU32,OUT018,1669.594177
FDD56,OUT049,2565.309259
FDO36,OUT018,2792.517922
FDH16,OUT010,201.2779191
FDX10,OUT018,555.6404205
FDZ37,OUT017,1431.877881
FDU31,OUT010,564.4867169
DRC49,OUT049,2079.20271
FDL15,OUT045,2623.415531
NCU29,OUT049,2420.908971
FDS14,OUT018,2222.02901
FDJ08,OUT035,2872.568845
NCZ06,OUT045,2986.944945
FDO31,OUT049,1268.588198
FDH31,OUT018,1058.570376
FDS58,OUT017,2758.24953
FDF50,OUT046,2809.015659
NCW42,OUT049,3297.039997
NCQ17,OUT045,2191.203337
FDK51,OUT018,4426.885962
NCW41,OUT010,370.8326665
NCR29,OUT017,821.1597623
FDL14,OUT018,2638.319685
FDB47,OUT046,3382.245528
FDO03,OUT035,3987.522899
FDX13,OUT010,568.9810524
FDF52,OUT046,2931.927719
FDT11,OUT013,2912.274673
FDB08,OUT013,2390.592967
FDQ28,OUT018,1860.350831
FDD29,OUT045,4873.467278
NCO02,OUT013,805.3086308
FDR56,OUT010,505.4569516
NCM54,OUT049,2067.118255
FDP51,OUT035,1830.662676
FDT38,OUT013,1149.303198
FDZ20,OUT018,2627.279275
FDJ53,OUT013,1697.45722
FDX13,OUT049,3912.917537
FDP58,OUT035,3859.446068
FDA35,OUT018,1450.281011
FDV37,OUT018,2764.304827
FDA20,OUT045,3038.495793
FDZ59,OUT035,2790.101125
NCY17,OUT017,752.4838524
FDQ28,OUT035,2484.644522
FDV35,OUT017,2624.253647
FDQ36,OUT013,562.6190594
FDD34,OUT018,2741.087376
FDK51,OUT045,4183.125605
FDV31,OUT035,2113.652094
FDR04,OUT035,1563.548254
FDR14,OUT049,774.1437991
DRC36,OUT010,449.481798
FDP57,OUT049,1710.503458
FDE57,OUT046,2237.499702
NCN18,OUT046,1739.08279
NCQ05,OUT018,2213.448411
FDW47,OUT035,1990.498939
FDV46,OUT035,1605.143176
NCP29,OUT045,874.1907081
FDE09,OUT018,1647.531442
FDT19,OUT010,500.7748232
DRF15,OUT017,2206.042441
DRI51,OUT013,2672.762761
NCX54,OUT013,1744.318446
DRE01,OUT013,4392.838642
NCB07,OUT045,2725.976726
FDU50,OUT035,1632.23947
FDG40,OUT035,532.4124374
FDW10,OUT018,2400.00325
FDX51,OUT013,3041.772663
NCP17,OUT045,1050.697296
FDP21,OUT035,3131.516374
FDL04,OUT045,1613.265885
FDV23,OUT013,2120.403575
FDF24,OUT046,1408.308066
FDB51,OUT049,918.5304297
FDR20,OUT013,730.5296443
FDC51,OUT018,1616.097228
FDE40,OUT049,833.5029227
NCM17,OUT035,736.4599569
FDU56,OUT035,2811.855601
FDX02,OUT049,3381.811132
FDE35,OUT017,803.8638797
DRL23,OUT046,1623.2352
FDA10,OUT046,2028.580045
FDA11,OUT013,1484.97385
NCM06,OUT046,2411.275877
NCT05,OUT035,4303.643235
NCQ02,OUT010,449.6731577
NCY06,OUT049,2219.800418
FDY56,OUT035,5168.743971
FDL02,OUT035,2045.39437
NCI06,OUT035,3328.623893
FDQ14,OUT045,2199.958314
FDQ12,OUT017,3296.409673
FDP36,OUT046,778.5783639
FDO40,OUT045,2439.339953
FDY09,OUT018,2692.323099
NCW30,OUT049,3655.593546
FDE58,OUT018,1773.023396
FDR39,OUT013,3217.34226
FDU28,OUT049,3216.732578
FDH08,OUT017,2797.124173
FDG35,OUT045,3503.452357
FDG22,OUT049,563.2715777
FDC34,OUT035,3185.994484
FDP15,OUT018,3337.287904
FDK34,OUT010,523.0281747
FDU45,OUT035,2049.479999
FDX22,OUT018,2444.02594
FDB45,OUT017,1507.47141
DRE60,OUT046,4489.30981
NCM54,OUT017,1917.645528
NCH55,OUT013,1665.149884
NCT06,OUT017,2933.593836
FDO25,OUT045,3822.935748
FDN50,OUT045,1506.76638
FDH35,OUT035,2470.481947
FDK09,OUT045,3619.955702
FDO16,OUT013,1694.614431
FDW11,OUT045,854.9867225
NCQ42,OUT010,258.3199912
FDN08,OUT049,1867.319725
FDT57,OUT045,4161.054877
FDJ12,OUT018,2843.707639
DRL59,OUT017,792.945398
NCN53,OUT046,541.8315417
FDO51,OUT010,93.86983762
FDK56,OUT017,2998.745388
FDY12,OUT035,941.9256494
FDU15,OUT035,665.9271769
FDQ19,OUT046,3916.636856
DRF15,OUT045,1984.614317
FDK57,OUT018,1877.201036
FDD33,OUT010,540.6466415
FDU04,OUT045,1758.723568
NCD31,OUT035,3109.033752
FDJ56,OUT035,1750.89519
NCU53,OUT046,2281.137743
FDD39,OUT035,3287.465675
FDJ20,OUT046,1688.57354
NCW41,OUT018,2345.298097
FDL52,OUT035,756.2749245
FDS39,OUT035,2063.104617
DRJ47,OUT045,2664.503454
FDP13,OUT010,100.7882996
DRK39,OUT010,165.7207706
FDF28,OUT010,256.8730745
FDB09,OUT045,1625.722177
FDM51,OUT046,1514.87148
DRM49,OUT018,597.4359846
DRF23,OUT013,2779.743722
DRH01,OUT035,3174.857424
FDW37,OUT018,1212.711615
FDF02,OUT046,1719.408378
DRL37,OUT046,709.8931003
NCF43,OUT046,2031.716788
FDH08,OUT010,455.745029
NCK19,OUT049,3536.674242
NCD55,OUT018,429.9493013
FDT27,OUT049,3811.552516
FDQ57,OUT045,2117.386533
FDA47,OUT035,2620.357289
FDE05,OUT018,1818.643385
FDN46,OUT046,1538.454687
FDT51,OUT045,1630.015761
FDU33,OUT013,651.8671058
FDT36,OUT049,548.6449737
FDN52,OUT010,176.38834
FDX15,OUT045,2571.972036
FDT13,OUT013,3588.244172
FDU04,OUT017,1817.443846
NCO29,OUT046,2170.156093
FDL15,OUT035,2609.127944
FDI41,OUT049,2696.616428
FDQ48,OUT049,1823.489619
DRI39,OUT013,611.254177
FDI08,OUT013,4559.02819
FDC21,OUT049,1648.753229
FDF58,OUT035,1142.237814
FDS08,OUT010,372.7815571
FDE47,OUT045,1957.065799
NCR41,OUT013,1589.550002
FDA27,OUT013,3212.219233
FDA43,OUT035,3284.533476
FDA49,OUT045,1439.161414
NCE55,OUT018,2803.804894
FDQ15,OUT018,1187.380148
NCS54,OUT017,3432.587718
NCY05,OUT013,592.558949
FDR45,OUT046,3847.180225
FDK57,OUT049,2310.655675
FDF41,OUT010,473.6501954
FDV21,OUT046,2356.524344
FDD51,OUT046,685.9021672
FDF33,OUT046,1819.111347
FDA38,OUT046,3693.913065
FDR56,OUT045,3105.512518
NCN41,OUT017,2108.446746
FDB47,OUT045,2899.064059
DRH01,OUT013,3310.231594
FDW08,OUT046,1332.685116
FDY32,OUT017,2551.089963
FDG34,OUT049,1807.297763
NCF18,OUT035,3077.910478
NCH55,OUT035,1966.470131
DRJ35,OUT049,712.269765
FDS44,OUT035,4223.108766
DRE01,OUT018,3817.091641
FDY39,OUT013,2955.178702
FDY32,OUT018,2225.28457
NCP50,OUT049,1092.711474
FDZ47,OUT018,1583.388434
FDU57,OUT049,2696.682475
FDY44,OUT013,2957.186773
DRH59,OUT018,830.537156
FDY46,OUT045,2592.443952
FDM39,OUT045,2600.196997
FDY36,OUT035,1267.775812
NCM55,OUT035,3336.672393
FDJ50,OUT010,203.1023153
DRL60,OUT013,2096.815489
NCJ54,OUT049,3577.120945
FDX59,OUT017,527.7952649
FDI07,OUT013,3221.478714
DRF51,OUT010,90.16197837
FDM14,OUT017,1622.42425
FDP21,OUT045,3269.699608
FDE40,OUT035,1081.240325
FDE05,OUT035,2486.887857
NCI55,OUT018,1854.900432
NCE43,OUT018,2277.500947
FDW58,OUT018,1267.610722
FDG60,OUT045,3965.593554
FDV31,OUT017,2229.942394
FDR47,OUT013,2693.718795
NCF06,OUT018,3048.028656
FDQ59,OUT049,1312.128939
FDF09,OUT046,535.2396608
NCS06,OUT017,3985.601054
FDT44,OUT046,1430.361101
FDI19,OUT017,3881.238923
FDT22,OUT017,942.4842657
DRG25,OUT045,2833.285988
FDB59,OUT017,2949.020076
FDQ37,OUT017,4109.499315
FDP56,OUT035,791.7094393
FDW44,OUT035,2862.182137
FDJ26,OUT010,514.260629
FDU43,OUT018,2667.620831
FDW33,OUT045,1561.110408
FDN56,OUT010,435.5334671
DRF15,OUT049,2387.344661
FDO33,OUT017,1723.479045
FDZ39,OUT010,217.737476
NCJ19,OUT017,886.2687605
FDU01,OUT035,3281.618587
FDT12,OUT035,3866.12751
NCM18,OUT018,814.0664335
FDP19,OUT017,2859.018715
NCR42,OUT049,565.5053351
FDN10,OUT046,1796.036992
FDG44,OUT017,873.1494482
FDQ10,OUT046,2910.618979
DRH13,OUT049,1220.902217
FDT52,OUT013,4055.26922
FDM56,OUT045,1532.222407
NCO43,OUT010,236.776645
NCV29,OUT035,2966.408797
NCF06,OUT013,4464.559972
FDO50,OUT035,1486.38137
FDT59,OUT013,3966.368239
FDE50,OUT017,3482.348432
FDX51,OUT017,3020.894177
NCD30,OUT018,1332.391162
FDK15,OUT013,1718.531793
FDL12,OUT045,1290.979915
FDK46,OUT017,4206.890384
DRH49,OUT010,162.653206
FDQ57,OUT046,2469.862561
FDY59,OUT017,1569.383153
FDO09,OUT018,3846.660441
NCG30,OUT035,1617.976185
FDM09,OUT017,2400.929223
NCS42,OUT013,1329.222657
FDE34,OUT013,3935.339895
FDU38,OUT045,3112.129775
FDB33,OUT046,2723.124966
NCJ29,OUT017,1268.632542
FDZ27,OUT035,639.0451053
FDI40,OUT013,1627.70928
FDG22,OUT013,610.3053127
FDT51,OUT017,1738.62215
FDF20,OUT018,3104.841134
FDV50,OUT035,1660.708234
FDT02,OUT049,565.8734329
DRC49,OUT017,2171.846961
FDF26,OUT049,2394.86426
FDV52,OUT035,2239.962199
FDX59,OUT049,575.8526633
FDV25,OUT035,4132.867782
FDE53,OUT018,1287.692235
FDA19,OUT017,2021.515644
FDH22,OUT046,2180.682779
NCO41,OUT013,1464.69141
FDX12,OUT017,5195.328408
FDF17,OUT013,2670.745612
FDS11,OUT045,3999.772329
FDR51,OUT035,2570.574458
FDT49,OUT010,218.7557993
FDC56,OUT013,2147.828385
FDQ60,OUT035,2055.968714
FDN38,OUT049,4235.669908
NCL29,OUT013,2550.198071
FDE26,OUT018,1836.937687
FDA31,OUT010,439.4811439
FDX14,OUT035,1349.082486
FDA34,OUT045,3752.002384
FDF26,OUT013,2213.394313
FDE38,OUT045,2499.048452
DRI11,OUT046,2260.664435
FDC47,OUT046,3732.344332
FDE57,OUT045,1837.397392
FDT14,OUT045,2233.798369
NCZ53,OUT046,3384.565443
FDE28,OUT018,4305.856405
FDR19,OUT035,2736.471608
FDZ08,OUT046,1241.256478
NCJ05,OUT018,2548.59351
FDF59,OUT046,1654.487988
NCO05,OUT035,2103.283429
FDW24,OUT018,684.0972677
NCX42,OUT018,2836.479459
NCA53,OUT035,758.7215647
FDG46,OUT046,2580.215415
FDM20,OUT010,570.2245632
FDW11,OUT010,130.0487329
FDX08,OUT035,2771.035404
NCK17,OUT035,536.6679821
FDK32,OUT018,2377.691012
NCA42,OUT035,2759.789556
DRI01,OUT035,3125.723271
NCL55,OUT049,3875.436901
DRE25,OUT018,1265.52605
FDD14,OUT017,3069.853275
FDB10,OUT046,3592.753091
DRN11,OUT035,2354.462284
FDP38,OUT018,632.9731093
NCA30,OUT017,3037.006485
FDT15,OUT017,2933.768436
NCP55,OUT018,672.6849816
FDF12,OUT035,2295.325565
FDM21,OUT018,3755.960194
FDX56,OUT035,4185.066904
FDF10,OUT017,2593.549772
FDT32,OUT045,2983.452269
FDM51,OUT018,1174.739386
NCR50,OUT018,2236.546674
FDI19,OUT049,3727.572777
FDX21,OUT017,1652.969494
FDR31,OUT035,2584.1187
FDY02,OUT013,3574.621807
NCA29,OUT045,3337.799352
NCX17,OUT046,2899.143422
FDM12,OUT045,2248.85474
NCU30,OUT049,2856.941374
FDK27,OUT018,1455.089975
NCK18,OUT017,3141.435001
FDZ13,OUT049,940.4325523
FDR40,OUT046,1310.082598
NCN19,OUT045,2645.704991
FDO13,OUT018,2171.18661
FDK48,OUT013,1210.506469
FDU07,OUT018,2340.762564
FDW20,OUT046,2620.547516
FDV12,OUT010,232.0006859
FDH24,OUT013,2568.920313
FDV59,OUT049,3815.405711
FDK57,OUT045,1906.203303
NCQ17,OUT046,2331.946946
FDJ15,OUT018,2789.992708
FDX24,OUT049,1385.074869
FDT47,OUT046,1902.013905
FDT10,OUT049,890.5003113
FDZ37,OUT018,1137.028344
DRN36,OUT017,1508.948363
FDJ14,OUT045,1247.270006
FDA32,OUT013,3222.239435
FDQ57,OUT017,2287.249898
FDG56,OUT049,949.4981087
FDV55,OUT035,2541.614733
FDQ49,OUT045,2146.272866
FDE29,OUT010,136.9439463
FDR03,OUT013,3679.088436
FDD45,OUT049,1296.407447
FDN38,OUT010,628.3827408
FDT56,OUT046,830.9537134
FDT48,OUT045,3422.163276
FDU03,OUT049,3678.339695
FDC56,OUT010,204.3150031
FDQ27,OUT017,1773.243799
FDR03,OUT046,3256.665832
DRH23,OUT010,125.2181596
FDG22,OUT045,661.4739597
NCJ42,OUT013,1218.864215
FDR24,OUT046,1408.629272
FDW60,OUT035,2955.042389
FDJ08,OUT013,3666.106161
DRL59,OUT018,644.8862527
FDG60,OUT010,442.5901947
FDW27,OUT017,2480.369478
FDX14,OUT018,1185.721884
FDC20,OUT013,744.676136
NCS29,OUT018,3849.433661
FDJ56,OUT046,1478.925929
FDW01,OUT018,1860.254379
FDL03,OUT046,2673.328181
FDX22,OUT049,4128.739206
FDJ21,OUT035,3252.192871
FDR31,OUT045,2283.284638
FDG21,OUT035,3134.781588
FDK08,OUT035,1565.463107
FDE17,OUT018,2139.916378
NCN30,OUT017,1339.819136
FDT50,OUT046,1218.237313
NCX42,OUT049,2687.947317
FDJ12,OUT035,3408.59089
FDX12,OUT013,3741.733346
FDN40,OUT018,2261.334423
FDV48,OUT035,1361.982951
NCY54,OUT013,3072.662343
FDL16,OUT010,103.9235957
FDR45,OUT018,2165.147976
FDJ52,OUT046,2128.233119
DRG01,OUT017,1396.03531
FDP52,OUT013,3919.692308
FDU58,OUT017,3125.605499
FDL02,OUT045,1849.236792
FDG28,OUT013,4007.182256
FDA19,OUT035,2057.53864
NCD43,OUT049,1408.44579
DRG39,OUT013,760.013563
NCF55,OUT049,674.2564046
FDJ07,OUT046,1998.763372
FDE08,OUT046,2443.202472
FDT45,OUT045,798.9219657
FDF17,OUT018,2596.215702
FDX44,OUT046,1310.603595
FDI36,OUT049,3014.430409
FDS07,OUT045,1641.403049
FDD36,OUT045,1991.839402
FDW11,OUT046,856.7435987
FDN40,OUT049,2377.161364
NCQ18,OUT049,1573.082987
NCQ54,OUT017,3966.133839
NCS42,OUT045,1754.804947
DRH39,OUT010,154.1955077
FDT08,OUT010,289.7841424
FDC08,OUT035,4360.975239
FDT20,OUT017,584.9325146
FDS35,OUT035,977.3063545
FDX58,OUT018,3343.670919
FDW58,OUT046,2039.800032
DRD27,OUT046,1377.536387
FDS26,OUT035,4794.225415
FDQ31,OUT046,1277.824935
FDP11,OUT018,3874.345876
FDD58,OUT017,1536.794905
FDM33,OUT045,3573.902894
FDZ16,OUT049,3565.430491
NCS29,OUT010,468.7673691
FDP11,OUT049,3399.126716
NCC42,OUT017,2159.836429
DRM23,OUT046,2530.582864
FDK46,OUT013,4392.77377
FDR01,OUT046,3702.218223
NCA05,OUT045,1690.740527
NCP43,OUT017,2792.819358
FDR12,OUT010,333.2856536
FDQ01,OUT013,3901.221622
FDM13,OUT046,1815.985768
FDQ19,OUT017,4245.008258
NCX06,OUT010,432.7086548
FDU45,OUT045,2193.318128
FDL32,OUT046,1703.58688
FDA07,OUT046,2505.312039
FDA14,OUT045,2159.474502
NCO07,OUT035,3589.231966
NCP41,OUT046,1694.809951
FDY60,OUT018,1423.54395
FDN38,OUT017,3637.61901
FDO15,OUT046,1220.021653
FDT60,OUT013,2400.233781
FDA55,OUT035,4830.918116
FDE02,OUT010,181.6312118
DRJ39,OUT049,3334.103724
FDV34,OUT035,1216.118119
FDW40,OUT017,2683.347208
NCB43,OUT046,2865.307511
FDR58,OUT017,1451.084376
DRJ59,OUT035,581.5588825
NCD30,OUT017,1596.613272
FDE14,OUT017,1890.427777
FDC28,OUT018,1426.388358
FDU16,OUT018,1244.303175
NCD19,OUT035,779.0689272
FDU21,OUT046,605.0751099
FDU03,OUT045,2874.530368
FDC33,OUT010,628.4052088
NCR42,OUT035,352.0640549
DRH59,OUT035,1259.827755
NCM31,OUT035,1929.277954
FDS50,OUT035,3347.84227
FDP39,OUT046,812.1061445
FDQ55,OUT013,1896.333203
FDA39,OUT045,689.9551846
FDC37,OUT010,201.0261152
DRQ35,OUT046,1905.300673
NCJ06,OUT046,2026.755434
NCY42,OUT018,2083.746185
DRM37,OUT049,3288.030618
FDR14,OUT045,804.1163232
FDE51,OUT049,614.4858186
FDT33,OUT017,2871.826254
FDR08,OUT013,1744.090309
FDE36,OUT010,293.8389177
FDR44,OUT013,2420.672749
FDE47,OUT010,183.9117774
FDV27,OUT010,213.8597114
FDV10,OUT049,709.3429682
FDC40,OUT045,1404.928377
NCX41,OUT013,3376.157896
FDE52,OUT017,1475.997402
FDI32,OUT017,2502.146141
FDJ32,OUT049,927.064697
FDN39,OUT018,1985.827741
FDY34,OUT017,3001.600237
FDC14,OUT035,571.9065439
FDA55,OUT017,4805.177615
FDZ50,OUT010,602.8479252
DRG13,OUT049,2307.732834
FDP01,OUT013,1995.434599
NCG54,OUT017,2770.955704
FDM13,OUT045,1763.253441
NCW41,OUT013,2520.929328
NCF55,OUT035,487.3699938
FDT09,OUT046,2023.321733
NCM19,OUT035,1710.783859
FDW12,OUT018,1671.876153
FDK36,OUT045,750.6867945
FDZ25,OUT035,2991.676469
NCW06,OUT049,3395.331467
FDW60,OUT046,3100.624844
DRC49,OUT013,2267.019646
NCT17,OUT035,2833.401905
NCN06,OUT018,2303.372291
FDC45,OUT013,2848.823847
NCF06,OUT045,3763.387222
FDE21,OUT010,275.6134285
DRG27,OUT013,601.6999771
FDW40,OUT049,2341.055932
NCO53,OUT046,2885.932019
FDE23,OUT049,674.417649
FDQ16,OUT046,1803.05477
FDS26,OUT045,4128.256419
FDZ13,OUT010,100.9511413
FDS14,OUT049,2056.128142
FDC10,OUT045,1736.435171
FDY16,OUT049,3082.299131
FDJ20,OUT035,1760.576627
FDV43,OUT035,645.4929072
FDR23,OUT046,2390.293411
FDN24,OUT035,926.8216854
FDU31,OUT013,3242.753515
FDW33,OUT018,1614.709286
FDU26,OUT046,1722.830754
NCW05,OUT035,2063.315388
FDB22,OUT018,2399.182644
FDO56,OUT046,2019.123089
DRI39,OUT045,865.4914224
FDH52,OUT018,692.5558206
FDZ50,OUT035,3703.259047
NCN42,OUT035,2683.849716
FDB53,OUT013,2459.111805
DRG11,OUT017,1784.472847
FDQ60,OUT017,1894.221
FDT36,OUT017,651.1195907
DRG25,OUT018,3213.14287
DRJ23,OUT046,3048.83697
FDG05,OUT035,2568.172426
NCK06,OUT018,2049.069534
FDU52,OUT017,2263.024007
FDW07,OUT018,1189.977887
NCM17,OUT045,775.3238451
FDA22,OUT045,3623.117689
NCA41,OUT018,2634.173761
FDF38,OUT035,511.1422563
FDH52,OUT046,1008.266232
FDZ16,OUT045,3597.719409
NCM18,OUT017,1256.189731
FDA22,OUT018,2117.523304
NCJ43,OUT035,2724.038469
FDG56,OUT046,1123.325424
FDS34,OUT046,1986.314054
DRC01,OUT035,985.7599996
FDQ04,OUT035,671.3530983
FDK04,OUT035,731.3443839
FDT51,OUT049,1616.404354
FDV26,OUT017,3895.261811
FDS04,OUT049,2030.230458
FDW43,OUT018,2922.500388
FDQ28,OUT010,300.5031296
NCK06,OUT017,2032.607414
FDS23,OUT018,1567.705731
FDE56,OUT018,666.7824842
NCN14,OUT045,2716.625359
NCQ18,OUT045,1729.116279
FDW08,OUT017,1625.826532
FDU43,OUT035,5037.868998
FDR33,OUT010,269.9582672
FDM24,OUT010,426.7146208
NCZ05,OUT046,1689.207311
NCV41,OUT035,1896.016799
FDV11,OUT018,2902.043178
NCY05,OUT035,684.7023556
FDV44,OUT018,3122.231012
FDW32,OUT049,1305.363001
NCC43,OUT035,4358.367477
FDW19,OUT013,1675.512405
FDN31,OUT035,3024.750862
FDI48,OUT045,747.9536866
FDS24,OUT017,1267.480365
FDF46,OUT049,1813.975897
DRG23,OUT017,2056.637166
FDG14,OUT018,2470.743499
NCY30,OUT049,2967.027931
FDO28,OUT018,1459.12373
DRD24,OUT035,2078.916836
FDI33,OUT049,1383.925514
FDN32,OUT046,2879.704675
