citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33
C71903,Tokugawa,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,15,15,0,0,3,55+,1,0,Masters,8,ATU,APH
C71904,Cosmos,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,55+,0,0,Diploma,8,ACL,AMF
C71905,Ebony,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,1,18-24,1,0,Degree,7,ASE,ASE
C71906,Cosmos,3,0,0,4,5,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,0,0,15,6,2,18-24,0,0,Degree,8,ABX,ABX
C71907,Cosmos,0,1,2,0,3,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,15,15,0,15,1,46-55,1,1,Masters,8,ANO,AJI
C71908,Centaur,7,2,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46-55,1,0,Diploma,5,ABX,ABX
C71909,Odyssey,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,4,46-55,1,0,Primary,7,AHJ,AHJ
C71910,Ebony,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,55+,0,0,Masters,7,ATU,AOT
C71911,Ebony,0,10,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,15,0,0,0,1,46-55,0,0,Masters,9,AVJ,AVJ
C71912,Odyssey,2,0,2,4,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,15,0,15,15,0,1,46-55,1,0,Degree,6,AWD,AGD
C71913,Ebony,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3,46-55,1,0,Degree,5,AWD,ADV
C71914,Centaur,6,3,0,0,12,0,0,0,0,4,0,0,0,0,4,3,3,0,0,0,15,15,0,0,15,1,36-45,0,1,Degree,7,ATU,AFX
C71915,Ebony,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,13,0,0,0,3,18-24,1,0,Degree,7,ACL,ACO
C71916,Cosmos,0,2,0,0,10,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,15,0,0,15,4,18-24,1,0,Primary,7,AJI,AJI
C71917,Cosmos,3,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,15,0,0,8,1,46-55,1,0,Degree,7,AJI,AOV
C71918,Odyssey,0,1,0,12,0,0,0,0,4,0,0,0,0,4,0,0,1,0,0,0,0,15,0,15,0,4,36-45,1,1,Masters,7,AMH,AMH
C71919,Ebony,0,11,0,2,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,15,0,15,0,3,18-24,0,0,Masters,8,AII,AII
C71920,Ebony,2,5,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,10,0,15,0,1,36-45,1,1,Diploma,9,AII,AZQ
C71921,Odyssey,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,25-35,1,1,Degree,7,ACD,ACD
C71922,Odyssey,0,0,0,21,0,0,0,0,10,0,0,0,0,5,0,0,0,0,1,0,0,0,0,15,15,4,25-35,1,0,Masters,7,AEY,AQU
C71923,Ebony,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,55+,0,0,Diploma,6,AJN,AJN
C71924,Tokugawa,0,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,1,46-55,0,0,Masters,8,AEC,ANQ
C71925,Centaur,18,0,0,3,2,3,0,0,3,0,6,0,0,0,1,0,0,0,0,0,15,0,0,15,9,3,36-45,1,1,Masters,6,AQX,ATI
C71926,Tokugawa,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,3,55+,1,0,Masters,7,ACL,AEC
C71927,Ebony,0,1,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,15,4,25-35,1,0,Degree,6,AVN,ATI
C71928,Odyssey,0,2,0,7,2,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0,0,15,0,15,15,1,36-45,1,0,Masters,7,AWK,AWK
C71929,Centaur,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,15,0,0,0,1,25-35,1,0,Diploma,6,AOV,AOV
C71930,Ebony,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,3,18-24,1,1,Degree,8,ATF,ATF
C71931,Tokugawa,1,4,5,0,0,1,3,2,0,0,0,0,0,0,0,0,1,2,0,0,15,15,15,0,0,4,55+,1,1,Masters,7,AMI,ANQ
C71932,Cosmos,5,2,0,0,12,1,0,0,0,10,0,0,0,0,1,2,1,0,0,0,15,15,0,0,15,3,55+,1,1,Degree,6,AMR,AMR
C71933,Tokugawa,0,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,15,15,0,0,1,55+,0,0,Degree,5,AMI,AMI
C71934,Centaur,7,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,15,0,0,15,15,1,18-24,0,0,Degree,9,ATI,ATI
C71935,Ebony,0,9,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,3,25-35,0,0,Masters,8,AII,AII
C71936,Cosmos,0,0,0,0,6,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,18-24,1,1,Masters,7,AWX,AMR
C71937,Odyssey,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,3,25-35,1,1,Degree,7,ABA,AHR
C71938,Cosmos,0,0,0,0,7,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,55+,0,0,Degree,8,AMS,AMS
C71939,Tokugawa,0,0,18,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,15,15,0,0,2,25-35,0,1,Masters,7,ACL,ANQ
C71940,Ebony,1,7,0,0,1,1,2,0,0,1,0,0,0,0,0,0,5,0,0,0,11,1,0,0,0,4,25-35,1,0,Diploma,9,ALJ,ALJ
C71941,Ebony,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,25-35,0,0,Diploma,8,AXO,AXO
C71942,Centaur,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,15,15,0,0,15,3,25-35,1,0,Degree,8,AXO,AXO
C71943,Centaur,13,0,0,6,2,13,0,0,5,2,0,0,0,0,0,0,0,0,1,0,13,0,0,15,15,1,36-45,0,0,Masters,5,AWI,AWI
C71944,Ebony,0,6,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,13,0,15,0,1,25-35,1,1,Masters,6,APH,APH
C71945,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,46-55,1,0,Primary,7,AEC,AQX
C71946,Cosmos,3,0,7,4,13,1,0,7,0,5,1,0,0,2,4,0,0,0,0,0,15,0,15,15,15,3,25-35,1,0,Degree,7,AMR,AMR
C71947,Tokugawa,0,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,4,55+,1,1,Primary,6,ANQ,AJV
C71948,Centaur,2,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,15,0,15,0,0,4,46-55,1,0,Masters,8,AEC,AEC
C71949,Cosmos,0,0,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,25-35,0,0,Masters,9,ATI,AOV
C71950,Centaur,2,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,25-35,1,0,Masters,7,APH,APH
C71951,Cosmos,9,0,0,0,20,6,0,0,0,12,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,3,25-35,0,0,Masters,6,AHS,AHS
C71952,Ebony,0,4,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,15,0,3,46-55,1,1,Masters,5,APH,APH
C71953,Ebony,3,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,0,0,Masters,7,AFM,ABX
C71954,Centaur,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,15,0,0,1,18-24,1,0,Degree,8,ACL,AYQ
C71955,Tokugawa,0,0,17,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,15,15,0,0,2,25-35,0,0,Diploma,7,AOV,AOV
C71956,Ebony,0,7,0,0,5,0,6,0,0,2,0,0,0,0,1,0,1,0,0,0,0,8,0,0,9,1,46-55,1,0,Masters,9,AUF,AUF
C71957,Odyssey,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,4,18-24,0,0,Degree,6,ABX,AUJ
C71958,Odyssey,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,12,0,15,0,1,25-35,1,1,Primary,6,AUE,AUE
C71959,Odyssey,7,0,0,16,0,7,0,0,14,0,0,0,0,0,0,0,0,0,2,0,15,0,0,15,0,3,18-24,1,1,Degree,8,AQX,AQX
C71960,Centaur,21,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,15,0,0,0,0,1,55+,1,1,Masters,8,ACD,ACD
C71961,Cosmos,0,0,0,1,13,0,0,0,1,9,0,0,0,0,2,0,0,0,0,0,0,0,0,15,15,3,55+,0,0,Degree,8,AWI,AWI
C71962,Ebony,0,13,0,0,0,0,2,0,0,0,0,1,0,0,0,0,7,0,0,0,0,15,0,0,0,3,25-35,1,0,Degree,6,AQT,AQT
C71963,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,25-35,0,0,Primary,7,AHJ,AOX
C71964,Ebony,0,2,0,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,3,55+,1,0,Primary,6,AYO,AJI
C71965,Cosmos,4,0,0,0,15,0,0,0,0,2,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,2,55+,1,0,Masters,8,AOV,AWX
C71966,Cosmos,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Masters,6,ATI,AMS
C71967,Ebony,1,12,4,4,0,1,3,3,2,0,0,2,0,1,0,0,0,1,0,0,12,4,15,7,0,3,36-45,1,0,Degree,9,AEC,AVG
C71968,Cosmos,0,4,0,4,18,0,0,0,4,16,0,1,0,0,0,0,0,0,0,2,0,15,0,15,3,1,25-35,1,0,Masters,7,AJI,AJI
C71969,Ebony,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,15,0,15,11,4,25-35,1,1,Degree,7,ATI,ATA
C71970,Odyssey,8,0,0,8,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,25-35,0,1,Masters,6,AHS,AHJ
C71971,Centaur,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,25-35,1,0,Masters,5,ACL,BAN
C71972,Odyssey,1,1,0,7,0,1,0,0,4,0,0,0,0,1,0,0,1,0,1,0,15,15,0,15,0,3,25-35,1,0,Diploma,7,AVX,AVX
C71973,Odyssey,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,15,0,15,0,3,25-35,1,0,Diploma,6,AOV,AOV
C71974,Ebony,3,21,3,1,12,0,6,0,1,2,1,2,0,0,4,1,9,2,0,2,15,15,15,15,15,1,18-24,0,1,Diploma,6,AMR,AMR
C71975,Ebony,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15,15,0,15,15,3,18-24,1,0,Degree,6,AII,AHR
C71976,Ebony,0,10,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,1,18-24,1,1,Primary,6,AWW,AMF
C71977,Centaur,7,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,55+,0,0,Masters,6,ANO,AHS
C71978,Cosmos,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,36-45,1,0,Masters,7,ACL,AJI
C71979,Ebony,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,25-35,1,1,Masters,7,AII,AII
C71980,Centaur,13,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,46-55,1,0,Masters,7,ARB,AHS
C71981,Odyssey,0,1,0,7,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,3,36-45,1,1,Masters,7,AQT,AQT
C71982,Cosmos,0,0,0,0,9,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,4,18-24,1,1,Masters,7,ACL,AMZ
C71983,Cosmos,2,0,0,7,5,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,15,0,0,15,14,2,36-45,1,0,Degree,6,AWX,AWX
C71984,Ebony,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,3,18-24,1,0,Degree,7,AWW,AWW
C71985,Centaur,8,1,0,1,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,15,0,0,15,0,4,46-55,0,0,Masters,7,AHS,AXH
C71986,Centaur,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,25-35,1,0,Masters,7,AHS,AHS
C71987,Centaur,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,25-35,1,0,Degree,6,ARK,ACL
C71988,Centaur,4,1,2,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,15,15,15,0,0,3,55+,1,0,Masters,9,AEC,AEC
C71989,Cosmos,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,25-35,1,1,Masters,7,AWX,AWX
C71990,Tokugawa,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,15,0,0,3,25-35,0,1,Masters,6,AEC,AEC
C71991,Cosmos,0,0,2,0,8,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,7,0,13,3,46-55,0,1,Degree,4,AJI,AHR
C71992,Cosmos,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,46-55,1,0,Diploma,6,ATV,AJE
C71993,Centaur,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,25-35,0,0,Masters,7,AHS,AHS
C71994,Odyssey,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,4,25-35,0,1,Degree,8,AET,AET
C71995,Centaur,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,46-55,1,0,Primary,5,AHS,AHS
C71996,Centaur,18,0,0,2,0,7,0,0,0,0,1,0,0,1,0,6,0,0,0,0,15,0,0,15,0,1,55+,0,0,Degree,8,AHS,AHS
C71997,Cosmos,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,4,36-45,0,0,Masters,8,AJI,AJI
C71998,Ebony,0,6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,15,0,15,15,1,46-55,1,0,Primary,7,ASF,AWX
C71999,Ebony,0,4,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9,0,0,10,3,25-35,0,0,Masters,8,AZV,AZV
C72000,Cosmos,1,2,0,1,6,1,0,0,0,4,0,1,0,0,1,0,0,0,1,0,15,15,0,15,15,3,25-35,1,1,Masters,6,AUJ,AUJ
C72001,Centaur,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,1,25-35,1,0,Primary,5,AQX,AWK
C72002,Tokugawa,0,0,7,5,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,0,0,0,15,15,0,1,25-35,1,0,Diploma,8,AHO,AEC
C72003,Odyssey,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,46-55,0,0,Masters,1,ACL,AZG
C72004,Cosmos,1,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,11,3,25-35,0,1,Masters,8,AWX,AWX
C72005,Tokugawa,0,0,15,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,4,55+,1,1,Masters,8,ACL,AMI
C72006,Odyssey,4,9,0,17,0,2,2,0,4,0,1,0,0,4,0,0,4,0,1,0,0,0,0,15,0,3,55+,0,0,Masters,9,ANO,AQU
C72007,Cosmos,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,15,0,10,0,4,55+,1,0,Masters,6,ARB,ACL
C72008,Cosmos,6,0,0,0,17,0,0,0,0,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,15,3,25-35,1,1,Primary,6,AOV,AOV
C72009,Odyssey,2,2,2,5,0,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,10,7,5,15,0,3,18-24,1,0,Diploma,6,AZG,AZG
C72010,Odyssey,0,0,0,9,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,4,55+,0,0,Masters,7,AQT,AQT
C72011,Odyssey,2,0,0,6,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,0,1,55+,1,1,Masters,8,AHJ,AHJ
C72012,Ebony,0,6,3,0,0,0,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,15,15,0,0,3,36-45,0,1,Diploma,7,APH,ACL
C72013,Odyssey,1,3,0,13,2,0,0,0,5,0,0,1,0,1,1,1,1,0,2,0,15,15,0,15,15,4,25-35,1,0,Masters,8,ASF,ACL
C72014,Odyssey,2,2,1,13,2,2,0,0,10,0,0,1,0,1,1,0,0,1,1,0,15,15,15,15,15,1,25-35,1,0,Diploma,6,ADE,ADE
C72015,Centaur,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,3,46-55,1,0,Degree,7,ATI,AZG
C72016,Cosmos,0,0,2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,15,12,0,15,3,46-55,0,0,Diploma,6,AJI,AUD
C72017,Tokugawa,0,1,18,0,0,0,1,11,0,0,0,0,1,0,0,0,0,5,0,0,0,15,15,0,0,1,18-24,0,0,Degree,7,AWX,ANQ
C72018,Centaur,12,2,0,5,0,0,0,0,5,0,0,0,0,0,0,8,2,0,0,0,15,15,0,15,0,4,25-35,0,0,Masters,7,AOV,AOV
C72019,Ebony,3,11,0,0,2,3,4,0,0,2,0,1,0,0,0,0,3,0,0,0,0,7,0,0,0,3,36-45,0,0,Masters,5,AXO,AXO
C72020,Ebony,0,20,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3,0,0,0,0,15,0,0,0,4,18-24,0,1,Degree,5,ABX,ABX
C72021,Ebony,1,3,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,15,0,0,4,46-55,0,0,Degree,7,AHO,AHO
C72022,Centaur,7,0,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,15,0,10,0,0,2,18-24,1,0,Masters,0,ARK,AWX
C72023,Odyssey,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,1,46-55,0,0,Masters,9,AES,AES
C72024,Odyssey,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,55+,1,0,Degree,6,AJV,AGD
C72025,Ebony,4,9,0,0,1,2,4,0,0,1,1,2,0,0,0,0,1,0,0,0,15,15,0,0,15,3,46-55,0,0,Degree,6,AOV,AOV
C72026,Centaur,7,3,6,0,3,0,2,4,0,2,1,0,1,0,0,4,1,0,0,1,8,0,10,0,6,1,55+,0,0,Degree,9,AEC,AEC
C72027,Ebony,0,9,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,4,25-35,1,0,Diploma,5,AII,AII
C72028,Tokugawa,2,7,16,0,1,2,7,13,0,1,0,0,0,0,0,0,0,3,0,0,7,0,10,0,15,1,25-35,0,0,Diploma,3,AWD,AWD
C72029,Cosmos,2,0,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18-24,1,0,Masters,4,AJI,ACL
C72030,Ebony,0,11,5,0,7,0,3,2,0,1,0,2,1,0,1,0,0,1,0,0,0,12,15,0,15,2,25-35,1,0,Masters,8,APH,APH
C72031,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,25-35,0,1,Masters,7,AHS,AHS
C72032,Tokugawa,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,10,0,15,3,25-35,0,0,Degree,8,AJI,AEP
C72033,Cosmos,0,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,18-24,1,0,Diploma,5,AMS,AMS
C72034,Centaur,15,0,0,3,0,4,0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,5,0,4,55+,1,1,Degree,8,AHS,AHS
C72035,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,18-24,1,0,Primary,8,AHS,ACL
C72036,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,25-35,1,1,Degree,7,AHS,AJI
C72037,Ebony,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,36-45,1,0,Masters,9,ACL,AUJ
C72038,Odyssey,0,1,0,7,3,0,1,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,1,36-45,0,1,Masters,6,ALH,ALH
C72039,Centaur,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,4,25-35,0,0,Primary,6,AOU,AOT
C72040,Centaur,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,18-24,0,0,Masters,7,ATI,ACL
C72041,Cosmos,0,1,0,3,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,25-35,1,0,Degree,7,APH,AJI
C72042,Cosmos,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,4,46-55,1,0,Primary,7,AUE,AUE
C72043,Centaur,11,3,0,0,0,5,0,0,0,0,1,0,0,0,0,3,1,0,0,0,15,0,0,0,0,4,46-55,1,0,Masters,8,ATI,ACO
C72044,Odyssey,0,0,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,4,46-55,1,0,Masters,8,AET,AET
C72045,Cosmos,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,25-35,0,0,Degree,7,AMS,AMS
C72046,Cosmos,1,0,0,1,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,3,46-55,1,1,Degree,5,AMS,AMS
C72047,Tokugawa,0,3,8,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,15,15,0,0,4,36-45,1,0,Degree,0,AEC,AEC
C72048,Ebony,0,11,0,0,1,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0,0,15,4,25-35,1,0,Diploma,6,ADZ,ADZ
C72049,Centaur,13,1,0,1,0,3,1,0,1,0,4,0,0,0,0,1,0,0,0,0,14,11,0,15,0,4,55+,1,1,Diploma,7,AHJ,AHS
C72050,Cosmos,0,2,1,3,2,0,2,1,2,2,0,0,0,0,0,0,0,0,1,0,15,15,15,15,15,3,18-24,1,0,Masters,8,AER,AER
C72051,Centaur,17,0,0,4,0,13,0,0,4,0,0,0,0,0,0,4,0,0,0,0,15,0,0,15,0,1,46-55,0,0,Degree,6,ARK,ARK
C72052,Ebony,0,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,15,0,15,0,1,25-35,0,1,Degree,7,ALG,AJZ
C72053,Ebony,1,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,15,15,0,0,0,1,46-55,0,0,Masters,5,AML,AML
C72054,Centaur,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,18-24,1,0,Degree,0,ACL,AEC
C72055,Ebony,0,11,0,0,1,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,0,7,4,18-24,1,1,Diploma,5,AWX,ASE
C72056,Odyssey,0,1,0,15,12,0,0,0,12,12,0,0,0,1,0,0,1,0,1,0,0,0,0,15,15,3,18-24,0,0,Degree,5,AHR,AHR
C72057,Ebony,0,8,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,1,25-35,1,0,Degree,5,AOV,AOV
C72058,Odyssey,1,0,0,10,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,15,0,0,15,0,4,36-45,1,0,Degree,9,ACL,AAE
C72059,Cosmos,0,0,0,0,7,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,1,36-45,1,0,Masters,8,AJI,AWX
C72060,Odyssey,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,15,0,15,0,4,36-45,0,0,Diploma,7,AXR,AXR
C72061,Centaur,3,2,0,2,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,15,15,0,15,0,4,25-35,1,1,Masters,6,AKW,AKW
C72062,Centaur,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1,36-45,1,0,Masters,5,ADV,ADV
C72063,Ebony,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,15,1,25-35,1,0,Primary,6,AJI,ANQ
C72064,Odyssey,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,3,18-24,0,0,Diploma,6,AHJ,AMS
C72065,Tokugawa,0,2,9,0,0,0,2,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,1,25-35,1,0,Masters,8,AJV,AJV
C72066,Cosmos,0,0,0,0,15,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Masters,8,AZP,AZP
C72067,Centaur,7,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,18-24,0,0,Masters,7,ATI,ATI
