citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33
C105516,Ebony,7,7,0,8,0,3,3,0,0,0,2,1,0,3,0,0,1,0,1,0,15,15,0,15,0,4,18-24,1,1,Degree,6,AMZ,AMZ
C105517,Centaur,10,0,4,0,0,2,0,0,0,0,2,0,0,0,0,3,0,3,0,0,12,0,15,0,0,3,55+,1,0,Degree,9,ATU,ARK
C105518,Odyssey,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,4,46-55,1,0,Masters,6,AMH,AMH
C105519,Ebony,0,21,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,0,0,4,18-24,1,1,Diploma,6,ALE,ALE
C105520,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,18-24,0,1,Diploma,8,ATA,ATA
C105521,Ebony,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,1,1,Diploma,5,AQX,ACL
C105522,Ebony,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,3,25-35,0,1,Masters,7,ALE,ALE
C105523,Odyssey,0,0,0,18,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,4,25-35,1,1,Diploma,6,AXT,AXT
C105524,Tokugawa,0,0,5,4,0,0,0,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,15,15,0,3,55+,0,1,Masters,7,ATU,ANQ
C105525,Tokugawa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,4,46-55,1,0,Diploma,4,AES,ACL
C105526,Odyssey,3,0,0,15,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,15,0,0,15,0,3,46-55,1,1,Diploma,8,AHJ,ACL
C105527,Ebony,0,17,4,0,0,0,5,0,0,0,0,1,2,0,0,0,9,0,0,0,0,15,15,0,0,1,18-24,0,1,Primary,7,AEC,AEC
C105528,Ebony,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,25-35,0,0,Diploma,6,AOT,AJI
C105529,Tokugawa,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,46-55,0,0,Degree,7,AEC,ATU
C105530,Centaur,2,0,0,6,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,3,0,0,15,0,3,18-24,1,0,Masters,8,AYE,AYE
C105531,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,25-35,1,0,Primary,6,ATI,ATI
C105532,Ebony,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,3,25-35,1,0,Masters,8,AFM,ATI
C105533,Odyssey,1,0,0,11,0,1,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,4,25-35,1,1,Primary,7,AUD,AUD
C105534,Odyssey,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,3,46-55,0,0,Masters,6,AET,AET
C105535,Centaur,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,46-55,1,0,Masters,9,AKC,ARK
C105536,Tokugawa,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,36-45,1,0,Degree,7,ANQ,ACL
C105537,Centaur,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,4,36-45,1,0,Primary,8,ACD,ACD
C105538,Ebony,3,9,8,4,0,1,1,0,0,0,1,1,1,1,0,0,1,2,0,0,12,14,15,15,0,2,46-55,1,1,Primary,7,ANQ,ANQ
C105539,Cosmos,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,3,25-35,0,0,Diploma,6,ACL,AJI
C105540,Ebony,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,1,18-24,1,0,Masters,7,ABK,ABK
C105541,Cosmos,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,25-35,1,1,Degree,2,AOV,AOV
C105542,Odyssey,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,3,25-35,0,0,Masters,7,ACL,AES
C105543,Cosmos,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,4,25-35,0,0,Primary,6,ACL,AOV
C105544,Ebony,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,18-24,1,0,Primary,4,AXG,ACL
C105545,Odyssey,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,4,25-35,0,0,Masters,8,AQT,AQT
C105546,Odyssey,0,0,0,7,1,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,4,25-35,1,0,Masters,6,AQX,AQX
C105547,Tokugawa,8,0,9,0,0,6,0,3,0,0,1,0,1,0,0,0,0,3,0,0,11,0,15,0,0,1,25-35,1,0,Degree,6,AEC,AEC
C105548,Ebony,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,18-24,1,0,Degree,5,AXO,AXO
C105549,Ebony,2,11,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,0,3,18-24,1,0,Diploma,7,AUE,AUE
C105550,Centaur,6,4,0,2,0,1,0,0,2,0,1,1,0,0,0,3,0,0,0,0,15,15,0,15,0,4,55+,1,1,Masters,7,ABX,ATI
C105551,Tokugawa,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,1,46-55,1,0,Diploma,6,APH,AJV
C105552,Odyssey,0,0,0,11,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,2,46-55,0,0,Diploma,9,ACL,AJZ
C105553,Odyssey,3,0,2,18,0,0,0,0,5,0,0,0,1,6,0,3,0,0,0,0,15,0,15,15,0,1,55+,1,0,Masters,7,AOV,AOV
C105554,Tokugawa,0,0,5,0,4,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0,3,4,18-24,1,0,Degree,8,AYS,AYS
C105555,Centaur,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,0,0,0,2,46-55,1,0,Degree,0,ARK,ARK
C105556,Ebony,0,6,0,2,1,0,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,8,0,15,0,4,18-24,1,0,Diploma,6,ABX,ABX
C105557,Centaur,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,0,3,46-55,1,1,Degree,8,AFX,AHS
C105558,Cosmos,0,0,0,2,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,15,12,3,25-35,0,1,Masters,7,AUD,AUD
C105559,Centaur,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,36-45,1,0,Degree,0,AOV,AZG
C105560,Centaur,14,3,0,4,9,14,1,0,3,9,0,0,0,0,0,0,2,0,1,0,15,15,0,15,15,3,25-35,0,1,Diploma,7,AMZ,AHR
C105561,Centaur,20,2,0,0,2,6,1,0,0,2,6,0,0,0,0,1,1,0,0,0,15,15,0,0,15,4,18-24,1,0,Masters,0,ANI,ATI
C105562,Ebony,0,13,0,0,1,0,2,0,0,1,0,0,0,0,0,0,11,0,0,0,0,15,0,0,15,3,46-55,1,1,Degree,7,ANQ,APH
C105563,Centaur,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,18-24,1,0,Diploma,4,ATI,ATI
C105564,Odyssey,3,1,0,9,2,1,1,0,5,2,0,0,0,2,0,1,0,0,0,0,5,15,0,15,5,1,46-55,1,0,Masters,9,AHJ,ACD
C105565,Centaur,13,0,0,0,10,11,0,0,0,10,0,0,0,0,0,2,0,0,0,0,15,0,0,0,15,4,46-55,0,0,Degree,7,AKS,AHS
C105566,Odyssey,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,3,36-45,0,1,Diploma,6,ADV,ADV
C105567,Cosmos,1,3,0,0,16,1,1,0,0,10,0,0,0,0,3,0,1,0,0,0,0,3,0,0,13,4,18-24,1,0,Diploma,6,AEC,AEC
C105568,Ebony,0,5,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,8,APH,APH
C105569,Odyssey,3,0,0,11,7,3,0,0,5,1,0,0,0,2,3,0,0,0,0,0,7,0,0,15,7,3,36-45,0,0,Degree,6,AHR,AHR
C105570,Odyssey,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,1,46-55,0,0,Degree,8,ADV,ADV
C105571,Tokugawa,0,0,18,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,15,0,0,2,46-55,0,1,Diploma,7,APH,APH
C105572,Cosmos,0,0,0,0,8,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,15,0,0,15,1,25-35,1,1,Degree,6,ALM,AXX
C105573,Ebony,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,18-24,1,1,Diploma,6,ASE,ACL
C105574,Cosmos,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,18-24,1,1,Diploma,5,ACL,AMS
C105575,Ebony,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,25-35,1,0,Masters,8,AII,AII
C105576,Ebony,4,1,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,15,15,15,0,15,4,36-45,1,0,Masters,0,AEC,AEC
C105577,Ebony,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,1,36-45,0,0,Degree,6,ABX,ABX
C105578,Cosmos,0,2,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,4,55+,1,0,Diploma,8,AWW,AWW
C105579,Odyssey,0,4,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,15,15,2,36-45,0,0,Degree,5,ABX,AVO
C105580,Odyssey,0,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,36-45,0,0,Degree,7,AES,AES
C105581,Ebony,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,46-55,0,0,Degree,8,AII,AII
C105582,Ebony,0,12,0,0,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,1,25-35,0,0,Primary,6,ANQ,ANQ
C105583,Odyssey,0,1,0,8,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,15,0,4,36-45,1,0,Masters,8,ASF,ASF
C105584,Odyssey,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,36-45,0,0,Diploma,8,AMH,ACL
C105585,Odyssey,0,0,0,11,3,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,18-24,0,1,Primary,5,ACD,ACD
C105586,Ebony,0,4,0,0,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,15,0,0,15,1,18-24,1,1,Masters,6,AEC,ACO
C105587,Centaur,8,2,0,0,1,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,18-24,1,0,Diploma,7,AUD,AUD
C105588,Ebony,0,1,0,5,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,3,18-24,0,1,Degree,6,AVX,AVX
C105589,Ebony,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,3,18-24,1,1,Masters,5,AZG,ACL
C105590,Centaur,5,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,15,0,0,0,1,18-24,0,0,Diploma,6,AGA,AGA
C105591,Odyssey,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,15,1,25-35,1,0,Primary,6,AHR,AQX
C105592,Odyssey,1,0,0,13,0,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,1,25-35,1,0,Degree,5,AHR,AHR
C105593,Odyssey,0,4,1,3,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,11,15,15,15,1,25-35,0,0,Diploma,8,ASF,ASF
C105594,Ebony,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,18-24,1,0,Masters,7,ASE,ASE
C105595,Ebony,14,18,0,2,0,5,1,0,0,0,1,0,0,1,0,7,17,0,0,0,15,14,0,15,0,3,55+,1,1,Degree,4,AGD,AGD
C105596,Centaur,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,15,1,18-24,0,1,Primary,8,ARK,ARK
C105597,Tokugawa,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,3,18-24,1,1,Masters,8,AEC,AEC
C105598,Cosmos,0,4,0,1,11,0,0,0,1,3,0,0,0,0,3,0,3,0,0,0,0,15,0,9,15,3,25-35,1,0,Degree,7,AFX,AFX
C105599,Ebony,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,3,18-24,0,0,Masters,8,ARA,ARA
C105600,Centaur,1,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,4,36-45,0,0,Masters,7,AYE,AYE
C105601,Cosmos,0,3,1,2,2,0,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,6,0,15,12,1,36-45,0,0,Masters,7,AJI,AJI
C105602,Ebony,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,3,25-35,1,1,Masters,7,ABX,ACL
C105603,Tokugawa,0,0,16,0,2,0,0,3,0,2,0,0,0,0,0,0,0,13,0,0,0,0,15,15,15,4,46-55,1,0,Degree,6,APH,APH
C105604,Centaur,8,0,0,2,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,15,0,0,15,0,1,36-45,1,0,Degree,8,AQT,AQT
C105605,Odyssey,0,0,2,6,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,3,46-55,0,1,Diploma,8,AAE,ACL
C105606,Centaur,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,18-24,0,0,Diploma,5,AHS,AHS
C105607,Cosmos,4,4,0,0,6,2,3,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,25-35,1,0,Masters,4,ABX,APH
C105608,Cosmos,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,4,55+,1,0,Primary,7,AMS,AMS
C105609,Centaur,13,9,21,0,2,6,2,6,0,0,3,0,5,0,1,1,5,4,0,0,15,15,15,0,15,3,55+,0,1,Masters,8,AEC,AEC
C105610,Odyssey,5,0,0,4,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,15,15,0,15,0,1,46-55,0,1,Diploma,6,AHJ,AHS
C105611,Ebony,0,8,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,4,18-24,1,0,Diploma,5,ASC,ASC
C105612,Ebony,0,10,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,3,18-24,1,0,Diploma,6,ASE,ASE
C105613,Ebony,0,9,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,15,0,0,0,1,46-55,1,0,Degree,7,ASE,ASE
C105614,Odyssey,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,36-45,0,0,Masters,5,AFX,AFX
C105615,Cosmos,3,0,1,17,12,3,0,1,13,10,0,0,0,0,1,0,0,0,4,0,15,0,15,15,15,3,36-45,1,0,Degree,6,AEC,AEC
C105616,Odyssey,0,0,0,14,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,15,2,55+,0,0,Degree,8,AMH,AMH
C105617,Centaur,1,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,15,15,0,15,0,1,18-24,0,0,Masters,8,AVO,AVO
C105618,Centaur,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,15,4,36-45,0,0,Degree,6,ACD,ACD
C105619,Cosmos,2,2,0,0,21,0,1,0,0,4,1,0,0,0,6,0,1,0,0,0,15,15,0,0,15,4,55+,1,0,Masters,9,AMS,AMS
C105620,Cosmos,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,18-24,0,1,Diploma,6,AWX,AMR
C105621,Ebony,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,1,25-35,0,0,Masters,7,AHD,AHD
C105622,Odyssey,5,0,0,4,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,15,0,0,15,0,1,55+,1,0,Masters,5,AHS,AGD
C105623,Cosmos,0,0,2,0,8,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,15,0,3,2,25-35,0,0,Masters,6,ACL,AJI
C105624,Centaur,10,0,2,0,0,6,0,1,0,0,1,0,0,0,0,2,0,1,0,0,13,0,15,0,0,4,18-24,0,0,Diploma,7,ACX,AQU
C105625,Odyssey,1,0,0,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,15,0,0,15,15,3,25-35,1,0,Masters,7,AYE,AYE
C105626,Centaur,11,0,0,2,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,15,15,0,15,15,3,55+,1,0,Primary,3,AMZ,AMZ
C105627,Cosmos,0,0,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,0,15,3,25-35,0,0,Masters,7,ANH,ACL
C105628,Ebony,0,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,2,25-35,1,1,Degree,6,ACL,AEC
C105629,Cosmos,0,0,0,0,9,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,15,0,0,0,15,1,55+,1,0,Degree,7,AVV,AJI
C105630,Cosmos,0,0,0,2,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,2,25-35,0,0,Masters,8,AWX,ACL
C105631,Cosmos,0,0,0,0,16,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,1,46-55,1,0,Masters,8,AMR,AMR
C105632,Odyssey,2,0,6,5,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,9,0,12,15,0,2,46-55,1,1,Masters,9,AEC,ACL
C105633,Cosmos,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,46-55,0,0,Masters,6,AMS,AMS
C105634,Tokugawa,1,2,7,0,0,1,1,3,0,0,0,0,1,0,0,0,1,2,0,0,15,15,15,0,0,3,55+,1,0,Masters,8,ANQ,ANQ
C105635,Odyssey,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,1,25-35,0,0,Degree,7,ACD,AHR
C105636,Cosmos,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,1,36-45,1,0,Degree,6,ACL,AHR
C105637,Ebony,1,9,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,15,15,0,0,0,4,18-24,0,1,Degree,8,ASE,ASE
C105638,Cosmos,0,1,0,4,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,6,4,25-35,0,0,Masters,5,AWX,ACL
C105639,Centaur,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,1,18-24,1,0,Primary,1,ARE,ARK
C105640,Cosmos,0,0,0,3,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,3,46-55,1,0,Diploma,8,ASE,ASE
C105641,Centaur,6,0,0,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,15,0,0,7,0,3,25-35,0,0,Degree,0,ATI,AQX
C105642,Tokugawa,0,1,9,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,4,25-35,1,0,Masters,8,AEP,AEP
C105643,Odyssey,2,0,0,7,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,15,0,0,15,0,4,25-35,1,1,Diploma,8,AUJ,AOV
C105644,Tokugawa,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,15,15,0,4,46-55,0,0,Primary,7,AJV,AVG
C105645,Ebony,4,10,0,2,7,4,10,0,2,7,0,0,0,0,0,0,0,0,0,0,6,3,0,15,12,4,18-24,0,0,Degree,3,AWT,AWT
C105646,Ebony,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,3,25-35,1,1,Masters,6,AHD,AHD
C105647,Odyssey,0,0,0,17,5,0,0,0,14,2,0,0,0,0,1,0,0,0,3,0,0,0,0,15,15,3,18-24,1,0,Degree,6,AOV,AOV
C105648,Odyssey,0,1,0,8,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,4,46-55,1,1,Degree,6,AZG,AZG
C105649,Cosmos,2,6,0,0,12,0,0,0,0,1,1,2,0,0,5,0,1,0,0,1,0,11,0,0,9,1,46-55,0,0,Masters,8,ABA,ATV
C105650,Centaur,12,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,25-35,1,0,Masters,7,AHS,AHS
C105651,Tokugawa,0,0,4,8,8,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,15,15,15,5,25-35,1,0,Degree,10,ANQ,AJI
C105652,Odyssey,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,36-45,1,0,Degree,8,ACD,AQX
C105653,Ebony,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,18-24,0,1,Degree,7,ACL,ADV
C105654,Centaur,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,36-45,1,0,Primary,7,AOV,AOV
C105655,Cosmos,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,55+,0,0,Degree,8,AJI,AJI
C105656,Ebony,0,2,0,4,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,15,0,15,15,4,25-35,1,0,Degree,8,ACL,ASF
C105657,Tokugawa,0,1,14,0,0,0,0,9,0,0,0,0,1,0,0,0,1,2,0,0,0,15,15,0,0,4,46-55,0,0,Degree,5,AEC,AZG
C105658,Ebony,7,16,0,18,0,1,1,0,4,0,3,4,0,5,0,0,4,0,1,0,15,15,0,15,0,1,25-35,1,1,Masters,8,AYE,ASE
C105659,Centaur,6,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,3,36-45,1,0,Masters,7,ATI,ATI
C105660,Ebony,5,10,6,0,4,1,4,6,0,1,0,0,0,0,0,4,5,0,0,2,0,0,4,0,0,3,25-35,1,1,Degree,5,AJV,ARK
C105661,Centaur,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,0,0,15,2,55+,0,0,Masters,0,ATI,ATI
C105662,Centaur,14,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,25-35,1,0,Degree,7,AHS,AET
C105663,Centaur,1,0,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,15,0,15,15,0,4,55+,0,0,Primary,8,API,API
C105664,Tokugawa,0,0,6,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,15,15,15,0,3,36-45,1,0,Primary,8,ATU,APH
C105665,Ebony,0,9,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,4,46-55,0,0,Masters,8,ABX,ABX
C105666,Cosmos,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Masters,7,AWX,AWX
C105667,Odyssey,5,0,0,21,0,2,0,0,14,0,0,0,0,2,0,2,0,0,2,0,3,0,0,15,0,3,25-35,1,1,Diploma,7,ARJ,AET
C105668,Centaur,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,46-55,1,0,Degree,8,AOV,AOV
C105669,Ebony,0,7,0,1,5,0,2,0,1,1,0,2,0,0,2,0,1,0,0,0,0,12,0,15,15,4,18-24,0,0,Primary,6,AJI,AJI
C105670,Tokugawa,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,46-55,1,0,Masters,8,ANQ,ACL
C105671,Tokugawa,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,4,55+,1,0,Masters,7,AEC,AEC
C105672,Odyssey,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,3,46-55,1,0,Masters,8,AHR,ACL
C105673,Ebony,0,4,0,2,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,6,0,15,15,4,18-24,1,0,Masters,8,AEC,ABX
C105674,Centaur,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,36-45,1,0,Diploma,6,AJV,ARK
C105675,Tokugawa,0,0,10,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,4,25-35,1,1,Masters,10,AWL,AEC
C105676,Centaur,10,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,36-45,1,0,Primary,7,ACL,AHO
C105677,Cosmos,0,0,0,0,9,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,15,0,0,0,11,3,25-35,1,0,Diploma,8,AJI,AJI
C105678,Ebony,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,4,25-35,0,0,Degree,7,AWY,AWY
C105679,Ebony,1,21,0,0,0,1,17,0,0,0,0,0,0,0,0,0,4,0,0,0,15,15,0,0,0,3,18-24,0,0,Degree,7,ANO,ANO
C105680,Ebony,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,10,0,0,0,1,18-24,1,1,Degree,8,ABX,ABX
