,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
256,M257,2011-11-15,VALID,PRM,Open,Male,Eastern,RENTED,61.0,Three Full Years,4.0,0.0,7.0,2015-03-17,0,0,0,3,0,2011.0,11.0,15.0,2015.0,3.0,17.0, Card II TYPE,748.23,None,0.0,1908.54,137.0,700.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,M258,2014-07-19,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-07-07,0,0,0,3,0,2014.0,7.0,19.0,2016.0,7.0,7.0, Card I TYPE,648.165,None,0.0,2175.95,1172.0,536.4,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,M259,2013-06-29,VALID,PWR,Open,Male,Eastern,RENTED,36.0,Three Full Years,3.0,0.0,4.0,2015-03-08,0,0,0,3,0,2013.0,6.0,29.0,2015.0,3.0,8.0, Card II TYPE,682.29,None,0.0,2132.59,729.0,544.85,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,M260,2013-12-03,VALID,PRM,Open,Female,Northern,RENTED,62.0,Three Full Years,6.0,9.0,22.0,2016-03-10,0,0,1,3,0,2013.0,12.0,3.0,2016.0,3.0,10.0, Card I TYPE,689.64,None,0.0,1782.27,0.0,113.5,604506.0,0,45,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
260,M261,2012-11-03,VALID,PWR,Open,Female,Eastern,RENTED,51.0,Three Full Years,6.0,0.0,21.0,2015-03-11,0,0,0,3,0,2012.0,11.0,3.0,2015.0,3.0,11.0, Card II TYPE,771.015,None,0.0,1583.29,0.0,16.65,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,M262,2012-05-01,VALID,POP,Open,Male,Eastern,RENTED,62.0,Three Full Years,2.0,8.0,2.0,2015-03-27,0,0,1,3,0,2012.0,5.0,1.0,2015.0,3.0,27.0, Card II TYPE,1084.44,None,0.0,1946.8,0.0,190.5,604506.0,0,70,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262,M263,2013-01-04,VALID,PWR,Open,Male,Northern,RENTED,39.0,Three Full Years,5.0,0.0,21.0,2015-03-12,0,0,0,3,0,2013.0,1.0,4.0,2015.0,3.0,12.0, Card I TYPE,770.7,None,0.0,2106.35,0.0,355.6,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,M264,2011-11-29,VALID,KLA,Open,Male,Western,RENTED,61.0,Three Full Years,1.0,5.0,12.0,2015-03-12,0,0,0,3,0,2011.0,11.0,29.0,2015.0,3.0,12.0, Card II TYPE,699.3,None,0.0,1943.48,0.0,620.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,M265,2011-10-21,VALID,PWM,Open,Male,Eastern,RENTED,48.0,Three Full Years,4.0,0.0,22.0,2015-03-12,0,0,0,2,0,2011.0,10.0,21.0,2015.0,3.0,12.0,Paper based/Post,1558.515,None,0.0,2180.15,0.0,380.4,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,M266,2012-01-24,VALID,PWR,Open,Male,Northern,RENTED,68.0,Three Full Years,5.0,0.0,22.0,2015-03-13,0,0,0,3,0,2012.0,1.0,24.0,2015.0,3.0,13.0, Card II TYPE,726.39,None,0.0,2076.97,0.0,12.75,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,M267,2012-09-15,VALID,KLA,Open,Female,Eastern,RENTED,66.0,Three Full Years,6.0,0.0,22.0,2015-03-17,0,0,0,3,0,2012.0,9.0,15.0,2015.0,3.0,17.0,Paper based/Post,1196.16,None,0.0,2088.25,502.0,1674.15,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,M268,2014-12-23,VALID,KLA,Open,Male,Northern,RENTED,59.0,Three Full Years,3.0,0.0,17.0,2016-12-18,0,0,0,3,0,2014.0,12.0,23.0,2016.0,12.0,18.0, Card II TYPE,1303.47,None,0.0,2075.74,0.0,430.95,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,M269,2013-11-16,VALID,PWR,Open,Female,Eastern,RENTED,64.0,Three Full Years,5.0,14.0,17.0,2016-03-16,0,0,0,3,0,2013.0,11.0,16.0,2016.0,3.0,16.0, Card II TYPE,755.265,None,0.0,1861.62,0.0,142.6,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,M270,2012-05-19,VALID,PWP,Open,Male,Northern,RENTED,57.0,Three Full Years,3.0,0.0,7.0,2015-03-24,0,0,0,3,0,2012.0,5.0,19.0,2015.0,3.0,24.0, Card II TYPE,662.97,None,0.0,2181.18,164.0,356.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,M271,2013-12-04,VALID,PWR,Open,Male,Eastern,RENTED,55.0,Three Full Years,7.0,6.0,17.0,2016-03-17,0,0,0,3,0,2013.0,12.0,4.0,2016.0,3.0,17.0, Card I TYPE,638.19,None,0.0,1254.83,0.0,5.8,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,M272,2012-06-21,VALID,PWR,Open,Female,Northern,RENTED,33.0,Three Full Years,3.0,0.0,22.0,2015-03-17,0,0,2,3,0,2012.0,6.0,21.0,2015.0,3.0,17.0, Card II TYPE,804.405,None,0.0,1981.36,0.0,76.35,604506.0,0,61,3,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
272,M273,2013-11-26,VALID,CNN,Open,Female,Eastern,RENTED,66.0,Three Full Years,3.0,0.0,17.0,2016-03-18,0,0,0,3,0,2013.0,11.0,26.0,2016.0,3.0,18.0, Card II TYPE,636.09,None,0.0,2166.29,0.0,73.75,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,M274,2014-12-31,VALID,PPL,Open,Male,Western,RENTED,38.0,Three Full Years,13.0,5.0,12.0,2016-12-17,0,0,1,3,0,2014.0,12.0,31.0,2016.0,12.0,17.0, Card II TYPE,541.695,None,0.0,1812.29,195.0,388.15,604506.0,0,28,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
274,M275,2014-04-04,VALID,PPL,Open,Male,Eastern,BOUGHT,61.0,Three Full Years,6.0,0.0,12.0,2015-04-04,0,0,0,3,0,2014.0,4.0,4.0,2015.0,4.0,4.0, Card II TYPE,419.475,None,0.0,1968.94,0.0,135.2,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,M276,2012-05-22,VALID,PWR,Open,Female,Western,RENTED,67.0,Three Full Years,6.0,0.0,21.0,2015-03-23,0,0,0,3,0,2012.0,5.0,22.0,2015.0,3.0,23.0, Card II TYPE,771.645,None,0.0,2176.89,0.0,139.1,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,M277,2011-10-13,VALID,POP,Open,Female,Eastern,RENTED,44.0,Three Full Years,6.0,20.0,17.0,2015-03-23,0,0,0,3,0,2011.0,10.0,13.0,2015.0,3.0,23.0, Card II TYPE,1084.86,None,0.0,2081.46,0.0,268.6,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,M278,2013-06-19,VALID,PPL,Open,Male,Northern,RENTED,64.0,Three Full Years,8.0,14.0,22.0,2015-06-06,0,0,0,3,0,2013.0,6.0,19.0,2015.0,6.0,6.0, Card II TYPE,783.51,None,0.0,1707.97,0.0,0.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,M279,2014-04-03,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-07-19,0,0,11,2,2,2014.0,4.0,3.0,2016.0,7.0,19.0, Card II TYPE,645.645,2015-03-17 00:00:00,380.4,1869.99,331.0,207.6,604506.0,0,56,3,6,5,3,3,4,4,2,1,0,0,0,0,1,1,2,0,2,0,0,0
279,M280,2013-08-15,VALID,PRR,Open,Female,Eastern,RENTED,73.0,Three Full Years,7.0,20.0,22.0,2015-07-17,0,0,0,3,0,2013.0,8.0,15.0,2015.0,7.0,17.0, Card I TYPE,333.165,None,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,M281,2013-08-14,VALID,PWR,Open,Female,Eastern,RENTED,28.0,Three Full Years,3.0,0.0,12.0,2015-07-24,0,0,0,3,0,2013.0,8.0,14.0,2015.0,7.0,24.0, Card II TYPE,802.095,None,0.0,1804.49,0.0,192.7,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,M282,2013-05-07,VALID,PWM,Open,Male,Eastern,RENTED,45.0,Three Full Years,5.0,0.0,12.0,2015-05-04,0,0,0,3,0,2013.0,5.0,7.0,2015.0,5.0,4.0, Card II TYPE,1485.225,None,0.0,1816.55,193.0,633.5,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,M283,2013-09-14,VALID,PWR,Open,Male,Eastern,BOUGHT,42.0,Three Full Years,6.0,6.0,21.0,2015-08-31,0,0,0,2,0,2013.0,9.0,14.0,2015.0,8.0,31.0, Card II TYPE,633.78,None,0.0,2057.07,2.0,333.8,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,M284,2013-06-14,VALID,PWM,Open,Male,Northern,RENTED,47.0,Three Full Years,3.0,0.0,7.0,2015-05-23,0,0,0,3,0,2013.0,6.0,14.0,2015.0,5.0,23.0, Card II TYPE,1759.8,None,0.0,2092.72,0.0,778.2,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,M285,2013-10-22,VALID,PWR,Open,Male,Eastern,RENTED,69.0,Three Full Years,7.0,14.0,22.0,2016-04-03,0,0,0,3,0,2013.0,10.0,22.0,2016.0,4.0,3.0, Card II TYPE,643.23,None,0.0,1839.71,0.0,82.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,M286,2014-03-11,VALID,CHC,Open,Female,Eastern,RENTED,64.0,Three Full Years,4.0,14.0,22.0,2016-03-31,0,0,1,2,0,2014.0,3.0,11.0,2016.0,3.0,31.0, Card II TYPE,613.515,None,0.0,1562.58,0.0,14.25,604506.0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
286,M287,2013-10-18,VALID,POP,Open,Female,Eastern,RENTED,70.0,Three Full Years,4.0,5.0,17.0,2016-04-05,0,0,1,3,0,2013.0,10.0,18.0,2016.0,4.0,5.0, Card I TYPE,1031.94,None,0.0,1796.85,0.0,66.85,604506.0,0,10,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
287,M288,2013-02-02,VALID,PWR,Open,Male,Eastern,RENTED,48.0,Three Full Years,4.0,0.0,22.0,2015-04-01,0,0,0,2,1,2013.0,2.0,2.0,2015.0,4.0,1.0, Card II TYPE,646.695,2015-03-11 00:00:00,515.9,1661.99,0.0,65.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,M289,2013-06-21,VALID,PWR,Open,Female,Eastern,RENTED,38.0,Three Full Years,4.0,9.0,22.0,2015-05-31,0,0,0,2,0,2013.0,6.0,21.0,2015.0,5.0,31.0, Card II TYPE,718.515,None,0.0,2090.63,653.0,449.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,M290,2012-07-26,VALID,PWM,Open,Female,Eastern,RENTED,49.0,Three Full Years,3.0,0.0,12.0,2015-04-01,0,0,0,2,0,2012.0,7.0,26.0,2015.0,4.0,1.0, Card II TYPE,1294.86,None,0.0,2181.95,0.0,80.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,M291,2013-10-24,VALID,CNN,Open,Female,Eastern,RENTED,60.0,Three Full Years,3.0,20.0,22.0,2016-03-06,0,0,1,3,0,2013.0,10.0,24.0,2016.0,3.0,6.0, Card II TYPE,568.575,None,0.0,1826.18,0.0,129.45,604506.0,0,88,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
291,M292,2011-11-30,INVALID,PWP,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,7.0,2015-03-10,0,0,0,3,0,2011.0,11.0,30.0,2015.0,3.0,10.0, Card II TYPE,772.695,None,0.0,1781.18,0.0,184.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,M293,2013-11-21,VALID,PWR,Open,Male,Western,RENTED,50.0,Three Full Years,1.0,14.0,22.0,2016-04-02,0,0,0,2,0,2013.0,11.0,21.0,2016.0,4.0,2.0, Card II TYPE,646.275,None,0.0,1831.08,0.0,86.95,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,M294,2012-10-23,VALID,PWR,Open,Female,Northern,RENTED,,Three Full Years,6.0,0.0,7.0,2016-04-02,0,0,0,2,0,2012.0,10.0,23.0,2016.0,4.0,2.0, Card II TYPE,804.405,None,0.0,2089.54,313.0,441.05,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,M295,2015-02-11,VALID,PPL,Open,Male,Northern,RENTED,56.0,Three Full Years,3.0,20.0,22.0,2017-02-06,0,0,4,3,0,2015.0,2.0,11.0,2017.0,2.0,6.0, Card I TYPE,648.165,None,0.0,548.35,0.0,52.7,403005.0,0,53,2,1,3,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
295,M296,2012-11-04,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-08,0,0,0,3,0,2012.0,11.0,4.0,2015.0,3.0,8.0, Card II TYPE,804.405,None,0.0,1560.52,0.0,117.65,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,M297,2014-08-19,VALID,PRM,Open,Male,Northern,RENTED,64.0,Three Full Years,6.0,0.0,22.0,2016-08-02,0,0,0,2,0,2014.0,8.0,19.0,2016.0,8.0,2.0, Card II TYPE,563.64,None,0.0,1939.7,30.0,206.95,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,M298,2012-08-09,VALID,PWM,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-08,0,0,0,3,0,2012.0,8.0,9.0,2015.0,3.0,8.0, Card II TYPE,1169.385,None,0.0,2071.32,0.0,26.05,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,M299,2013-08-09,VALID,PRR,Open,Female,Eastern,RENTED,27.0,Three Full Years,3.0,0.0,7.0,2016-03-21,0,0,0,2,1,2013.0,8.0,9.0,2016.0,3.0,21.0,Paper based/Post,6.825,2015-01-03 00:00:00,549.8,2069.66,1189.0,1194.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,M300,2012-08-28,VALID,KLA,Open,Female,Northern,RENTED,35.0,Three Full Years,5.0,0.0,7.0,2015-04-04,0,0,0,3,0,2012.0,8.0,28.0,2015.0,4.0,4.0, Card II TYPE,796.425,None,0.0,2071.8,398.0,1306.15,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,M301,2013-04-14,VALID,PWR,Open,Female,Northern,RENTED,63.0,Three Full Years,3.0,9.0,17.0,2015-04-07,0,0,0,3,0,2013.0,4.0,14.0,2015.0,4.0,7.0, Card II TYPE,804.405,None,0.0,1761.15,0.0,200.55,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,M302,2013-11-15,VALID,PPL,Open,Female,Eastern,RENTED,69.0,Three Full Years,6.0,0.0,22.0,2016-03-11,0,0,7,3,1,2013.0,11.0,15.0,2016.0,3.0,11.0, Card II TYPE,718.515,2015-02-25 00:00:00,584.3,1839.61,0.0,20.95,604506.0,0,51,3,6,1,0,4,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0
302,M303,2013-10-17,VALID,PWR,Open,Male,Eastern,RENTED,45.0,Three Full Years,6.0,0.0,22.0,2016-03-07,0,0,0,3,0,2013.0,10.0,17.0,2016.0,3.0,7.0, Card II TYPE,734.79,None,0.0,2069.05,260.0,364.1,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,M304,2011-10-17,VALID,POP,Open,Female,Eastern,RENTED,50.0,Three Full Years,4.0,0.0,22.0,2015-03-09,0,0,0,3,0,2011.0,10.0,17.0,2015.0,3.0,9.0, Card I TYPE,1150.905,None,0.0,2184.49,0.0,347.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,M305,2012-01-25,VALID,PWR,Open,Male,Eastern,RENTED,53.0,Three Full Years,6.0,0.0,7.0,2015-03-10,0,0,0,3,0,2012.0,1.0,25.0,2015.0,3.0,10.0, Card II TYPE,643.965,None,0.0,1797.06,0.0,98.5,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,M306,2013-12-22,VALID,PRR,Open,Female,Eastern,RENTED,47.0,Three Full Years,3.0,0.0,17.0,2016-03-14,0,0,0,3,0,2013.0,12.0,22.0,2016.0,3.0,14.0, Card I TYPE,1420.86,None,0.0,2038.41,799.0,649.45,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,M307,2013-10-18,VALID,PWR,Open,Female,Eastern,RENTED,67.0,Three Full Years,4.0,14.0,17.0,2016-03-16,0,0,1,3,0,2013.0,10.0,18.0,2016.0,3.0,16.0, Card II TYPE,775.32,None,0.0,1735.88,0.0,34.25,604506.0,0,13,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
307,M308,2012-11-07,VALID,PRM,Open,Male,Northern,RENTED,42.0,Three Full Years,5.0,0.0,7.0,2015-03-09,0,0,0,3,0,2012.0,11.0,7.0,2015.0,3.0,9.0, Card II TYPE,918.12,None,0.0,2089.42,822.0,365.7,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,M309,2011-11-03,VALID,PWM,Open,Male,Western,RENTED,40.0,Three Full Years,4.0,6.0,7.0,2015-03-23,0,0,0,3,0,2011.0,11.0,3.0,2015.0,3.0,23.0, Card II TYPE,1603.14,None,0.0,2094.0,0.0,433.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,M310,2011-11-23,VALID,PPL,Open,Male,Western,RENTED,46.0,Three Full Years,8.0,5.0,17.0,2015-03-17,0,0,1,3,0,2011.0,11.0,23.0,2015.0,3.0,17.0, Card II TYPE,751.695,None,0.0,2078.15,0.0,180.85,604506.0,0,26,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
310,M311,2012-09-28,VALID,PRR,Open,Male,Eastern,RENTED,52.0,Three Full Years,6.0,0.0,12.0,2015-03-27,0,0,0,3,0,2012.0,9.0,28.0,2015.0,3.0,27.0, Card II TYPE,1085.7,None,0.0,2007.58,337.0,482.1,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,M312,2015-03-17,VALID,PPL,Open,Female,Western,BOUGHT,51.0,Three Full Years,2.0,0.0,7.0,2017-02-21,0,0,0,3,0,2015.0,3.0,17.0,2017.0,2.0,21.0, Card II TYPE,597.87,None,0.0,293.23,0.0,0.9,201503.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,M313,2014-03-21,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-15,0,0,2,3,0,2014.0,3.0,21.0,2016.0,3.0,15.0, Card II TYPE,721.035,None,0.0,1644.46,0.0,104.7,604506.0,0,60,3,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
313,M314,2015-03-19,VALID,PPL,Open,Female,Northern,RENTED,30.0,Three Full Years,4.0,0.0,7.0,2017-03-16,0,0,0,3,1,2015.0,3.0,19.0,2017.0,3.0,16.0, Card II TYPE,862.68,2015-01-14 00:00:00,721.6,341.8,0.0,72.5,201503.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,M315,2014-03-31,VALID,PRM,Open,Male,Eastern,RENTED,44.0,Three Full Years,3.0,9.0,21.0,2016-03-17,0,0,0,3,0,2014.0,3.0,31.0,2016.0,3.0,17.0, Card II TYPE,643.23,None,0.0,1894.8,0.0,41.35,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,M316,2013-10-27,VALID,CNN,Open,Male,Eastern,BOUGHT,49.0,Three Full Years,6.0,10.0,17.0,2016-03-22,0,0,0,3,0,2013.0,10.0,27.0,2016.0,3.0,22.0, Card II TYPE,524.895,None,0.0,1955.97,0.0,40.15,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,M317,2013-11-08,VALID,PWR,Open,Male,Eastern,RENTED,36.0,Three Full Years,4.0,0.0,7.0,2016-03-15,0,0,1,3,0,2013.0,11.0,8.0,2016.0,3.0,15.0, Card II TYPE,771.015,None,0.0,1967.61,0.0,271.7,604506.0,0,22,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,M318,2012-08-14,VALID,PWR,Open,Female,Eastern,RENTED,40.0,Three Full Years,9.0,0.0,21.0,2015-03-15,0,0,0,3,0,2012.0,8.0,14.0,2015.0,3.0,15.0, Card I TYPE,643.23,None,0.0,2168.28,0.0,255.45,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,M319,2013-11-05,INVALID,PWR,Open,Male,Eastern,RENTED,60.0,Three Full Years,5.0,0.0,17.0,2016-03-15,0,0,0,3,0,2013.0,11.0,5.0,2016.0,3.0,15.0, Card II TYPE,645.54,None,0.0,1878.84,0.0,132.75,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,M320,2011-10-03,VALID,POP,Open,Male,Eastern,RENTED,55.0,Three Full Years,4.0,0.0,7.0,2015-04-03,0,0,0,3,0,2011.0,10.0,3.0,2015.0,4.0,3.0, Card II TYPE,1164.345,None,0.0,2181.96,0.0,128.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,M321,2012-01-14,VALID,PWR,Open,Male,Eastern,RENTED,62.0,Three Full Years,5.0,5.0,22.0,2015-04-03,0,0,0,3,0,2012.0,1.0,14.0,2015.0,4.0,3.0, Card II TYPE,638.19,None,0.0,1912.41,0.0,95.1,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,M322,2011-12-31,VALID,PWP,Open,Female,Northern,RENTED,46.0,Three Full Years,6.0,5.0,22.0,2015-03-24,0,0,0,3,0,2011.0,12.0,31.0,2015.0,3.0,24.0, Card II TYPE,636.3,None,0.0,2019.71,0.0,257.9,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,M323,2012-06-09,VALID,CNN,Open,Male,Western,RENTED,53.0,Three Full Years,5.0,0.0,12.0,2015-03-17,0,0,6,3,1,2012.0,6.0,9.0,2015.0,3.0,17.0, Card II TYPE,730.065,2015-01-15 00:00:00,595.3,1911.94,51.0,203.6,604506.0,0,41,3,5,1,1,0,5,5,0,3,0,0,0,0,2,0,0,0,0,1,0,0
323,M324,2013-07-05,VALID,PWR,Open,Female,Eastern,RENTED,49.0,Three Full Years,5.0,10.0,22.0,2015-06-17,0,0,0,3,0,2013.0,7.0,5.0,2015.0,6.0,17.0, Card II TYPE,636.09,None,0.0,1823.42,0.0,207.65,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,M325,2012-06-23,VALID,PWR,Open,Male,Western,BOUGHT,,Three Full Years,6.0,0.0,7.0,2015-04-04,0,0,2,3,0,2012.0,6.0,23.0,2015.0,4.0,4.0, Card II TYPE,524.895,None,0.0,1586.18,0.0,148.3,604506.0,0,58,3,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
325,M326,2012-07-20,VALID,PWR,Open,Female,Northern,RENTED,42.0,Three Full Years,3.0,0.0,12.0,2015-03-21,0,0,0,3,0,2012.0,7.0,20.0,2015.0,3.0,21.0, Card II TYPE,878.01,None,0.0,1611.8,0.0,0.2,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,M327,2014-04-27,INVALID,PRM,Open,Male,Eastern,RENTED,56.0,Three Full Years,5.0,0.0,21.0,2016-04-22,0,0,0,3,0,2014.0,4.0,27.0,2016.0,4.0,22.0, Card II TYPE,767.76,None,0.0,1819.81,0.0,359.45,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,M328,2014-03-26,INVALID,CHC,Open,Male,Northern,RENTED,77.0,Three Full Years,6.0,10.0,22.0,2016-03-18,0,0,0,3,0,2014.0,3.0,26.0,2016.0,3.0,18.0, Card II TYPE,642.6,None,0.0,1653.42,0.0,18.25,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,M329,2012-06-10,VALID,PWR,Open,Male,Northern,RENTED,68.0,Three Full Years,6.0,5.0,17.0,2015-03-17,0,0,0,3,0,2012.0,6.0,10.0,2015.0,3.0,17.0, Card II TYPE,648.69,None,0.0,1892.04,0.0,235.9,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,M330,2014-09-24,VALID,PMM,Open,Male,Eastern,BOUGHT,54.0,Three Full Years,8.0,5.0,22.0,2016-08-25,0,0,0,0,0,2014.0,9.0,24.0,2016.0,8.0,25.0,None,0.0,None,0.0,2063.65,0.0,108.45,604506.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
