Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport.ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems.EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
VALID,ESS,Open,Female,Eastern,RENTED,60,Three Full Years,5,2,17,0,2,2,1,2012,1,11,2015,4,3,Paper based/Post,488.04,364.8,1744.92,0,22.4,0,63,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,-3
VALID,POP,Open,Male,Eastern,RENTED,43,Three Full Years,3,0,21,0,0,3,0,2012,1,10,2015,3,10, Card II TYPE,1084.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,20
VALID,KLA,Open,Male,Western,RENTED,39,Three Full Years,1,13,17,0,1,3,0,2012,1,12,2015,3,12, Card II TYPE,1152.69,0,1913.07,0,557.45,0,83,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1173,18
VALID,PRR,Open,Male,Northern,RENTED,53.2,Three Full Years,3,0,7,0,0,2,0,2012,1,15,2015,3,30, Card II TYPE,2964.15,0,221.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0
VALID,PWR,Open,Female,Eastern,RENTED,42,Three Full Years,6,9,21,0,0,3,0,2012,1,24,2015,3,24, Card II TYPE,876.645,0,1826.19,719,437.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,6
VALID,PWR,Open,Male,Western,RENTED,64,Three Full Years,5,0,22,0,1,3,0,2012,1,18,2015,3,7, Card II TYPE,822.36,0,2141.37,0,211.85,0,66,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1167,23
VALID,PWR,Open,Male,Northern,BOUGHT,73,Three Full Years,6,6,17,0,0,3,0,2012,1,12,2015,3,12, Card II TYPE,764.19,0,1780.73,0,78.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,18
VALID,PWR,Open,Male,Eastern,RENTED,38,Three Full Years,4,0,21,0,0,3,0,2012,1,12,2015,3,12, Card II TYPE,874.86,0,2023.34,0,235.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,18
VALID,CNN,Open,Male,Northern,RENTED,30,Three Full Years,4,0,7,0,0,3,0,2012,1,15,2015,3,15,Paper based/Post,0.525,0,1907.93,299,204.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,15
VALID,PWR,Open,Male,Eastern,RENTED,39,Three Full Years,4,13,17,0,1,3,0,2012,1,12,2015,3,12, Card II TYPE,741.09,0,2087.61,149,447.35,0,38,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1173,18
VALID,MXX,Open,Male,Northern,RENTED,42,Three Full Years,4,0,12,0,0,3,0,2012,1,18,2015,3,18, Card II TYPE,1088.64,0,1794.95,5,560,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PWM,Open,Male,Eastern,RENTED,48,Three Full Years,5,14,22,0,2,3,0,2012,1,16,2015,3,16, Card II TYPE,1391.145,0,2077.25,0,697.9,0,40,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1169,14
VALID,PRM,Open,Female,Western,RENTED,28,Three Full Years,5,0,7,0,0,3,0,2012,1,18,2015,3,18, Card II TYPE,824.67,0,2185.27,841,476.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PRR,Open,Male,Eastern,RENTED,33,Three Full Years,5,5,17,0,1,1,1,2012,1,13,2015,3,13,Paper based/Post,225.855,259,0,0,0,0,41,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1172,17
INVALID,PWR,Open,Male,Eastern,RENTED,53,Three Full Years,5,5,22,0,0,3,0,2012,1,23,2015,3,23, Card II TYPE,794.64,0,2175.6,0,67.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,7
VALID,PWR,Open,Female,Eastern,RENTED,66,Three Full Years,5,19,21,0,0,3,0,2012,1,18,2015,3,18, Card II TYPE,874.44,0,2037.44,0,284.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PRP,Open,Female,Eastern,RENTED,53,Three Full Years,1,0,7,0,1,3,0,2012,1,15,2015,3,14, Card II TYPE,1107.645,0,1725.71,0,173.05,0,54,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1170,16
VALID,CNN,Open,Female,Eastern,RENTED,31,Three Full Years,2,0,12,0,1,3,1,2012,1,16,2015,3,16, Card II TYPE,629.79,499.8,2129.28,365,190.1,0,12,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1169,14
VALID,PWR,Open,Female,Eastern,RENTED,45,Three Full Years,4,0,21,0,0,3,0,2012,1,21,2015,3,21, Card II TYPE,885.15,0,1888.21,0,75.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,9
VALID,PWM,Open,Male,Eastern,RENTED,71,Three Full Years,4,0,17,0,0,3,0,2012,1,18,2015,3,30, Card II TYPE,1339.17,0,1769.57,0,378.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,0
INVALID,PWR,Open,Male,Eastern,RENTED,56,Three Full Years,6,6,17,0,0,3,0,2012,1,20,2015,3,20, Card II TYPE,922.425,0,1811.8,0,50.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,10
VALID,PWR,Open,Male,Northern,RENTED,70,Three Full Years,3,14,7,0,0,2,1,2012,1,18,2015,3,18, Card II TYPE,937.44,792.8,1689.38,0,25.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PWR,Open,Male,Western,RENTED,60,Three Full Years,4,0,22,0,0,3,0,2012,1,14,2015,3,14,Paper based/Post,594.195,0,1941.24,0,80.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,16
VALID,PRR,Open,Female,Eastern,BOUGHT,30,Three Full Years,5,0,22,0,0,3,0,2014,6,25,2016,6,25, Card II TYPE,419.895,0,1999.9,402,554.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
VALID,PWR,Open,Male,Eastern,BOUGHT,52,Three Full Years,3,0,22,0,0,3,0,2012,1,28,2015,3,28, Card II TYPE,673.995,0,614.36,0,67.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,2
VALID,PRP,Open,Male,Northern,RENTED,28,Three Full Years,3,0,7,0,0,3,0,2012,1,27,2015,3,27, Card II TYPE,874.125,0,1929.52,30,339.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,3
VALID,PRR,Open,Male,Eastern,RENTED,53,Three Full Years,5,0,17,0,0,3,0,2012,1,20,2015,3,20, Card II TYPE,644.385,0,2183.93,883,510.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,10
VALID,POP,Open,Male,Northern,RENTED,58,Three Full Years,6,0,12,0,0,3,0,2012,1,18,2015,3,18, Card II TYPE,1133.16,0,2021.23,0,159.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PWR,Open,Male,Northern,RENTED,43,Three Full Years,2,0,7,0,0,3,0,2012,1,17,2015,3,17, Card II TYPE,753.9,0,2089.96,0,235.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,13
VALID,POP,Open,Female,Eastern,BOUGHT,39,Three Full Years,4,0,21,1,0,3,0,2012,1,23,2015,3,23, Card II TYPE,965.37,0,1989.08,0,253.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,7
VALID,PWM,Open,Male,Northern,BOUGHT,50,Three Full Years,7,6,21,0,1,3,0,2012,1,23,2015,3,23, Card II TYPE,1070.37,0,2174.33,0,153.4,0,23,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1162,7
VALID,PWR,Open,Female,Northern,RENTED,57,Three Full Years,5,6,22,0,0,3,0,2012,1,19,2015,3,19, Card II TYPE,753.585,0,2175.52,0,163.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,11
VALID,ESS,Open,Female,Eastern,RENTED,46,Three Full Years,4,0,17,0,0,3,0,2012,1,26,2015,3,26, Card II TYPE,485.73,0,1838.26,0,124.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,4
VALID,PPL,Open,Male,Eastern,RENTED,22,Three Full Years,4,0,7,0,1,3,0,2012,1,20,2015,3,20, Card II TYPE,513.765,0,1962.61,88,159.15,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,10
VALID,PWR,Open,Female,Eastern,RENTED,62,Three Full Years,3,0,21,0,0,3,0,2012,1,26,2015,3,26, Card I TYPE,794.64,0,1976.21,0,117.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,4
VALID,PRM,Open,Male,Eastern,RENTED,63,Three Full Years,5,14,22,0,0,3,0,2012,1,19,2015,3,19, Card II TYPE,749.385,0,1893.14,0,156.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,11
VALID,PRM,Open,Male,Northern,RENTED,38,Three Full Years,4,0,21,0,1,3,0,2012,1,27,2015,3,27, Card II TYPE,775.74,0,2090.6,207,417.85,0,56,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1158,3
VALID,PRP,Open,Female,Eastern,RENTED,46,Three Full Years,7,6,17,0,0,3,1,2012,1,27,2015,3,27, Card I TYPE,1086.015,934.3,2178.47,585,628.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,3
VALID,PWR,Open,Male,Northern,BOUGHT,64.725,Three Full Years,5,14,22,0,0,2,0,2012,1,23,2015,3,31, Card II TYPE,709.485,0,1756.91,0,73,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,-1
VALID,PWR,Open,Male,Northern,RENTED,46,Three Full Years,6,6,21,0,0,3,0,2012,1,25,2015,3,25, Card II TYPE,748.545,0,1850.28,0,137.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,5
VALID,PRM,Open,Male,Western,RENTED,49,Three Full Years,4,0,4,0,0,3,0,2012,1,27,2015,3,27, Card I TYPE,751.695,0,1937.98,0,159.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,3
VALID,PWR,Open,Female,Northern,BOUGHT,50,Three Full Years,5,6,21,0,2,3,0,2012,1,26,2015,3,26, Card II TYPE,766.71,0,1418.65,0,145.7,0,4,3,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1159,4
VALID,PRP,Open,Female,Eastern,BOUGHT,38.8,Three Full Years,3,0,7,0,1,3,0,2012,1,25,2015,3,25, Card II TYPE,971.985,0,2003.88,57,333.45,0,11,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,5
VALID,PRR,Open,Female,Eastern,RENTED,40,Three Full Years,6,0,21,0,1,3,0,2012,1,28,2015,3,28,Paper based/Post,958.23,0,2016.42,557,503.75,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,2
VALID,PWR,Open,Female,Northern,RENTED,56,Three Full Years,6,5,22,0,0,3,0,2012,1,27,2015,3,27, Card II TYPE,754.215,0,2063.95,0,21.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,3
VALID,PWR,Open,Male,Northern,BOUGHT,76,Three Full Years,6,0,22,0,0,3,0,2012,1,27,2015,3,27, Card I TYPE,739.2,0,1779.97,0,41.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,3
VALID,POP,Open,Female,Northern,RENTED,37,Three Full Years,6,5,12,0,1,2,0,2012,2,1,2015,4,1, Card II TYPE,753.27,0,2009.46,32,373.6,0,38,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1154,-1
VALID,PWR,Open,Female,Eastern,RENTED,49.4,Three Full Years,7,6,12,0,0,2,0,2012,1,31,2015,3,31, Card I TYPE,748.23,0,1875.7,0,242.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-1
VALID,PWR,Open,Female,Eastern,RENTED,57,Three Full Years,7,0,17,0,0,3,0,2012,1,31,2016,3,31,Paper based/Post,770.385,0,1992.05,311,251.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-366
VALID,PWR,Open,Male,Northern,RENTED,60,Three Full Years,3,0,17,0,0,3,0,2012,1,27,2015,3,27, Card II TYPE,752.85,0,1647.51,0,88.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,3
VALID,POP,Open,Male,Northern,RENTED,60,Three Full Years,5,14,21,0,0,3,0,2012,1,30,2016,3,30, Card II TYPE,884.835,0,1961.34,0,245.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,-365
VALID,PWR,Open,Female,Eastern,RENTED,25,Three Full Years,3,0,12,0,0,2,0,2012,1,31,2015,3,31, Card II TYPE,750.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-1
VALID,PWR,Open,Male,Eastern,RENTED,57,Three Full Years,1,0,22,1,0,3,0,2012,1,28,2015,3,28, Card II TYPE,787.185,0,1904.1,0,169.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,2
VALID,PWR,Open,Female,Northern,RENTED,53,Three Full Years,4,10,17,0,0,3,0,2012,1,30,2015,3,30, Card II TYPE,441.315,0,2017.4,0,233.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0
VALID,PPL,Open,Male,Eastern,RENTED,61,Three Full Years,1,0,22,0,0,3,0,2012,1,30,2015,3,30, Card II TYPE,486.465,0,2050.17,0,213.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0
VALID,PRR,Open,Male,Northern,RENTED,62,Three Full Years,5,0,22,0,2,3,0,2012,1,30,2015,3,30, Card II TYPE,1145.445,0,1463.55,820,528.5,0,45,3,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1155,0
VALID,CNN,Open,Male,Western,RENTED,50,Three Full Years,3,6,22,0,0,3,0,2012,2,7,2015,3,7, Card II TYPE,646.695,0,1757,629,255.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,23
VALID,PWR,Open,Female,Northern,RENTED,58,Three Full Years,5,2,22,0,0,2,0,2012,1,30,2015,3,30, Card II TYPE,772.695,0,1782.25,0,60.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0
VALID,PRP,Open,Female,Eastern,RENTED,51,Three Full Years,5,0,7,0,0,3,0,2012,2,17,2015,3,17, Card II TYPE,1096.935,0,1888.5,448,337.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,13
VALID,PWM,Open,Male,Eastern,RENTED,67,Three Full Years,9,0,12,0,1,3,0,2012,2,22,2015,3,22, Card II TYPE,1305.15,0,1742.08,0,31.5,0,42,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,8
VALID,PWR,Open,Female,Northern,RENTED,32,Three Full Years,6,0,21,1,0,2,0,2012,2,1,2015,4,1, Card II TYPE,876.015,0,1830.9,0,10.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-1
VALID,PRM,Open,Female,Eastern,BOUGHT,41,Three Full Years,4,0,12,0,0,2,0,2012,1,31,2015,3,31, Card II TYPE,629.895,0,1873.33,41,253.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-1
VALID,PWM,Open,Male,Northern,RENTED,60,Three Full Years,5,0,21,0,0,2,0,2012,2,1,2015,4,1, Card II TYPE,1315.965,0,1731.18,0,434.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-1
VALID,PRM,Open,Male,Western,RENTED,57.72,Three Full Years,3,10,22,0,0,3,0,2012,2,4,2015,3,7, Card II TYPE,824.25,0,2171.34,0,191.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,23
VALID,KLA,Open,Male,Northern,RENTED,44,Three Full Years,5,0,12,0,2,2,1,2012,2,2,2015,4,2, Card II TYPE,951.3,839.4,1907.88,660,779.35,0,9,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1153,-2
VALID,POP,Open,Male,Western,RENTED,55.01428571,Three Full Years,2,5,12,0,0,2,0,2012,2,1,2015,4,1, Card II TYPE,961.17,0,2174.7,3,493.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-1
VALID,POP,Open,Male,Western,RENTED,52.63428571,Three Full Years,9,0,17,0,0,2,0,2012,2,1,2016,4,1,Paper based/Post,985.215,0,1809.34,0,141.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,-366
VALID,PRR,Closed,Male,Northern,RENTED,51,Three Full Years,4,9,4,0,0,3,0,2012,2,4,2015,4,1, Card II TYPE,122.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,-1
VALID,PWM,Open,Male,Northern,RENTED,44.56,Three Full Years,6,0,12,0,0,3,0,2012,2,7,2015,3,7,Paper based/Post,1268.4,0,1442.15,0,74.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,23
VALID,MXX,Open,Male,Northern,RENTED,37,Three Full Years,4,0,12,0,2,3,3,2012,2,10,2015,3,10, Card II TYPE,1372.98,1306,2144.98,150,397.85,0,41,3,1,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1145,20
VALID,PPL,Open,Female,Northern,RENTED,39,Three Full Years,9,0,17,0,0,3,0,2012,2,4,2015,3,27, Card I TYPE,749.7,0,2090.3,169,184.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,3
VALID,PRM,Open,Female,Eastern,RENTED,51.2,Three Full Years,6,0,22,0,0,3,0,2012,2,4,2016,4,5, Card II TYPE,643.23,0,1710.23,0,3.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,-370
VALID,PWR,Open,Male,Eastern,RENTED,60,Three Full Years,3,5,22,0,0,3,0,2012,2,7,2015,3,7,Paper based/Post,804.195,0,2075.02,0,150.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,23
VALID,PWR,Open,Male,Eastern,BOUGHT,30,Three Full Years,3,0,12,0,0,3,0,2012,2,9,2015,3,9, Card II TYPE,629.895,0,2157.08,0,308.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,21
VALID,PWR,Open,Female,Northern,RENTED,48,Three Full Years,4,0,17,0,1,3,0,2012,2,7,2015,3,7, Card II TYPE,782.25,0,1925.39,216,329.55,0,51,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1148,23
VALID,PPL,Open,Male,Northern,RENTED,52.88,Three Full Years,6,5,17,0,5,3,2,2012,2,7,2015,3,7, Card II TYPE,282.24,910.6,2181.31,223,264.65,0,53,3,4,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1148,23
VALID,PWR,Open,Male,Eastern,BOUGHT,81,Three Full Years,2,0,17,0,1,3,0,2012,11,13,2015,3,9, Card II TYPE,808.29,0,2001.46,337,311.8,0,54,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,872,21
VALID,PWR,Open,Male,Northern,BOUGHT,51,Three Full Years,6,0,22,0,0,3,0,2012,2,9,2015,3,9, Card II TYPE,660.24,0,2179.59,0,250.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,21
VALID,PWR,Open,Male,Eastern,BOUGHT,50,Three Full Years,7,0,22,0,0,3,0,2012,2,11,2015,3,11, Card II TYPE,629.895,0,1804.67,0,128.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,19
VALID,CHC,Open,Female,Northern,RENTED,50,Three Full Years,3,0,22,0,1,3,0,2012,2,10,2016,3,10, Card II TYPE,816.585,0,1662.78,127,59.15,0,75,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1145,-345
VALID,PPL,Open,Male,Eastern,RENTED,51,Three Full Years,5,5,22,0,0,3,0,2012,2,9,2015,3,9, Card II TYPE,876.015,0,1945.57,224,346.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,21
VALID,POP,Open,Male,Western,BOUGHT,40,Three Full Years,7,0,12,1,0,3,0,2012,2,11,2015,3,11, Card II TYPE,844.305,0,1851.97,57,515.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,19
VALID,PWR,Open,Male,Northern,RENTED,43.1,Three Full Years,6,19,12,0,0,3,0,2012,2,20,2015,3,20, Card II TYPE,8.82,0,2184.72,0,89.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,10
VALID,PPL,Open,Male,Western,RENTED,66.7,Three Full Years,3,14,22,0,0,3,0,2012,2,13,2015,3,13, Card II TYPE,742.665,0,1852.58,0,33.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,17
VALID,PRP,Open,Male,Northern,RENTED,52,Three Full Years,9,6,22,0,0,3,0,2012,2,14,2015,3,14, Card I TYPE,957.39,0,1531.72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,16
VALID,PWR,Open,Male,Northern,RENTED,65,Three Full Years,5,0,17,0,0,3,0,2012,2,10,2015,3,10, Card II TYPE,8.82,0,1683.15,0,211.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,20
VALID,PWR,Open,Female,Western,RENTED,61,Three Full Years,1,2,12,0,0,3,0,2012,2,13,2015,3,13, Card I TYPE,751.695,0,1747.46,107,326.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,17
VALID,PWR,Open,Female,Northern,RENTED,57,Three Full Years,3,0,21,0,0,3,0,2012,2,13,2015,3,13, Card II TYPE,828.66,0,1819.19,0,263.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,17
VALID,PWR,Open,Male,Eastern,RENTED,56,Three Full Years,6,10,21,0,0,3,0,2012,2,17,2015,3,17,Paper based/Post,980.91,0,1668.83,0,36.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,13
VALID,PWR,Open,Male,Eastern,RENTED,68,Three Full Years,4,14,22,0,0,3,0,2012,2,14,2015,3,14, Card II TYPE,886.935,0,2178.78,100,283.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,16
VALID,PRP,Open,Male,Northern,RENTED,57,Three Full Years,6,0,22,0,0,3,0,2012,2,16,2015,3,16, Card II TYPE,831.39,0,1924.12,398,455.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,14
VALID,PWR,Open,Female,Northern,RENTED,39,Three Full Years,5,0,21,0,0,3,0,2012,2,15,2015,3,15, Card II TYPE,833.28,0,1914.37,0,206.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,15
VALID,PWR,Open,Male,Northern,RENTED,51.4,Three Full Years,4,0,7,0,0,3,0,2012,2,17,2015,3,17, Card II TYPE,753.9,0,1840.84,0,135,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,13
VALID,PWR,Open,Male,Western,BOUGHT,46,Three Full Years,4,5,17,0,0,3,0,2012,2,15,2015,3,15, Card II TYPE,629.895,0,2149.83,0,252.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,15
VALID,PWR,Open,Male,Western,RENTED,65,Three Full Years,4,0,17,0,0,3,0,2012,2,16,2015,3,16, Card II TYPE,876.645,0,1948.36,0,139.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,14
VALID,PWM,Open,Male,Northern,BOUGHT,46.11666667,Three Full Years,3,8,22,0,0,3,0,2012,2,16,2015,3,16, Card II TYPE,1072.26,0,1675.45,0,117.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,14
VALID,PWM,Open,Male,Western,BOUGHT,39,Three Full Years,4,0,12,0,0,2,0,2012,3,2,2015,3,30, Card II TYPE,1049.895,0,2074.8,0,58.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,0
VALID,PWR,Open,Female,Northern,RENTED,61,Three Full Years,7,5,22,0,0,3,0,2012,2,22,2015,3,22, Card II TYPE,741.09,0,2081.78,0,70.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,8
VALID,ESS,Open,Female,Eastern,BOUGHT,61,Three Full Years,4,9,17,0,0,3,0,2012,2,23,2015,3,23, Card II TYPE,499.485,0,2183.57,0,63.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,7
