"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention","CommenceDays","Warrentydays"
"1174","VALID","CNN","Open","Male","Northern","RENTED",53,"Three Full Years",5,0,17,0,"3",0,2013,6,18,2015,7,18," Card II TYPE",1195,457,1918,1,660,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,-108
"1175","VALID","PWR","Open","Female","Southern","RENTED",59,"Three Full Years",6,9,17,0,"3",0,2013,6,8,2015,7,8," Card II TYPE",1110,457,2319,1,1774,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,-98
"1176","VALID","PMM","Open","Female","Northern","RENTED",45,"Three Full Years",4,9,4,0,"3",0,2013,6,12,2015,7,12," Card I TYPE",1377,457,1858,815,2895,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,-102
"1177","VALID","CHC","Open","Female","Eastern","RENTED",78,"Three Full Years",6,6,12,0,"3",0,2013,6,12,2015,8,12," Card I TYPE",1126,457,2929,1,3940,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,-132
"1178","VALID","PWR","Open","Male","Western","RENTED",44.480797619,"Three Full Years",3,0,4,0,"3",0,2013,6,12,2015,7,12," Card II TYPE",1638,457,4217,1,1880,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,-102
"1179","VALID","PRP","Open","Male","Eastern","RENTED",56,"Three Full Years",4,0,12,0,"3",0,2013,6,14,2015,7,14," Card II TYPE",37,457,2122,604,2779,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,-104
"1180","VALID","PWR","Open","Male","Northern","RENTED",23,"Three Full Years",3,0,4,0,"3",0,2013,6,19,2015,7,19," Card II TYPE",1390,457,3281,1,367,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,-109
"1181","VALID","CNN","Open","Male","Eastern","RENTED",52.280802399,"Three Full Years",5,0,17,0,"2",0,2013,6,18,2015,7,18,"Paper based/Post",870,457,1290,1,423,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,-108
"1182","VALID","MXX","Open","Male","Northern","RENTED",42.2744285714,"Three Full Years",3,0,4,0,"2",1,2013,6,19,2015,7,19," Card I TYPE",562,44,760,1,2832,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,-109
"1183","VALID","PWR","Open","Male","Eastern","RENTED",41,"Three Full Years",7,6,17,1,"3",0,2013,6,16,2015,7,5," Card I TYPE",1931,457,1871,520,2149,0,-42,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,654,-95
"1184","VALID","PWR","Open","Male","Eastern","RENTED",71,"Three Full Years",4,0,12,1,"3",0,2013,6,15,2016,4,15," Card II TYPE",1399,457,117,1,638,0,-87,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,655,-380
"1185","VALID","MXX","Open","Male","Northern","RENTED",49.3478015304,"Three Full Years",3,0,7,0,"3",0,2013,6,16,2015,7,16," Card II TYPE",591,457,3475,1,2018,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,-106
"1186","INVALID","PWR","Open","Female","Eastern","RENTED",60,"Three Full Years",2,0,17,0,"3",0,2013,6,17,2015,7,17," Card I TYPE",1574,457,4617,933,4333,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,-107
"1187","VALID","CNN","Open","Female","Eastern","RENTED",22,"Three Full Years",3,0,4,0,"2",1,2013,6,19,2015,7,19," Card II TYPE",1478,268,1085,486,771,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,-109
"1188","VALID","CNN","Open","Male","Eastern","BOUGHT",69,"Three Full Years",4,14,22,2,"3",0,2013,6,18,2016,4,18," Card II TYPE",913,457,657,1,150,0,-67,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,652,-383
"1189","VALID","PRR","Closed","Male","Western","RENTED",33,"Three Full Years",5,0,4,0,"None",0,2013,6,16,2015,7,12,"None",2035,457,4617,933,4333,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,-102
"1190","VALID","MXX","Open","Male","Western","RENTED",50,"Three Full Years",3,20,22,0,"3",0,2013,6,19,2015,7,19," Card II TYPE",569,457,4223,1,4030,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,-109
"1191","VALID","CNN","Open","Female","Northern","RENTED",52,"Three Full Years",3,0,2,0,"3",0,2013,6,20,2015,7,20," Card II TYPE",1670,457,1531,1,577,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,-110
"1192","VALID","PPL","Open","Male","Eastern","RENTED",47.1785,"Three Full Years",3,0,4,2,"3",0,2013,6,22,2015,7,22," Card II TYPE",1403,457,2748,229,2787,0,-115,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,648,-112
"1193","VALID","PWR","Open","Female","Northern","RENTED",53,"Three Full Years",7,6,7,0,"3",0,2013,6,22,2015,7,22," Card II TYPE",1886,457,2800,1,1419,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,-112
"1194","VALID","CNN","Open","Female","Eastern","BOUGHT",37,"Three Full Years",6,6,12,0,"3",0,2013,6,20,2015,7,20," Card II TYPE",913,457,263,1,308,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,-110
"1195","VALID","PWR","Open","Male","Eastern","RENTED",40,"Three Full Years",3,0,21,0,"3",0,2013,6,21,2015,7,21," Card II TYPE",352,457,3464,1,2202,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,-111
"1196","VALID","CNN","Open","Male","Western","RENTED",63,"Three Full Years",5,0,7,3,"3",0,2013,6,22,2015,7,31," Card II TYPE",1155,457,711,1,4118,0,-68,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,648,-121
"1197","VALID","PWR","Open","Female","Western","RENTED",65,"Three Full Years",4,9,2,0,"3",0,2013,6,28,2015,7,28," Card II TYPE",1409,457,2079,1,777,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,-118
"1198","VALID","PPL","Open","Female","Northern","RENTED",26,"Three Full Years",1,0,4,1,"3",0,2013,6,26,2015,7,26," Card II TYPE",1136,457,3360,1,378,0,-110,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,644,-116
"1199","VALID","PPL","Open","Male","Northern","RENTED",44,"Three Full Years",2,5,17,3,"2",1,2013,6,26,2015,7,26,"Paper based/Post",2,84,473,1,4013,0,-104,3,3,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,644,-116
"1200","INVALID","CNN","Open","Female","Eastern","BOUGHT",68,"Three Full Years",4,0,12,3,"2",2,2013,6,27,2015,8,27," Card II TYPE",170,443,226,1,266,0,-58,3,2,1,0,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,643,-147
"1201","VALID","CHC","Open","Female","Northern","RENTED",61,"Three Full Years",5,0,4,0,"3",0,2013,6,27,2015,7,27," Card II TYPE",1137,457,676,238,4259,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,-117
"1202","VALID","CNN","Open","Male","Eastern","RENTED",40,"Three Full Years",3,0,12,5,"3",0,2013,6,26,2015,7,26," Card II TYPE",1126,457,2444,602,1141,0,-81,3,4,1,0,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,644,-116
"1203","VALID","PWR","Open","Female","Northern","RENTED",39,"Three Full Years",6,0,17,1,"3",0,2013,6,27,2015,7,27," Card II TYPE",2028,457,4617,933,4333,0,-32,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,643,-117
"1204","VALID","PPL","Open","Female","Eastern","RENTED",56,"Three Full Years",2,5,4,1,"3",0,2013,6,27,2015,7,27," Card II TYPE",1036,457,3753,757,2304,0,-113,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,643,-117
"1205","VALID","PPL","Open","Female","Northern","RENTED",47,"Three Full Years",4,0,12,0,"2",2,2013,6,30,2015,8,30,"Paper based/Post",1852,368,2337,1,1680,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,-150
"1206","VALID","CNN","Open","Male","Northern","RENTED",49,"Three Full Years",6,0,22,0,"3",0,2013,6,28,2015,7,28," Card II TYPE",1681,457,784,296,1008,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,-118
"1207","VALID","CHC","Open","Female","Northern","RENTED",26,"Three Full Years",4,0,4,0,"3",0,2013,6,29,2015,7,29," Card II TYPE",1391,457,2063,1,740,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,-119
"1208","VALID","POP","Open","Male","Northern","RENTED",74,"Three Full Years",1,14,22,0,"3",0,2013,6,29,2015,7,29,"Paper based/Post",1982,457,3924,1,1004,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,-119
"1209","VALID","PWR","Open","Female","Northern","RENTED",49,"Three Full Years",6,0,12,1,"2",1,2013,6,30,2015,7,30," Card II TYPE",1671,305,3541,243,2282,0,-98,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,640,-120
"1210","VALID","CNN","Open","Male","Northern","RENTED",58,"Three Full Years",1,0,17,0,"3",0,2013,7,4,2015,8,4," Card II TYPE",1179,457,1842,1,3974,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,-124
"1211","VALID","PWR","Open","Male","Eastern","BOUGHT",33,"Three Full Years",4,0,17,0,"3",0,2013,7,3,2015,8,3," Card II TYPE",1085,457,880,1,1176,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,-123
"1212","VALID","CNN","Open","Female","Eastern","RENTED",45,"Three Full Years",6,18,22,0,"3",0,2013,7,7,2015,7,7," Card II TYPE",1186,457,3995,828,2632,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,-97
"1213","VALID","PWR","Open","Male","Western","RENTED",53.4528364389,"Three Full Years",5,0,17,0,"3",0,2013,7,5,2015,7,5," Card II TYPE",1157,457,1014,1,1240,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,-95
"1214","VALID","PWR","Open","Female","Eastern","RENTED",64,"Three Full Years",6,0,7,2,"3",0,2013,7,10,2015,7,10," Card II TYPE",248,457,3736,1,1858,0,-113,3,1,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,630,-100
"1215","VALID","PRR","Open","Female","Eastern","RENTED",39,"Three Full Years",4,0,17,0,"3",0,2013,7,5,2015,7,5," Card II TYPE",1115,457,2837,531,2909,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,-95
"1216","VALID","PWR","Open","Male","Eastern","RENTED",51,"Three Full Years",5,0,17,1,"3",0,2013,7,9,2015,7,9," Card II TYPE",1399,457,830,1,1444,0,-108,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,-99
"1217","VALID","PWR","Open","Female","Eastern","RENTED",51,"Three Full Years",4,12,21,0,"3",0,2013,7,9,2015,7,9," Card II TYPE",1399,457,1612,502,3183,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,-99
"1218","VALID","PWR","Open","Female","Northern","RENTED",42,"Three Full Years",3,0,21,0,"3",0,2013,7,5,2015,7,5," Card II TYPE",1390,457,901,1,3360,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,-95
"1219","VALID","CNN","Open","Male","Northern","RENTED",51.4236666667,"Three Full Years",6,0,22,0,"3",0,2013,7,14,2015,7,14," Card I TYPE",1118,457,939,265,551,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,-104
"1220","VALID","PPL","Open","Female","Eastern","RENTED",61,"Three Full Years",6,0,22,0,"3",0,2013,7,11,2015,7,11," Card II TYPE",1540,457,4076,469,1411,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,-101
"1221","VALID","PRP","Open","Male","Western","RENTED",46,"Three Full Years",3,0,12,1,"3",0,2013,7,7,2015,7,7," Card II TYPE",1706,457,2918,814,2391,0,-108,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,633,-97
"1222","VALID","KLA","Open","Male","Eastern","RENTED",60,"Three Full Years",9,0,22,0,"3",0,2013,7,24,2015,7,24," Card II TYPE",355,457,2861,1,3763,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,-114
"1223","VALID","KLA","Open","Female","Western","RENTED",35,"Three Full Years",5,0,4,1,"3",1,2013,7,7,2015,7,7," Card II TYPE",1381,249,3280,1,3670,0,-95,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,-97
"1224","VALID","CNN","Open","Female","Western","RENTED",53.189047619,"Three Full Years",4,0,21,0,"3",0,2013,7,9,2015,7,9," Card II TYPE",195,457,1202,1,3050,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,-99
"1225","VALID","ESS","Open","Male","Eastern","RENTED",70,"Three Full Years",5,0,21,5,"2",0,2013,7,13,2015,7,13," Card II TYPE",931,457,1536,1,270,0,-93,3,4,1,0,3,0,0,1,0,0,0,1,1,0,0,2,0,2,0,0,1,627,-103
"1226","VALID","PWR","Open","Male","Northern","RENTED",37,"Three Full Years",3,0,4,0,"3",0,2013,7,13,2015,7,13," Card II TYPE",1903,457,3539,1,1230,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,-103
"1227","VALID","MXX","Open","Male","Northern","RENTED",65,"Three Full Years",3,0,22,0,"3",0,2013,7,10,2015,7,10," Card II TYPE",609,457,3492,1,2056,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,-100
"1228","VALID","POP","Open","Female","Western","RENTED",42,"Three Full Years",7,20,12,0,"3",0,2013,7,21,2015,7,21," Card II TYPE",1969,457,4250,1,892,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,-111
"1229","VALID","CHC","Open","Male","Northern","BOUGHT",41,"Three Full Years",6,0,22,0,"3",0,2013,7,13,2015,12,13," Card II TYPE",913,457,484,344,1343,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,-253
"1230","INVALID","CHC","Open","Female","Eastern","RENTED",45.3323571429,"Three Full Years",3,0,7,1,"3",0,2013,7,12,2015,7,12," Card II TYPE",1115,457,3444,833,816,0,-106,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,628,-102
"1231","VALID","PWR","Closed","Female","Northern","RENTED",34,"Three Full Years",2,0,4,0,"1",2,2013,7,13,2015,7,13," Card II TYPE",1421,32,97,1,4287,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,-103
"1232","VALID","PWR","Open","Female","Northern","RENTED",36,"Three Full Years",4,0,21,1,"3",0,2013,7,16,2015,7,16," Card II TYPE",1377,457,2146,2,2032,0,-52,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,624,-106
"1233","VALID","KLA","Open","Male","Southern","RENTED",31,"Three Full Years",6,0,21,2,"3",1,2013,7,12,2015,7,12," Card II TYPE",261,448,2452,1,3036,0,-63,3,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,628,-102
"1234","VALID","CNN","Open","Female","Eastern","RENTED",48,"Three Full Years",4,20,4,0,"3",0,2013,7,14,2015,7,14," Card I TYPE",1115,457,3535,1,382,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,-104
"1235","VALID","PWR","Open","Female","Eastern","RENTED",48,"Three Full Years",5,0,7,0,"3",0,2013,7,14,2015,7,14," Card II TYPE",1387,457,1631,1,3916,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,-104
"1236","VALID","MXX","Open","Male","Eastern","RENTED",65,"Three Full Years",9,14,17,1,"3",0,2013,7,26,2015,7,26," Card II TYPE",759,457,3802,263,3576,0,-96,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,614,-116
"1237","VALID","CNN","Open","Male","Eastern","RENTED",60,"Three Full Years",7,6,12,0,"3",0,2013,7,17,2015,7,17," Card II TYPE",18,457,1909,1,549,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,-107
"1238","VALID","PWR","Open","Female","Eastern","RENTED",41.5047613636,"Three Full Years",4,0,4,0,"3",0,2013,7,19,2015,7,19," Card II TYPE",1393,457,1170,1,832,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,-109
"1239","VALID","PWR","Open","Male","Eastern","BOUGHT",60,"Three Full Years",6,5,17,0,"3",3,2013,7,21,2015,7,21," Card II TYPE",34,393,4059,1,4132,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,-111
"1240","INVALID","CNN","Open","Male","Northern","RENTED",71,"Three Full Years",5,10,21,0,"3",0,2013,7,18,2015,7,18," Card II TYPE",1713,457,3451,1,3213,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,-108
"1241","VALID","PMM","Open","Female","Eastern","RENTED",41,"Three Full Years",6,0,17,1,"2",1,2013,7,18,2015,7,18," Card II TYPE",1787,330,2483,1,3640,0,-61,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,622,-108
"1242","VALID","CNN","Open","Male","Northern","RENTED",49,"Three Full Years",3,0,22,2,"3",0,2013,7,19,2015,7,19," Card II TYPE",1496,457,1679,539,1161,0,-110,3,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,621,-109
"1243","VALID","ESS","Open","Male","Northern","RENTED",55,"Three Full Years",2,0,22,3,"3",0,2013,7,25,2015,7,25," Card II TYPE",1015,457,2149,1,3155,0,-84,3,1,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,615,-115
"1244","VALID","PWR","Open","Male","Western","RENTED",59,"Three Full Years",2,0,4,0,"3",0,2013,7,20,2015,7,20," Card II TYPE",1887,457,4259,1,750,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,-110
"1245","VALID","PRR","Open","Female","Eastern","RENTED",60,"Three Full Years",6,0,22,0,"3",0,2013,7,20,2015,7,20," Card II TYPE",287,457,2244,1,1609,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,-110
"1246","VALID","PWR","Open","Male","Northern","RENTED",59,"Three Full Years",4,14,22,0,"3",0,2013,7,20,2015,7,20," Card II TYPE",1498,457,1207,647,1929,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,-110
"1247","VALID","PWR","Open","Male","Northern","RENTED",39,"Three Full Years",3,0,4,0,"3",0,2013,7,23,2015,7,23," Card II TYPE",1378,457,4088,1,2065,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,-113
"1248","VALID","PRR","Open","Male","Eastern","RENTED",48,"Three Full Years",1,0,4,7,"3",3,2013,7,23,2015,11,23,"Paper based/Post",1293,230,642,892,4208,0,-90,3,6,1,0,5,2,2,1,0,3,0,0,0,1,0,1,0,1,0,0,0,617,-233
"1249","VALID","CNN","Open","Male","Northern","RENTED",69,"Three Full Years",4,0,21,3,"3",0,2013,7,24,2015,7,24," Card II TYPE",971,457,891,1,2646,0,-72,3,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,616,-114
"1250","VALID","CNN","Open","Male","Northern","RENTED",62,"Three Full Years",3,14,22,2,"2",1,2013,7,23,2015,7,23," Card II TYPE",1783,329,587,1,2703,0,-98,3,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,617,-113
"1251","VALID","PRR","Open","Female","Eastern","RENTED",39,"Three Full Years",5,20,4,3,"3",0,2013,7,24,2015,7,24," Card II TYPE",1961,457,2854,589,3013,0,-110,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,616,-114
"1252","VALID","PWR","Open","Female","Eastern","RENTED",48,"Three Full Years",3,0,2,1,"3",0,2013,7,28,2015,7,28," Card II TYPE",1424,457,3555,1,2229,0,-43,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,612,-118
"1253","VALID","CNN","Open","Male","Northern","RENTED",54.3250833333,"Three Full Years",4,0,12,1,"3",0,2013,7,25,2015,7,25," Card II TYPE",1143,457,221,1,59,0,-42,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,615,-115
"1254","VALID","PMM","Open","Female","Eastern","RENTED",43,"Three Full Years",6,13,21,0,"3",0,2013,7,30,2015,7,30," Card II TYPE",999,457,3283,1,1580,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,-120
"1255","VALID","PWR","Open","Female","Northern","BOUGHT",48.2044675325,"Three Full Years",3,0,7,0,"3",0,2013,8,11,2015,8,11," Card II TYPE",1175,457,104,1,3562,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,-131
"1256","VALID","PWR","Open","Male","Northern","RENTED",32,"Three Full Years",5,0,4,0,"3",0,2013,7,31,2015,7,31," Card II TYPE",1863,457,2207,792,2371,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,-121
"1257","VALID","CNN","Closed","Male","Northern","RENTED",55,"Three Full Years",6,6,21,3,"2",1,2013,7,26,2015,7,26," Card II TYPE",1179,197,161,1,3771,0,-95,3,3,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,614,-116
"1258","INVALID","PMM","Open","Female","Northern","RENTED",51,"Three Full Years",4,0,17,0,"3",0,2013,7,27,2015,7,27," Card II TYPE",1914,457,3548,1,3688,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,-117
"1259","VALID","PMM","Open","Female","Eastern","RENTED",42,"Three Full Years",6,0,17,0,"3",0,2013,7,28,2015,7,28," Card II TYPE",1555,457,1910,219,1879,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,-118
"1260","VALID","CNN","Open","Female","Eastern","RENTED",54,"Three Full Years",3,6,4,0,"3",0,2013,7,31,2015,7,31," Card II TYPE",1142,457,3334,1,3751,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,-121
"1261","VALID","CNN","Open","Male","Southern","RENTED",60.526,"Three Full Years",6,14,12,1,"2",1,2013,7,29,2015,7,29," Card II TYPE",1110,166,452,1,11,0,-70,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,611,-119
"1262","VALID","CNN","Open","Male","Northern","RENTED",88,"Three Full Years",3,13,17,0,"3",0,2013,7,26,2015,7,26," Card II TYPE",1810,457,3152,621,2298,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,-116
"1263","VALID","PMM","Open","Male","Northern","RENTED",50,"Three Full Years",3,0,7,0,"3",0,2013,7,27,2015,7,27," Card I TYPE",1993,457,3795,466,2578,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,-117
"1264","VALID","POP","Open","Female","Northern","BOUGHT",42,"Three Full Years",1,0,7,0,"3",0,2013,7,26,2015,7,26," Card II TYPE",1825,457,2763,1,2197,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,-116
"1265","VALID","CNN","Open","Male","Northern","RENTED",51,"Three Full Years",4,0,12,0,"3",0,2013,7,31,2015,7,31," Card II TYPE",1536,457,2276,143,2471,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,-121
"1266","VALID","PPL","Closed","Female","Northern","RENTED",80,"Three Full Years",3,0,22,3,"3",0,2013,8,1,2015,8,1," Card II TYPE",1388,457,2993,1,1135,0,-109,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,609,-121
"1267","VALID","CNN","Open","Female","Eastern","RENTED",56,"Three Full Years",6,7,21,0,"3",0,2013,8,1,2015,8,1," Card II TYPE",1312,457,3559,238,910,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,-121
"1268","VALID","PWR","Open","Male","Northern","RENTED",44.8382142857,"Three Full Years",6,0,2,0,"2",0,2013,7,31,2015,7,31," Card II TYPE",2028,457,3825,258,2325,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,-121
"1269","VALID","CNN","Open","Male","Eastern","RENTED",30,"Three Full Years",7,0,12,0,"2",0,2013,8,1,2015,8,1," Card II TYPE",1704,457,3162,142,983,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,-121
"1270","VALID","CNN","Open","Female","Northern","RENTED",66,"Three Full Years",1,9,12,0,"3",0,2013,8,4,2015,8,5," Card II TYPE",1152,457,1830,464,1168,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,-125
"1271","VALID","CNN","Open","Male","Eastern","RENTED",30,"Three Full Years",5,0,12,0,"2",0,2013,8,2,2015,8,2," Card II TYPE",1212,457,3581,1,4306,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,-122
"1272","VALID","PRR","Open","Female","Eastern","RENTED",42,"Three Full Years",3,0,7,1,"3",0,2013,8,11,2015,8,11," Card II TYPE",1966,457,2390,288,2311,0,-112,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,-131
