"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB"
"1928","VALID","PRM","Open","Male","Eastern","RENTED",47.1475,"Three Full Years","6","0","21","0","0","3","0","2012","12","18","2012","12","18"," Card II TYPE",1765,882,5016,1033,4320
"1929","VALID","CNN","Open","Female","Northern","RENTED",36,"Three Full Years","6","0","7","0","0","3","0","2012","12","18","2012","12","18"," Card II TYPE",1921,882,7826,408,2457
"1930","VALID","PPL","Open","Male","Western","RENTED",49.215,"Three Full Years","4","0","7","0","3","3","0","2012","12","19","2012","12","19"," Card II TYPE",1592,882,1351,1,5062
"1931","VALID","PWR","Open","Female","Southern","RENTED",53,"Three Full Years","6","17","17","0","0","3","0","2012","12","23","2012","12","23"," Card II TYPE",2701,882,5920,1,148
"1932","VALID","CNN","Open","Male","Northern","RENTED",57,"Three Full Years","6","0","17","1","0","3","0","2012","12","18","2012","12","18"," Card II TYPE",1530,882,1231,1,426
"1933","VALID","CNN","Open","Male","Eastern","RENTED",73,"Three Full Years","3","10","17","0","0","3","0","2012","12","18","2012","12","18"," Card II TYPE",186,882,5352,1,5522
"1934","VALID","PRM","Open","Female","Eastern","RENTED",42.0166666666667,"Three Full Years","3","0","4","0","0","3","0","2012","12","23","2012","12","23"," Card II TYPE",2356,882,4887,1,2639
"1935","VALID","CNN","Open","Female","Eastern","RENTED",47,"Three Full Years","5","0","12","0","0","3","0","2012","12","23","2012","12","23"," Card II TYPE",1925,882,2166,1,517
"1936","VALID","PPL","Open","Female","Northern","RENTED",50,"Three Full Years","6","0","17","0","2","2","1","2012","12","29","2012","12","29","Paper based/Post",844,284,3758,386,3843
"1937","VALID","POP","Open","Male","Northern","RENTED",72,"Three Full Years","6","6","21","0","0","3","0","2012","12","20","2012","12","20"," Card II TYPE",445,882,5382,1,1808
"1938","VALID","CNN","Open","Male","Northern","RENTED",50,"Three Full Years","3","0","17","0","1","3","0","2012","12","22","2012","12","22","Paper based/Post",1815,882,1259,371,760
"1939","VALID","PWR","Open","Female","Northern","RENTED",59,"Three Full Years","5","10","12","0","0","3","0","2012","12","28","2012","12","28"," Card II TYPE",2390,882,5806,571,4251
"1940","VALID","CNN","Closed","Female","Northern","RENTED",81,"Three Full Years","4","0","17","1","0","2","1","2012","12","25","2012","12","25"," Card II TYPE",1956,357,3401,1100,3609
"1941","VALID","MXX","Open","Female","Eastern","RENTED",62,"Three Full Years","3","6","22","0","3","3","0","2012","12","20","2012","12","20","Paper based/Post",2148,882,8551,1,2694
"1942","VALID","PRM","Open","Female","Eastern","RENTED",29,"Three Full Years","5","0","12","0","0","2","1","2012","12","22","2012","12","22"," Card II TYPE",2373,504,4744,1099,5035
"1943","VALID","PPL","Open","Female","Northern","RENTED",49,"Three Full Years","5","0","22","0","5","3","1","2012","12","26","2012","12","26","Paper based/Post",886,428,6721,176,6565
"1944","VALID","CNN","Open","Female","Eastern","RENTED",32,"Three Full Years","4","0","7","0","1","2","0","2013","1","1","2013","1","1"," Card II TYPE",1940,882,802,316,5675
"1945","VALID","CHC","Open","Male","Eastern","RENTED",59,"Three Full Years","6","14","12","0","0","3","0","2012","12","22","2012","12","22"," Card II TYPE",1505,882,6911,1,5716
"1946","VALID","PWR","Open","Male","Northern","RENTED",33,"Three Full Years","7","0","12","0","0","3","0","2012","12","22","2012","12","22"," Card II TYPE",2363,882,4456,1,2109
"1947","INVALID","PWR","Open","Female","Northern","RENTED",46,"Three Full Years","6","0","21","0","0","3","0","2012","12","21","2012","12","21"," Card II TYPE",3325,882,4185,1,1140
"1948","VALID","PRR","Open","Female","Northern","RENTED",45,"Three Full Years","3","13","4","0","3","2","2","2012","12","26","2012","12","26"," Card II TYPE",585,789,6454,442,3512
"1949","VALID","PWR","Open","Male","Northern","RENTED",45,"Three Full Years","6","5","22","0","0","3","0","2012","12","20","2012","12","20"," Card II TYPE",2352,882,3644,1,1528
"1950","VALID","PPL","Open","Female","Northern","RENTED",41,"Three Full Years","3","0","17","0","5","3","0","2012","12","22","2012","12","22"," Card II TYPE",3074,882,6088,1,1532
"1951","VALID","POP","Open","Male","Northern","RENTED",60,"Three Full Years","5","20","4","0","1","2","0","2012","12","25","2012","12","25"," Card II TYPE",80,882,5311,1,3412
"1952","VALID","PWR","Open","Female","Eastern","BOUGHT",34,"Three Full Years","3","0","12","1","4","2","1","2012","12","22","2012","12","22","Paper based/Post",1426,200,5889,1,1465
"1953","VALID","PRM","Closed","Female","Northern","BOUGHT",60,"Three Full Years","5","14","4","1","0","1","0","2012","12","21","2012","12","21"," Card II TYPE",1232,882,8906,1115,6722
"1954","VALID","POP","Open","Female","Eastern","RENTED",36,"Three Full Years","4","0","21","0","0","3","0","2012","12","21","2012","12","21"," Card I TYPE",479,882,6728,649,5246
"1955","INVALID","PWR","Open","Male","Northern","RENTED",46,"Three Full Years","7","5","21","0","0","3","0","2013","1","13","2013","1","13"," Card II TYPE",2398,882,6809,1,1883
"1956","VALID","PWR","Open","Female","Northern","RENTED",62,"Three Full Years","4","20","22","0","0","3","0","2012","12","22","2012","12","22"," Card II TYPE",2979,882,3575,1,6610
"1957","VALID","PRP","Open","Male","Northern","RENTED",58,"Three Full Years","4","6","4","0","0","3","0","2012","12","29","2012","12","29"," Card II TYPE",42,882,3537,1,1429
"1958","VALID","PRP","Open","Male","Eastern","RENTED",43.8066666666667,"Three Full Years","3","0","7","0","1","1","1","2012","12","25","2012","12","25"," Card II TYPE",815,331,965,423,2543
"1959","VALID","PRR","Open","Male","Northern","RENTED",63,"Three Full Years","5","0","21","0","0","3","0","2012","12","22","2012","12","22"," Card II TYPE",869,882,5652,428,2911
"1960","VALID","CNN","Open","Male","Eastern","RENTED",46,"Three Full Years","5","0","22","0","0","3","0","2012","12","29","2012","12","29"," Card I TYPE",1941,882,3788,884,3362
"1961","VALID","KLA","Open","Male","Eastern","RENTED",38,"Three Full Years","6","0","7","0","0","3","0","2012","12","22","2012","12","22"," Card II TYPE",739,882,6039,1,4724
"1962","INVALID","CNN","Open","Male","Western","RENTED",58,"Three Full Years","3","5","22","0","0","3","0","2012","12","25","2012","12","25"," Card II TYPE",2823,882,4756,1,5828
"1963","INVALID","CNN","Open","Female","Eastern","RENTED",59,"Three Full Years","3","0","17","0","0","3","0","2012","12","29","2012","12","29"," Card II TYPE",2115,882,1655,1,4732
"1964","VALID","CNN","Open","Female","Northern","RENTED",40,"Three Full Years","6","0","12","0","0","3","0","2012","12","23","2012","12","23"," Card II TYPE",2563,882,6413,988,4089
"1965","VALID","CNN","Open","Male","Northern","RENTED",63,"Three Full Years","3","0","22","0","0","2","0","2013","1","1","2013","1","1"," Card II TYPE",2467,882,8349,1,2617
"1966","VALID","PWR","Open","Female","Northern","RENTED",48.535,"Three Full Years","4","0","1","0","1","3","0","2012","12","29","2012","12","29"," Card I TYPE",2397,882,6789,675,4055
"1967","VALID","CNN","Open","Female","Western","RENTED",81,"Three Full Years","6","14","22","0","1","3","0","2012","12","22","2012","12","22"," Card II TYPE",1946,882,776,1,1014
"1968","VALID","PRP","Open","Female","Northern","RENTED",28,"Three Full Years","7","13","22","0","0","3","0","2012","12","26","2012","12","26"," Card II TYPE",3244,882,5280,132,6352
"1969","VALID","CNN","Open","Female","Eastern","RENTED",54,"Three Full Years","2","0","7","0","0","3","0","2013","1","6","2013","1","6"," Card II TYPE",2564,882,2866,1,5438
"1970","VALID","PWR","Open","Female","Eastern","BOUGHT",43.504,"Three Full Years","3","0","7","0","1","1","1","2012","12","23","2012","12","23","Paper based/Post",831,404,4215,626,4012
"1971","INVALID","CNN","Open","Female","Eastern","RENTED",76,"Three Full Years","4","5","22","1","0","3","0","2012","12","28","2012","12","28"," Card II TYPE",2694,882,886,1,275
"1972","VALID","CNN","Open","Female","Northern","RENTED",23,"Three Full Years","4","0","17","0","0","2","2","2012","12","28","2012","12","28"," Card II TYPE",1895,326,1961,1,4871
"1973","VALID","PRM","Open","Male","Eastern","RENTED",52,"Three Full Years","5","0","21","0","1","3","0","2012","12","25","2012","12","25"," Card II TYPE",2583,882,7925,1,804
"1974","VALID","PWR","Open","Female","Eastern","RENTED",28,"Three Full Years","6","5","12","0","0","3","0","2012","12","26","2012","12","26"," Card II TYPE",2307,882,7250,1,103
"1975","VALID","PPL","Open","Male","Eastern","RENTED",28,"Three Full Years","3","0","1","0","2","3","0","2012","12","25","2012","12","25"," Card II TYPE",3141,882,163,675,3847
"1976","VALID","MXX","Open","Male","Northern","RENTED",48,"Three Full Years","2","0","12","0","0","3","0","2012","12","28","2012","12","28"," Card II TYPE",1081,882,4526,37,3285
"1977","VALID","CNN","Open","Male","Northern","RENTED",62.1161904761905,"Three Full Years","6","0","22","0","3","3","0","2013","1","12","2013","1","12"," Card II TYPE",1896,882,12,1,39
"1978","VALID","PWR","Open","Female","Northern","RENTED",37,"Three Full Years","4","0","22","0","0","3","0","2012","12","28","2012","12","28"," Card II TYPE",2704,882,5930,1,2495
"1979","VALID","KLA","Open","Male","Northern","BOUGHT",43,"Three Full Years","3","13","4","0","1","2","0","2013","1","1","2013","1","1"," Card II TYPE",2814,882,2832,1,2048
"1980","VALID","POP","Open","Male","Eastern","RENTED",49.4988888888889,"Three Full Years","7","0","4","0","0","3","0","2013","1","10","2013","1","10"," Card II TYPE",3215,882,5275,1,2616
"1981","VALID","CNN","Open","Male","Eastern","RENTED",60,"Three Full Years","1","0","7","0","0","3","0","2012","12","30","2012","12","30"," Card II TYPE",1934,882,1165,1,336
"1982","VALID","CNN","Open","Female","Eastern","RENTED",70,"Three Full Years","5","0","22","0","0","2","0","2013","1","1","2013","1","1"," Card II TYPE",1930,882,1186,1,2361
"1983","VALID","PWR","Open","Female","Eastern","RENTED",45,"Three Full Years","4","10","17","0","0","2","0","2013","1","1","2013","1","1"," Card II TYPE",2373,882,1315,1,6151
"1984","VALID","CNN","Open","Female","Northern","RENTED",31,"Three Full Years","4","0","12","0","0","3","0","2013","1","9","2013","1","9"," Card II TYPE",2085,882,7389,12,3896
"1985","INVALID","CNN","Open","Male","Eastern","RENTED",68,"Three Full Years","6","0","22","0","0","3","0","2013","1","12","2013","1","12"," Card II TYPE",1950,882,707,1,1
"1986","VALID","CNN","Open","Female","Eastern","RENTED",56,"Three Full Years","4","20","22","0","0","2","0","2013","1","2","2013","1","2"," Card II TYPE",1946,882,6359,1,6307
"1987","VALID","CNN","Open","Male","Northern","RENTED",60,"Three Full Years","4","9","21","0","0","3","0","2013","1","3","2013","1","3"," Card II TYPE",1945,882,4459,658,1695
"1988","VALID","CHC","Open","Male","Northern","RENTED",47,"Three Full Years","3","0","21","0","3","2","1","2012","12","31","2012","12","31"," Card II TYPE",1488,345,618,488,425
"1989","VALID","MXX","Open","Female","Northern","RENTED",15,"Three Full Years","3","0","4","0","0","3","0","2012","12","30","2012","12","30"," Card II TYPE",974,882,3664,1,1873
"1990","VALID","KLA","Open","Male","Northern","RENTED",39,"Three Full Years","7","0","12","0","0","2","0","2013","1","1","2013","1","1"," Card I TYPE",236,882,6002,2,5616
"1991","VALID","PWR","Open","Male","Northern","RENTED",59,"Three Full Years","5","5","21","0","2","2","0","2013","1","5","2013","1","5","Paper based/Post",2836,882,3216,1,6708
"1992","VALID","PWR","Open","Male","Western","RENTED",53,"Three Full Years","6","0","22","0","0","3","0","2013","1","5","2013","1","5"," Card II TYPE",2689,882,4800,1,1391
"1993","VALID","KLA","Open","Male","Western","RENTED",15,"Three Full Years","7","0","7","0","0","2","0","2013","2","1","2013","2","1"," Card II TYPE",751,882,5771,30,5621
"1994","VALID","CNN","Closed","Female","Eastern","RENTED",56,"Three Full Years","5","0","22","0","0","3","0","2013","1","5","2013","1","5"," Card II TYPE",3015,882,6358,218,1898
"1995","VALID","CNN","Open","Male","Northern","RENTED",68,"Three Full Years","3","0","17","0","5","2","0","2013","1","5","2013","1","5","Paper based/Post",2307,882,603,613,2312
"1996","VALID","CNN","Open","Female","Eastern","RENTED",69,"Three Full Years","3","0","21","0","0","2","0","2013","1","2","2013","1","2"," Card II TYPE",2694,882,7800,559,1924
"1997","VALID","CNN","Open","Male","Northern","RENTED",49,"Three Full Years","6","0","22","0","0","3","0","2013","1","4","2013","1","4"," Card II TYPE",2064,882,2601,712,1763
"1998","VALID","PRP","Open","Male","Eastern","RENTED",34,"Three Full Years","5","0","17","0","3","2","0","2013","1","1","2013","1","1"," Card II TYPE",2583,882,4632,594,5087
"1999","VALID","CNN","Closed","Female","Western","RENTED",42,"Three Full Years","6","8","12","0","0","1","1","2013","1","2","2013","1","9"," Card II TYPE",1955,356,8906,1115,6722
"2000","VALID","CNN","Open","Female","Northern","RENTED",50.182,"Three Full Years","6","0","7","0","0","3","0","2013","1","5","2013","1","5"," Card II TYPE",2501,882,2574,1,672
"2001","VALID","PWR","Open","Male","Northern","RENTED",31,"Three Full Years","5","0","17","0","0","3","0","2013","1","13","2013","1","13"," Card II TYPE",2931,882,5305,1,2696
"2002","VALID","KLA","Open","Female","Northern","RENTED",39,"Three Full Years","8","6","12","0","0","3","0","2013","1","26","2013","1","26"," Card II TYPE",3186,882,5306,1,5041
"2003","VALID","KLA","Open","Female","Eastern","RENTED",44,"Three Full Years","3","0","22","0","0","3","0","2013","1","4","2013","1","4"," Card I TYPE",454,882,7752,342,6236
"2004","VALID","POP","Open","Male","Northern","RENTED",34,"Three Full Years","4","0","12","0","0","3","0","2013","1","9","2013","1","9"," Card II TYPE",275,882,2877,315,3899
"2005","VALID","KLA","Open","Female","Eastern","RENTED",46,"Three Full Years","3","0","17","0","1","3","1","2013","1","6","2013","1","6"," Card I TYPE",442,869,5414,1,3164
"2006","VALID","PRM","Open","Male","Eastern","RENTED",50,"Three Full Years","4","0","7","0","0","3","0","2013","1","5","2013","1","5"," Card II TYPE",11,882,8906,1115,6722
"2007","VALID","ESS","Open","Male","Eastern","RENTED",49.2192307692308,"Three Full Years","3","0","7","0","1","3","0","2013","1","14","2013","1","14"," Card II TYPE",1472,882,1876,1,6155
"2008","VALID","PWR","Open","Male","Northern","RENTED",61,"Three Full Years","6","20","22","0","1","3","0","2013","1","6","2013","1","6"," Card I TYPE",2404,882,4845,1,1055
"2009","VALID","CNN","Open","Female","Eastern","RENTED",88,"Three Full Years","4","13","22","0","0","2","0","2013","1","11","2013","1","11","Paper based/Post",2067,882,8102,536,446
"2010","VALID","PWR","Open","Male","Northern","RENTED",28,"Three Full Years","6","0","17","0","0","3","0","2013","1","5","2013","1","5"," Card II TYPE",3127,882,617,1,5825
"2011","VALID","CNN","Open","Male","Northern","RENTED",47.3691666666667,"Three Full Years","3","0","4","0","0","3","0","2013","1","6","2013","1","6"," Card II TYPE",2064,882,5320,304,689
"2012","VALID","CNN","Closed","Male","Eastern","RENTED",67,"Three Full Years","3","0","7","0","0","None","0","2013","1","12","2013","1","12","None",3331,882,586,1,1
"2013","VALID","PWR","Open","Female","Western","RENTED",64,"Three Full Years","6","13","22","0","0","3","0","2013","1","9","2013","1","9"," Card II TYPE",2379,882,5264,1,1197
"2014","VALID","PPL","Open","Male","Western","RENTED",45.885,"Three Full Years","3","0","4","0","7","3","0","2013","1","11","2013","1","11"," Card II TYPE",2379,882,1991,437,3212
"2015","VALID","CNN","Open","Male","Eastern","RENTED",57,"Three Full Years","5","18","22","0","1","3","0","2013","1","10","2013","1","10"," Card II TYPE",2148,882,6871,936,1627
"2016","VALID","PRR","Open","Male","Western","RENTED",34,"Three Full Years","5","0","4","0","0","3","0","2013","1","5","2013","1","5"," Card II TYPE",3058,882,3898,912,3645
"2017","VALID","CNN","Open","Male","Eastern","RENTED",50,"Three Full Years","2","10","4","0","0","3","0","2013","1","18","2013","1","18"," Card II TYPE",2099,882,7943,168,2413
"2018","VALID","PRM","Open","Male","Northern","RENTED",52,"Three Full Years","3","0","22","0","0","3","0","2013","1","6","2013","1","6"," Card II TYPE",2352,882,3509,1,1344
"2019","VALID","PRR","Open","Female","Northern","RENTED",17,"Three Full Years","3","0","2","0","3","3","3","2013","1","6","2013","1","6","Paper based/Post",3213,499,3761,599,4006
"2020","VALID","PWM","Open","Male","Eastern","BOUGHT",56,"Three Full Years","4","6","22","0","0","3","0","2013","1","15","2013","1","15"," Card II TYPE",1112,882,7159,1,3932
"2021","VALID","CNN","Open","Male","Eastern","RENTED",34,"Three Full Years","4","0","21","0","0","3","0","2013","1","11","2013","1","11"," Card II TYPE",2099,882,1766,873,2432
"2022","VALID","PWR","Open","Female","Northern","RENTED",28,"Three Full Years","5","0","17","0","0","3","0","2013","1","11","2013","1","11"," Card II TYPE",3000,882,2360,1,2129
"2023","VALID","CNN","Open","Female","Eastern","RENTED",29,"Three Full Years","1","0","4","0","0","2","0","2013","1","11","2013","1","11","Paper based/Post",1663,882,7109,1,3004
"2024","VALID","KLA","Open","Female","Western","RENTED",67,"Three Full Years","6","0","21","0","0","3","0","2013","1","8","2013","1","8"," Card II TYPE",226,882,4724,1,6341
"2025","VALID","KLA","Open","Male","Eastern","RENTED",71,"Three Full Years","6","20","22","0","1","3","0","2013","1","8","2013","1","8"," Card II TYPE",442,882,5912,502,6489
"2026","VALID","CNN","Open","Male","Northern","RENTED",56,"Three Full Years","4","0","12","0","2","3","2","2013","1","20","2013","1","20"," Card II TYPE",2325,306,2120,1,6082
"2027","VALID","PRR","Open","Male","Southern","BOUGHT",44,"Three Full Years","6","0","17","0","0","3","2","2013","1","8","2013","1","8"," Card II TYPE",2807,642,6614,218,3529
"2028","VALID","PPL","Open","Female","Eastern","RENTED",41,"Three Full Years","3","0","7","0","10","3","1","2013","1","11","2013","1","11","Paper based/Post",1225,292,4116,1013,6614
"2029","VALID","POP","Open","Male","Northern","RENTED",52,"Three Full Years","3","0","4","0","0","3","0","2013","1","10","2013","1","10"," Card II TYPE",643,882,1273,1,2292
"2030","VALID","ESS","Open","Male","Northern","BOUGHT",47,"Three Full Years","6","0","12","1","0","3","0","2013","1","9","2013","1","9"," Card II TYPE",1778,882,8906,1115,6722
"2031","VALID","PWR","Open","Male","Eastern","RENTED",47,"Three Full Years","9","0","22","0","1","3","0","2013","1","20","2013","1","20"," Card II TYPE",2348,882,7542,1,793
"2032","VALID","CNN","Closed","Male","Eastern","RENTED",62,"Three Full Years","3","0","17","0","1","2","0","2013","1","11","2013","1","11"," Card II TYPE",137,882,664,1,6243
"2033","VALID","PWR","Open","Male","Northern","RENTED",41.5162380952381,"Three Full Years","3","0","7","0","1","3","0","2013","1","11","2013","1","11"," Card II TYPE",1530,882,3977,394,3723
"2034","VALID","CNN","Open","Female","Eastern","RENTED",66,"Three Full Years","3","13","7","0","4","3","0","2013","1","10","2013","1","10"," Card II TYPE",2086,882,7414,183,978
"2035","VALID","PWR","Open","Male","Eastern","RENTED",58,"Three Full Years","1","5","17","0","0","3","0","2013","1","10","2013","1","10"," Card II TYPE",2356,882,278,1,1823
"2036","VALID","PPL","Open","Male","Northern","RENTED",41.7476666666667,"Three Full Years","3","0","7","0","0","3","0","2013","1","11","2013","1","11"," Card II TYPE",2986,882,1726,519,2920
"2037","VALID","PRR","Closed","Female","Eastern","RENTED",59,"Three Full Years","5","0","22","0","0","2","0","2013","1","15","2013","1","15"," Card II TYPE",3219,882,172,1,2484
"2038","VALID","KLA","Open","Female","Northern","RENTED",69,"Three Full Years","3","0","4","0","0","3","0","2013","1","12","2013","1","12"," Card II TYPE",729,882,6930,1,2100
"2039","VALID","PRR","Open","Male","Northern","BOUGHT",43.4032549019608,"Three Full Years","3","0","4","0","0","3","0","2013","1","11","2013","1","11"," Card II TYPE",1865,882,6296,490,3593
"2040","VALID","PPL","Open","Male","Western","RENTED",46,"Three Full Years","1","0","4","0","2","3","0","2013","1","12","2013","1","12"," Card II TYPE",2379,882,2203,535,2895
"2041","VALID","CNN","Open","Male","Northern","RENTED",29,"Three Full Years","1","0","7","0","0","3","0","2013","1","18","2013","1","18"," Card II TYPE",2467,882,5475,1,5675
"2042","VALID","ESS","Open","Female","Eastern","RENTED",63,"Three Full Years","7","14","22","0","0","3","0","2013","1","17","2013","1","17"," Card II TYPE",1587,882,2521,1,5557
"2043","VALID","CNN","Open","Male","Eastern","RENTED",72,"Three Full Years","6","0","4","0","0","3","0","2013","1","13","2013","1","13"," Card II TYPE",2099,882,1466,1,5369
"2044","VALID","PWR","Open","Male","Eastern","RENTED",44,"Three Full Years","6","0","22","0","0","3","0","2013","1","13","2013","1","13"," Card II TYPE",2710,882,1301,1,735
"2045","VALID","PPL","Open","Female","Western","RENTED",56,"Three Full Years","5","0","22","0","1","3","0","2013","1","12","2013","1","12"," Card II TYPE",2943,882,7525,1,2433
"2046","VALID","CNN","Open","Male","Eastern","RENTED",69,"Three Full Years","3","6","12","0","1","3","0","2013","1","18","2013","1","18"," Card II TYPE",2109,882,4022,1,5915
"2047","VALID","CNN","Open","Male","Northern","BOUGHT",61,"Three Full Years","4","7","7","0","0","3","0","2013","1","15","2013","1","15"," Card II TYPE",2095,882,5620,1,6418
"2048","INVALID","CNN","Open","Female","Eastern","RENTED",67,"Three Full Years","2","0","22","0","0","3","1","2013","1","13","2013","1","13"," Card II TYPE",2531,552,3229,1,47
"2049","VALID","POP","Open","Female","Northern","RENTED",32,"Three Full Years","4","0","12","0","0","3","1","2013","1","12","2013","1","12"," Card II TYPE",256,831,2472,1,2530
"2050","VALID","CNN","Open","Female","Northern","RENTED",21,"Three Full Years","4","0","7","0","0","3","0","2013","1","18","2013","1","18"," Card II TYPE",2099,882,2337,961,2589
"2051","VALID","PRM","Closed","Female","Northern","RENTED",54,"Three Full Years","6","0","12","1","1","1","1","2013","1","20","2013","1","20"," Card II TYPE",538,512,668,1,4655
"2052","VALID","PRM","Open","Male","Northern","BOUGHT",39.3488739495798,"Three Full Years","3","0","4","1","0","3","0","2013","1","13","2013","1","13"," Card II TYPE",2599,882,3734,876,4775
"2053","VALID","CNN","Open","Female","Northern","RENTED",55,"Three Full Years","3","0","12","0","1","3","0","2013","1","14","2013","1","14"," Card II TYPE",2462,882,210,1,4293
"2054","VALID","PWR","Open","Male","Eastern","RENTED",59,"Three Full Years","2","14","17","0","0","3","0","2013","1","15","2013","1","15"," Card II TYPE",2593,882,6784,1,1935
"2055","VALID","PPL","Open","Male","Western","RENTED",45.0433333333333,"Three Full Years","4","0","12","0","0","3","0","2013","1","16","2013","1","16"," Card II TYPE",2340,882,1005,870,3424
"2056","VALID","PWR","Open","Male","Northern","RENTED",44,"Three Full Years","6","0","17","0","1","3","0","2013","1","19","2013","1","19"," Card II TYPE",2400,882,6816,593,3618
"2057","VALID","PWR","Open","Male","Eastern","RENTED",49.67,"Three Full Years","3","0","7","0","1","3","0","2013","1","17","2013","1","17"," Card II TYPE",2373,882,2933,1,5888
"2058","VALID","CNN","Open","Male","Eastern","RENTED",51,"Three Full Years","4","0","22","0","0","3","0","2013","2","15","2013","2","15"," Card II TYPE",1941,882,1790,1,1326
"2059","INVALID","CNN","Closed","Female","Northern","RENTED",46,"Three Full Years","4","0","17","1","0","1","1","2013","1","24","2013","1","24"," Card II TYPE",2099,403,8906,1115,6722
"2060","VALID","PWR","Open","Male","Western","RENTED",66,"Three Full Years","9","0","22","0","0","3","0","2013","2","19","2013","2","19"," Card II TYPE",2340,882,6134,1,1674
"2061","VALID","PWR","Open","Female","Northern","RENTED",27,"Three Full Years","3","0","4","0","6","3","0","2013","1","17","2013","1","17"," Card II TYPE",2963,882,595,349,4079
"2062","VALID","PWR","Open","Male","Eastern","RENTED",23,"Three Full Years","2","17","4","1","0","3","0","2013","1","18","2013","1","18"," Card II TYPE",2400,882,817,1,109
"2063","VALID","PWR","Open","Male","Southern","RENTED",72,"Three Full Years","3","14","17","0","0","2","1","2013","1","25","2013","1","25"," Card II TYPE",2347,490,8906,1115,6722
"2064","INVALID","CNN","Open","Male","Western","RENTED",85,"Three Full Years","7","0","17","0","0","3","0","2013","1","18","2013","1","18"," Card II TYPE",1958,882,2092,1,1012
"2065","VALID","PWR","Open","Female","Eastern","RENTED",37,"Three Full Years","4","20","17","0","0","3","0","2013","1","17","2013","1","17"," Card II TYPE",3149,882,1337,1,809
"2066","VALID","CNN","Open","Male","Northern","RENTED",47,"Three Full Years","3","10","12","0","0","3","0","2013","1","20","2013","1","20"," Card II TYPE",2099,882,719,1,5
"2067","VALID","KLA","Open","Female","Northern","RENTED",32,"Three Full Years","6","0","17","0","0","3","0","2013","1","18","2013","1","18"," Card II TYPE",413,882,8631,1,5489
"2068","VALID","POP","Open","Female","Northern","RENTED",46,"Three Full Years","6","0","17","0","0","3","0","2013","1","17","2013","1","17","Paper based/Post",10,882,2523,1,3624
"2069","VALID","KLA","Open","Male","Northern","RENTED",40.367,"Three Full Years","3","0","7","0","0","2","0","2013","2","1","2013","2","1"," Card II TYPE",192,882,8375,1,2342
"2070","INVALID","CNN","Open","Male","Western","RENTED",43.265,"Three Full Years","3","0","4","0","0","3","0","2013","1","19","2013","1","19"," Card II TYPE",1970,882,5962,510,2390
"2071","VALID","KLA","Open","Female","Western","BOUGHT",46.36,"Three Full Years","6","0","4","0","3","2","0","2013","1","31","2013","1","31"," Card II TYPE",1007,882,5949,401,6235
"2072","VALID","CNN","Open","Female","Northern","RENTED",27,"Three Full Years","6","0","4","0","0","3","0","2013","1","20","2013","1","20"," Card II TYPE",1963,882,8906,1115,6722
"2073","VALID","CNN","Open","Female","Eastern","RENTED",41,"Three Full Years","3","10","22","0","0","3","0","2013","1","18","2013","1","18"," Card II TYPE",2467,882,7491,955,3161
"2074","VALID","CNN","Open","Female","Western","RENTED",27,"Three Full Years","5","0","7","0","1","3","0","2013","1","19","2013","1","19"," Card II TYPE",1023,882,1523,735,3056
"2075","VALID","PWR","Open","Female","Eastern","RENTED",46,"Three Full Years","6","18","22","0","0","3","0","2013","2","3","2013","2","3"," Card II TYPE",2930,882,5495,1,4714
"2076","VALID","PWR","Open","Female","Southern","RENTED",46,"Three Full Years","3","0","17","1","1","3","0","2013","1","24","2013","1","24"," Card II TYPE",1684,882,4258,1,2176
"2077","VALID","ESS","Open","Male","Northern","RENTED",41.625,"Three Full Years","4","0","7","1","0","3","0","2013","1","20","2013","1","20"," Card II TYPE",1450,882,8906,1115,6722
"2078","VALID","CNN","Open","Female","Northern","RENTED",58,"Three Full Years","5","9","22","0","0","2","0","2013","2","1","2013","2","1"," Card II TYPE",1897,882,2970,1,6357
"2079","VALID","PRP","Open","Male","Eastern","RENTED",41,"Three Full Years","3","13","12","0","10","3","3","2013","1","22","2013","1","22"," Card II TYPE",2937,812,6742,212,4144
"2080","VALID","POP","Open","Male","Eastern","RENTED",23,"Three Full Years","5","0","12","0","0","3","0","2013","1","20","2013","1","20"," Card II TYPE",898,882,7112,575,6111
"2081","VALID","CNN","Open","Male","Eastern","RENTED",40.3097619047619,"Three Full Years","3","0","4","0","0","3","0","2013","1","25","2013","1","25"," Card II TYPE",1916,882,5029,608,1159
"2082","VALID","CNN","Open","Male","Northern","BOUGHT",37,"Three Full Years","3","0","17","0","0","3","0","2013","1","24","2013","1","24"," Card II TYPE",1983,882,6503,728,1992
"2083","VALID","ESS","Open","Female","Northern","RENTED",47,"Three Full Years","7","0","21","0","0","2","1","2013","1","22","2013","1","22"," Card II TYPE",1597,246,2951,295,1056
"2084","VALID","PWR","Open","Male","Northern","RENTED",60,"Three Full Years","4","0","7","0","1","3","0","2013","1","22","2013","1","22"," Card II TYPE",2963,882,3700,1,109
