,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
692,V707,2012-08-31,INVALID,PWR,Open,Male,Western,RENTED,63.0,Three Full Years,1.0,0.0,21.0,2015-07-31,0,3,0,2012.0,8.0,31.0,2015.0,7.0,31.0, Card II TYPE,878.85,None,None,1839.0099999999998,0.0,131.15000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,V708,2012-09-02,VALID,PPL,Open,Male,Eastern,RENTED,,Three Full Years,2.0,0.0,4.0,2015-08-02,3,3,0,2012.0,9.0,2.0,2015.0,8.0,2.0,Paper based/Post,435.53999999999996,None,None,2166.1300000000001,0.0,95.700000000000003,604518.0,0,-62,3,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
694,V709,2012-09-15,VALID,MXX,Open,Male,Northern,RENTED,62.0,Three Full Years,5.0,0.0,22.0,2015-07-15,1,3,0,2012.0,9.0,15.0,2015.0,7.0,15.0, Card II TYPE,918.12,None,None,2196.3499999999999,0.0,309.89999999999998,604518.0,0,-61,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
695,V710,2012-09-01,VALID,ESS,Open,Male,Western,RENTED,29.0,Three Full Years,3.0,0.0,4.0,2015-08-01,7,1,2,2012.0,9.0,1.0,2015.0,8.0,1.0, Card II TYPE,457.8,2015-07-30 00:00:00,467.0,1206.3200000000002,0.0,12.75,604518.0,0,-80,3,6,1,0,6,0,0,1,0,4,4,0,0,0,0,1,0,1,0,0,0
696,V711,2012-09-06,VALID,CHC,Open,Female,Eastern,RENTED,45.0,Three Full Years,2.0,2.0,12.0,2015-07-06,0,3,0,2012.0,9.0,6.0,2015.0,7.0,6.0, Card II TYPE,7.770000000000006,None,None,1811.8599999999999,859.0,211.94999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,V712,2012-09-05,VALID,PWR,Open,Male,Eastern,RENTED,51.0,Three Full Years,4.0,8.0,22.0,2015-07-05,0,3,0,2012.0,9.0,5.0,2015.0,7.0,5.0, Card II TYPE,1132.53,None,None,2135.2800000000002,0.0,130.90000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,V713,2012-09-01,VALID,PWM,Open,Female,Western,RENTED,85.0,Three Full Years,3.0,14.0,22.0,2015-08-01,0,3,0,2012.0,9.0,1.0,2015.0,8.0,1.0, Card I TYPE,1288.14,None,None,2201.46,47.0,866.70000000000005,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,V714,2012-09-05,VALID,PWR,Open,Male,Northern,BOUGHT,67.0,Three Full Years,3.0,8.0,22.0,2015-07-05,0,3,0,2012.0,9.0,5.0,2015.0,7.0,5.0, Card II TYPE,629.8950000000001,None,None,2117.3199999999997,0.0,104.69999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,V715,2012-09-21,VALID,CNN,Open,Male,Eastern,RENTED,38.0,Three Full Years,4.0,0.0,7.0,2015-07-21,0,3,0,2012.0,9.0,21.0,2015.0,7.0,21.0, Card II TYPE,641.13,None,None,2177.8200000000002,0.0,124.89999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,V716,2012-09-08,VALID,PWR,Open,Male,Eastern,BOUGHT,68.0,Three Full Years,7.0,14.0,12.0,2015-10-08,1,3,0,2012.0,9.0,8.0,2015.0,10.0,8.0, Card II TYPE,667.695,None,None,755.77999999999997,0.0,64.849999999999994,604518.0,0,-76,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,V717,2012-09-20,VALID,PPL,Open,Male,Eastern,RENTED,64.0,Three Full Years,4.0,0.0,12.0,2015-07-20,2,3,0,2012.0,9.0,20.0,2015.0,7.0,20.0, Card I TYPE,538.2299999999999,None,None,1975.22,442.0,303.5,604518.0,0,-66,3,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
703,V718,2012-09-07,VALID,PPL,Open,Female,Eastern,RENTED,17.0,Three Full Years,3.0,0.0,7.0,2015-07-07,6,2,0,2012.0,9.0,7.0,2015.0,7.0,7.0,Paper based/Post,5.985000000000003,None,None,2190.9000000000001,669.0,510.54999999999995,604518.0,0,-86,3,3,3,0,0,3,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0
704,V719,2012-09-07,VALID,PWR,Open,Male,Northern,RENTED,50.0,Three Full Years,5.0,0.0,22.0,2015-07-07,0,3,0,2012.0,9.0,7.0,2015.0,7.0,7.0, Card II TYPE,782.25,None,None,2028.8200000000002,0.0,177.59999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,V720,2012-09-06,VALID,MXX,Open,Female,Eastern,RENTED,49.0,Three Full Years,2.0,14.0,17.0,2015-07-06,5,3,0,2012.0,9.0,6.0,2015.0,7.0,6.0, Card II TYPE,1275.54,None,None,2194.2800000000002,0.0,337.35000000000002,604518.0,0,-85,3,2,2,2,2,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
706,V721,2012-09-13,VALID,PRP,Open,,Western,RENTED,,Three Full Years,,,,2015-07-13,0,3,0,2012.0,9.0,13.0,2015.0,7.0,13.0, Card I TYPE,1759.1699999999998,None,None,2201.98,57.0,382.30000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,V722,2012-09-13,VALID,MXX,Open,Female,Northern,RENTED,34.0,Three Full Years,4.0,0.0,7.0,2015-07-13,0,3,0,2012.0,9.0,13.0,2015.0,7.0,13.0, Card II TYPE,1577.94,None,None,2189.6700000000001,521.0,397.09999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,V723,2012-09-09,VALID,PPL,Open,Male,Northern,RENTED,77.0,Three Full Years,3.0,14.0,21.0,2015-07-09,1,3,0,2012.0,9.0,9.0,2015.0,7.0,9.0, Card II TYPE,541.38,None,None,1746.3099999999999,0.0,141.10000000000002,604518.0,0,-97,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
709,V724,2012-09-08,VALID,PWR,Open,Male,Western,RENTED,56.0,Three Full Years,3.0,14.0,22.0,2015-07-13,0,3,0,2012.0,9.0,8.0,2015.0,7.0,13.0, Card II TYPE,940.5899999999999,None,None,1963.4000000000001,48.0,290.80000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,V725,2012-09-11,VALID,CNN,Open,Female,Northern,RENTED,74.0,Three Full Years,1.0,0.0,12.0,2015-07-05,0,3,0,2012.0,9.0,11.0,2015.0,7.0,5.0, Card II TYPE,647.745,None,None,2092.4300000000003,227.0,189.59999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,V726,2012-09-11,VALID,CNN,Open,Female,Western,RENTED,46.0,Three Full Years,1.0,20.0,21.0,2015-07-11,0,3,0,2012.0,9.0,11.0,2015.0,7.0,11.0, Card II TYPE,646.17,None,None,2195.2000000000003,0.0,85.299999999999997,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,V727,2012-09-12,VALID,ESS,Open,Male,Northern,RENTED,45.0,Three Full Years,1.0,0.0,22.0,2015-07-12,0,2,1,2012.0,9.0,12.0,2015.0,7.0,12.0,Paper based/Post,550.62,2015-07-25 00:00:00,424.4,2188.6500000000001,0.0,11.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,V728,2012-09-10,VALID,PMM,Open,Male,Eastern,RENTED,31.0,Three Full Years,5.0,0.0,7.0,2015-07-10,0,3,0,2012.0,9.0,10.0,2015.0,7.0,10.0, Card II TYPE,538.2299999999999,None,None,1937.8399999999999,637.0,330.5,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,V729,2012-09-15,VALID,PPL,Open,Female,Northern,RENTED,52.0,Three Full Years,3.0,0.0,12.0,2015-07-15,0,3,0,2012.0,9.0,15.0,2015.0,7.0,15.0, Card II TYPE,866.775,None,None,1862.3899999999999,0.0,152.84999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,V730,2012-09-24,VALID,PWR,Closed,Female,Eastern,RENTED,41.0,,5.0,0.0,12.0,,3,3,0,2012.0,9.0,24.0,,,, Card II TYPE,748.23,None,None,1701.2,0.0,203.14999999999998,604518.0,0,-114,3,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
716,V731,2012-09-19,VALID,PWR,Open,Male,Northern,RENTED,43.0,Three Full Years,3.0,0.0,4.0,2015-07-27,0,2,0,2012.0,9.0,19.0,2015.0,7.0,27.0, Card II TYPE,792.75,None,None,2194.9499999999998,0.0,230.60000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,V732,2012-10-04,VALID,PWM,Open,,Northern,BOUGHT,,Three Full Years,,,,2015-08-04,0,3,0,2012.0,10.0,4.0,2015.0,8.0,4.0, Card II TYPE,3183.705,None,None,None,None,None,None,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,V733,2012-09-16,VALID,PPL,Open,Male,Southern,RENTED,65.0,Three Full Years,3.0,5.0,7.0,2015-07-16,0,3,0,2012.0,9.0,16.0,2015.0,7.0,16.0, Card II TYPE,751.4849999999999,None,None,2201.7399999999998,188.0,262.44999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,V734,2012-10-02,VALID,PWR,Open,Male,Western,RENTED,54.0,Three Full Years,4.0,6.0,21.0,2015-08-01,0,3,0,2012.0,10.0,2.0,2015.0,8.0,1.0, Card II TYPE,7.560000000000003,None,None,2202.79,0.0,264.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,V735,2012-09-23,VALID,CNN,Open,Male,Eastern,RENTED,52.0,Three Full Years,7.0,5.0,22.0,2015-07-23,0,3,0,2012.0,9.0,23.0,2015.0,7.0,23.0, Card II TYPE,682.2900000000001,None,None,1736.3800000000001,0.0,43.700000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,V736,2012-10-04,VALID,PMM,Open,Female,Northern,RENTED,51.0,Three Full Years,3.0,14.0,7.0,2015-08-04,0,2,2,2012.0,10.0,4.0,2015.0,8.0,4.0,Paper based/Post,1268.085,2015-07-17 00:00:00,1107.7,1990.9099999999999,284.0,300.25,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,V737,2012-09-18,VALID,KLA,Open,Male,Western,BOUGHT,53.0,Three Full Years,3.0,0.0,7.0,2015-07-18,2,3,0,2012.0,9.0,18.0,2015.0,7.0,18.0, Card I TYPE,944.895,None,None,1600.25,0.0,76.900000000000006,604518.0,0,-49,3,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
723,V738,2012-09-20,VALID,PPL,Open,Male,Northern,RENTED,72.0,Three Full Years,6.0,5.0,17.0,2015-07-20,0,3,0,2012.0,9.0,20.0,2015.0,7.0,20.0, Card II TYPE,783.51,None,None,2131.98,394.0,333.14999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,V739,2012-10-02,VALID,CNN,Open,Male,Eastern,RENTED,57.0,Three Full Years,3.0,5.0,7.0,2015-08-01,4,2,0,2012.0,10.0,2.0,2015.0,8.0,1.0, Card II TYPE,116.97,None,None,119.2,0.0,63.25,604518.0,0,-76,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
725,V740,2012-09-21,VALID,CNN,Open,,Western,RENTED,,Three Full Years,,,,2015-07-21,0,2,1,2012.0,9.0,21.0,2015.0,7.0,21.0, Card II TYPE,649.53,2015-07-29 00:00:00,518.6,2000.7399999999998,2.0,235.15000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,V741,2012-10-05,VALID,CHC,Open,Male,Northern,RENTED,55.0,Three Full Years,4.0,6.0,2.0,2015-07-05,1,3,0,2012.0,10.0,5.0,2015.0,7.0,5.0, Card II TYPE,668.64,None,None,187.87,0.0,2.6500000000000004,201505.0,0,-46,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,V742,2012-09-18,VALID,PMM,Open,Male,Eastern,RENTED,57.0,Three Full Years,5.0,8.0,21.0,2015-07-18,1,3,0,2012.0,9.0,18.0,2015.0,7.0,18.0, Card II TYPE,748.9649999999999,None,None,1699.0,0.0,68.799999999999997,604518.0,0,-36,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
728,V743,2012-09-21,VALID,PRP,Open,Male,Eastern,RENTED,26.0,Three Full Years,3.0,0.0,7.0,2015-07-21,0,3,0,2012.0,9.0,21.0,2015.0,7.0,21.0, Card II TYPE,1515.885,None,None,1914.4400000000001,0.0,590.95000000000005,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,V744,2012-10-05,VALID,CNN,Open,Female,Eastern,RENTED,40.0,Three Full Years,4.0,0.0,7.0,2015-07-05,0,3,0,2012.0,10.0,5.0,2015.0,7.0,5.0, Card I TYPE,644.175,None,None,1833.76,0.0,128.80000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,V745,2012-09-21,VALID,PPL,Open,Male,Northern,RENTED,40.0,Three Full Years,3.0,0.0,12.0,2015-07-21,0,3,0,2012.0,9.0,21.0,2015.0,7.0,21.0, Card I TYPE,753.1650000000001,None,None,2063.6999999999998,757.0,488.39999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,V746,2012-09-22,VALID,PRR,Open,Male,Eastern,RENTED,38.0,Three Full Years,8.0,6.0,17.0,2015-07-22,0,3,0,2012.0,9.0,22.0,2015.0,7.0,22.0, Card II TYPE,959.385,None,None,2193.3400000000001,626.0,373.95000000000005,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,V747,2012-09-22,VALID,MXX,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-22,1,3,0,2012.0,9.0,22.0,2015.0,7.0,22.0, Card II TYPE,2347.38,None,None,2192.1300000000001,234.0,302.89999999999998,604518.0,0,-49,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
733,V748,2012-09-19,VALID,PWR,Open,Female,Western,RENTED,67.0,Three Full Years,6.0,0.0,22.0,2015-07-19,0,3,0,2012.0,9.0,19.0,2015.0,7.0,19.0, Card II TYPE,755.055,None,None,2193.0799999999999,0.0,221.90000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,V749,2012-09-21,VALID,CNN,Open,Male,Western,BOUGHT,80.0,Three Full Years,6.0,0.0,12.0,2015-07-21,0,3,0,2012.0,9.0,21.0,2015.0,7.0,21.0, Card II TYPE,524.895,None,None,1772.54,0.0,41.649999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,V750,2012-09-24,VALID,PPL,Open,Female,Northern,RENTED,44.0,Three Full Years,3.0,0.0,7.0,2015-07-24,0,3,0,2012.0,9.0,24.0,2015.0,7.0,24.0, Card I TYPE,875.175,None,None,2040.1999999999998,0.0,288.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,V751,2012-09-25,VALID,PRP,Open,Female,Western,RENTED,32.0,Three Full Years,4.0,0.0,7.0,2015-07-25,1,3,0,2012.0,9.0,25.0,2015.0,7.0,25.0, Card II TYPE,749.385,None,None,1789.0400000000002,195.0,237.75,604518.0,0,-52,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,V752,2012-09-25,VALID,CNN,Open,Male,Eastern,RENTED,76.0,Three Full Years,5.0,10.0,22.0,2015-07-25,0,3,0,2012.0,9.0,25.0,2015.0,7.0,25.0, Card II TYPE,644.3849999999999,None,None,2198.5100000000002,378.0,188.85000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,V753,2012-09-30,VALID,PWR,Open,Male,Northern,RENTED,42.0,Three Full Years,3.0,0.0,22.0,2015-07-30,0,3,0,2012.0,9.0,30.0,2015.0,7.0,30.0, Card II TYPE,908.9849999999999,None,None,2202.1399999999999,0.0,373.29999999999995,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,V754,2012-09-27,VALID,PMM,Closed,Male,Eastern,RENTED,42.0,,3.0,0.0,21.0,,0,None,0,2012.0,9.0,27.0,,,,None,None,None,None,None,None,None,None,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,V755,2012-09-29,INVALID,ESS,Open,Female,Eastern,RENTED,55.0,Three Full Years,5.0,14.0,22.0,2015-07-29,0,2,1,2012.0,9.0,29.0,2015.0,7.0,29.0, Card II TYPE,935.76,2015-06-06 00:00:00,356.8,1444.79,0.0,0.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,V756,2012-09-29,VALID,KLA,Open,Female,Northern,RENTED,24.0,Three Full Years,3.0,0.0,12.0,2015-07-29,0,3,0,2012.0,9.0,29.0,2015.0,7.0,29.0, Card II TYPE,1057.035,None,None,2201.0699999999997,204.0,651.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,V757,2012-09-29,VALID,CNN,Open,Male,Northern,RENTED,67.0,Three Full Years,4.0,0.0,17.0,2015-07-29,0,3,0,2012.0,9.0,29.0,2015.0,7.0,29.0, Card II TYPE,760.4100000000001,None,None,1887.9699999999998,0.0,143.09999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,V758,2012-10-06,VALID,PRP,Open,Male,Northern,RENTED,39.0,Three Full Years,4.0,10.0,17.0,2015-07-12,6,2,2,2012.0,10.0,6.0,2015.0,7.0,12.0,Paper based/Post,1771.14,2015-07-08 00:00:00,563.4000000000001,1811.6999999999998,320.0,343.39999999999998,604518.0,0,-87,3,5,1,2,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0
744,V759,2012-10-03,VALID,PWR,Open,Male,Northern,RENTED,62.0,Three Full Years,5.0,0.0,22.0,2015-08-03,2,3,0,2012.0,10.0,3.0,2015.0,8.0,3.0, Card II TYPE,2053.8,None,None,1107.22,0.0,16.600000000000001,604518.0,0,-70,3,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
745,V760,2012-10-04,VALID,CNN,Open,Female,Eastern,RENTED,92.0,Three Full Years,4.0,14.0,22.0,2015-08-04,0,3,0,2012.0,10.0,4.0,2015.0,8.0,4.0, Card II TYPE,777.4200000000001,None,None,1841.73,0.0,20.449999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,V761,2012-10-07,VALID,POP,Open,Male,Eastern,RENTED,48.0,Three Full Years,5.0,8.0,22.0,2015-07-07,0,2,0,2012.0,10.0,7.0,2015.0,7.0,7.0,Paper based/Post,1011.885,None,None,2146.5900000000001,0.0,168.55000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,V762,2012-10-09,VALID,PPL,Open,Female,Northern,RENTED,63.0,Three Full Years,3.0,0.0,22.0,2015-07-09,0,3,0,2012.0,10.0,9.0,2015.0,7.0,9.0, Card II TYPE,426.3,None,None,2187.1300000000001,712.0,729.60000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,V763,2012-10-04,VALID,KLA,Open,,Eastern,RENTED,,Three Full Years,,,,2015-08-04,2,2,0,2012.0,10.0,4.0,2015.0,8.0,4.0,Paper based/Post,903.63,None,None,2193.3000000000002,0.0,456.20000000000005,604518.0,0,-102,3,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
749,V764,2012-10-05,VALID,PRP,Open,Male,Eastern,RENTED,44.0,Three Full Years,5.0,20.0,22.0,2015-07-05,0,3,1,2012.0,10.0,5.0,2015.0,7.0,5.0, Card II TYPE,1002.0150000000001,2015-05-03 00:00:00,854.3000000000001,2030.5500000000002,695.0,509.84999999999991,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,V765,2012-10-05,VALID,PMM,Open,Male,Eastern,RENTED,35.0,Three Full Years,3.0,0.0,17.0,2015-07-05,4,2,0,2012.0,10.0,5.0,2015.0,7.0,5.0,Paper based/Post,928.5150000000001,None,None,1816.6399999999999,560.0,303.35000000000002,604518.0,0,-87,3,4,0,0,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
751,V766,2012-10-10,VALID,PWR,Open,Male,Eastern,RENTED,26.0,Three Full Years,3.0,12.0,7.0,2015-07-10,0,3,0,2012.0,10.0,10.0,2015.0,7.0,10.0, Card II TYPE,876.0150000000001,None,None,2015.6799999999998,0.0,132.25,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,V767,2012-10-30,VALID,PRR,Open,Male,Eastern,RENTED,58.0,Three Full Years,1.0,0.0,7.0,2015-07-30,0,3,0,2012.0,10.0,30.0,2015.0,7.0,30.0, Card II TYPE,1019.3399999999999,None,None,2126.5,0.0,253.25,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,V768,2012-10-09,VALID,PRR,Open,Male,Eastern,RENTED,63.0,Three Full Years,4.0,0.0,22.0,2015-07-09,2,3,1,2012.0,10.0,9.0,2015.0,7.0,9.0, Card II TYPE,963.5849999999999,2015-07-07 00:00:00,817.6999999999999,1755.4099999999999,83.0,253.44999999999999,604518.0,0,-101,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
754,V769,2012-10-09,VALID,PMM,Open,,Eastern,RENTED,,Three Full Years,,,,2015-07-09,0,3,2,2012.0,10.0,9.0,2015.0,7.0,9.0, Card II TYPE,876.0150000000001,2015-06-07 00:00:00,734.3000000000001,2156.5500000000002,71.0,286.50000000000006,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,V770,2012-10-07,VALID,CNN,Open,,Northern,BOUGHT,,Three Full Years,,,,2015-07-07,0,3,0,2012.0,10.0,7.0,2015.0,7.0,7.0, Card II TYPE,561.6450000000001,None,None,1746.53,0.0,15.9,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,V771,2012-10-09,VALID,CNN,Open,Female,Northern,RENTED,55.0,Three Full Years,3.0,0.0,7.0,2015-07-09,0,3,0,2012.0,10.0,9.0,2015.0,7.0,9.0,Paper based/Post,821.625,None,None,1840.3,371.0,157.80000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,V772,2012-10-12,VALID,CNN,Open,Male,Western,RENTED,28.0,Three Full Years,5.0,0.0,12.0,2015-07-12,0,3,0,2012.0,10.0,12.0,2015.0,7.0,12.0, Card II TYPE,650.79,None,None,2206.4200000000001,0.0,97.149999999999991,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,V773,2012-10-19,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-19,1,3,0,2012.0,10.0,19.0,2015.0,7.0,19.0, Card II TYPE,829.605,None,None,1972.7400000000002,663.0,366.75,604518.0,0,-96,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,V774,2012-10-11,VALID,CNN,Open,Male,Northern,RENTED,37.0,Three Full Years,1.0,8.0,21.0,2015-07-11,4,3,0,2012.0,10.0,11.0,2015.0,7.0,11.0, Card I TYPE,773.115,None,None,1974.1500000000001,500.0,177.30000000000001,604518.0,0,-83,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
760,V775,2012-10-11,VALID,PRR,Open,Female,Eastern,RENTED,64.0,Three Full Years,6.0,14.0,12.0,2015-07-11,0,3,0,2012.0,10.0,11.0,2015.0,7.0,11.0, Card II TYPE,1085.7,None,None,1791.0799999999999,0.0,132.19999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,V776,2012-10-16,VALID,KLA,Open,Female,Northern,RENTED,34.0,Three Full Years,6.0,20.0,7.0,2015-07-16,0,3,0,2012.0,10.0,16.0,2015.0,7.0,16.0, Card II TYPE,1057.56,None,None,2199.6400000000003,154.0,831.30000000000007,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,V777,2012-10-12,VALID,PWR,Open,Male,Eastern,RENTED,33.0,Three Full Years,5.0,5.0,7.0,2015-07-12,4,3,0,2012.0,10.0,12.0,2015.0,7.0,12.0, Card II TYPE,748.9649999999999,None,None,1462.4499999999998,21.0,188.80000000000001,604518.0,0,-100,3,3,1,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2
763,V778,2012-10-12,VALID,CNN,Open,Female,Western,RENTED,30.0,Three Full Years,3.0,0.0,12.0,2017-02-12,0,3,0,2012.0,10.0,12.0,2017.0,2.0,12.0, Card II TYPE,772.1700000000001,None,None,1888.1399999999999,0.0,63.700000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,V779,2012-10-15,VALID,CNN,Open,Male,Northern,RENTED,35.0,Three Full Years,2.0,0.0,7.0,2015-07-15,0,3,0,2012.0,10.0,15.0,2015.0,7.0,15.0, Card I TYPE,668.64,None,None,2195.3200000000002,630.0,222.90000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,V780,2012-10-14,VALID,POP,Closed,Male,Western,BOUGHT,55.0,,8.0,0.0,22.0,,0,None,0,2012.0,10.0,14.0,,,,None,None,None,None,None,None,None,None,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
