,Unnamed: 0,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport.ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems.EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
1438,1439,VALID,PRP,Open,Female,Eastern,RENTED,31.0,Three Full Years,3,0,17,0,3,0,2013,10,4,2015,10,4, Card II TYPE,1403,457,1005,1,494,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,-184
1439,1440,INVALID,PWR,Open,Male,Northern,RENTED,34.0,Three Full Years,4,0,12,0,3,0,2013,10,14,2015,10,14, Card I TYPE,1767,457,1983,241,2597,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,-194
1440,1441,VALID,POP,Open,Female,Eastern,RENTED,25.0,Three Full Years,2,0,1,0,3,0,2013,10,4,2015,10,4, Card II TYPE,1741,457,3335,1,300,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,-184
1441,1442,VALID,PMM,Open,Male,Northern,RENTED,29.0,Three Full Years,3,0,4,1,3,0,2013,10,5,2015,10,5, Card II TYPE,1145,457,2895,633,4075,0,-75,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,-185
1442,1443,VALID,KLA,Open,Male,Western,BOUGHT,44.7560833333,Three Full Years,2,0,7,0,3,0,2013,10,6,2015,10,6, Card II TYPE,1928,457,3054,1,3661,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,-186
1443,1444,VALID,PPL,Open,Female,Eastern,RENTED,86.0,Three Full Years,2,14,12,0,3,0,2013,10,6,2015,10,6, Card II TYPE,33,457,1268,1,1105,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,-186
1444,1445,VALID,CHC,Closed,Female,Eastern,RENTED,44.0,Three Full Years,6,0,22,1,2,2,2013,10,6,2015,10,20, Card II TYPE,1127,326,235,885,2218,0,-89,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,544,-200
1445,1446,VALID,PWR,Open,Female,Eastern,RENTED,47.0,Three Full Years,5,0,4,1,3,0,2013,10,6,2015,10,6, Card II TYPE,1122,457,4020,1,1750,0,-85,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,-186
1446,1447,VALID,POP,Open,Male,Northern,RENTED,45.1826943875,Three Full Years,3,0,7,0,3,0,2013,10,9,2015,10,9, Card II TYPE,2033,457,3964,1,2352,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,-189
1447,1448,VALID,PWR,Open,Female,Northern,RENTED,58.0,Three Full Years,2,0,21,2,3,0,2013,10,8,2015,10,8, Card II TYPE,1823,457,1352,460,2856,0,-117,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,-188
1448,1449,VALID,PRR,Open,Male,Northern,RENTED,47.8041893939,Three Full Years,3,0,4,0,3,0,2013,10,13,2015,10,22, Card II TYPE,1521,457,3889,900,3439,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,-202
1449,1450,VALID,PWR,Open,Male,Northern,RENTED,39.0,Three Full Years,5,0,17,0,3,2,2013,10,12,2015,10,12, Card II TYPE,1426,263,2134,1,1278,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,-192
1450,1451,VALID,PWR,Open,Male,Northern,RENTED,34.0,Three Full Years,3,0,7,0,3,0,2013,10,10,2015,10,10, Card II TYPE,1145,457,1136,1,1560,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,-190
1451,1452,VALID,KLA,Open,Female,Eastern,RENTED,64.0,Three Full Years,11,0,21,0,3,0,2013,10,10,2015,10,10, Card II TYPE,747,457,3303,1,962,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,-190
1452,1453,VALID,PWR,Open,Male,Western,RENTED,65.0,Three Full Years,13,5,22,0,3,0,2013,11,15,2015,11,15, Card II TYPE,1132,457,3058,1,867,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,-225
1453,1454,VALID,CNN,Open,Male,Northern,RENTED,41.8202619048,Three Full Years,3,0,4,0,3,0,2013,10,12,2015,10,12, Card II TYPE,1163,457,2038,578,1508,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,-192
1454,1455,VALID,PWR,Open,Female,Northern,RENTED,59.0,Three Full Years,3,0,17,0,3,0,2013,10,11,2015,10,11, Card II TYPE,1791,457,3604,862,3910,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,-191
1455,1456,VALID,PWR,Open,Male,Eastern,RENTED,70.0,Three Full Years,6,14,12,0,3,0,2013,10,11,2015,10,11, Card II TYPE,1827,457,1914,1,2168,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,-191
1456,1457,VALID,PWR,Closed,Male,Eastern,RENTED,43.09,Three Full Years,4,0,7,5,1,1,2013,10,13,2015,10,13, Card II TYPE,1816,340,4481,1,3772,0,-67,2,4,1,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,537,-193
1457,1458,VALID,CNN,Open,Female,Eastern,RENTED,38.0,Three Full Years,4,10,22,0,3,0,2013,10,23,2015,10,23, Card I TYPE,1529,457,498,1,1192,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,-203
1458,1459,VALID,PWR,Open,Female,Eastern,RENTED,56.6094047619,Three Full Years,6,0,22,1,3,0,2013,10,17,2015,10,17, Card II TYPE,1365,457,233,1,693,0,-105,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,533,-197
1459,1460,VALID,CNN,Open,Female,Eastern,BOUGHT,52.0,Three Full Years,3,0,4,0,3,0,2013,10,15,2015,10,15, Card II TYPE,1182,457,2555,846,2023,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,-195
1460,1461,VALID,PWR,Open,Male,Eastern,RENTED,56.0,Three Full Years,5,0,4,1,3,1,2013,10,19,2015,10,19, Card II TYPE,1126,175,489,1,3563,0,-80,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,531,-199
1461,1462,VALID,PWR,Open,Male,Northern,RENTED,36.0,Three Full Years,6,18,12,1,2,1,2013,10,19,2015,10,19, Card I TYPE,1377,162,705,912,2233,0,-67,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,531,-199
1462,1463,VALID,POP,Open,Female,Northern,RENTED,27.0,Three Full Years,3,0,12,0,3,0,2013,10,16,2015,10,16, Card II TYPE,2016,457,1722,1,2268,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,-196
1463,1464,VALID,MXX,Open,Female,Eastern,RENTED,46.0,Three Full Years,7,0,21,0,3,0,2013,10,17,2015,10,17, Card II TYPE,555,457,2200,215,2678,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,-197
1464,1465,VALID,PWR,Open,Female,Northern,RENTED,60.0,Three Full Years,6,0,22,0,3,0,2013,10,17,2015,10,17, Card II TYPE,1217,457,1216,1,799,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,-197
1465,1466,VALID,CNN,Open,Male,Eastern,RENTED,48.1516666667,Three Full Years,3,0,7,8,3,0,2013,10,16,2015,10,16, Card II TYPE,377,457,2226,1,3667,0,-47,3,2,6,0,0,3,3,0,1,0,0,3,3,0,2,0,0,0,0,0,0,534,-196
1466,1467,VALID,PWR,Open,Female,Western,RENTED,51.0,Three Full Years,3,5,12,0,3,0,2013,11,6,2015,11,6, Card I TYPE,1102,457,4244,1,1311,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,-216
1467,1468,VALID,PPL,Open,Female,Eastern,RENTED,68.0,Three Full Years,5,14,22,0,3,0,2013,10,18,2015,10,18, Card II TYPE,1392,457,1408,299,1064,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,-198
1468,1469,INVALID,POP,Open,Male,Northern,RENTED,48.0,Three Full Years,11,20,17,0,3,0,2013,10,18,2015,10,18, Card II TYPE,20,457,1527,1,2232,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,-198
1469,1470,VALID,PPL,Open,Male,Northern,RENTED,43.26135918,Three Full Years,3,0,4,0,3,0,2013,10,27,2015,10,27, Card II TYPE,1132,457,3359,1,724,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,-207
1470,1471,INVALID,CNN,Open,Female,Eastern,RENTED,59.0,Three Full Years,8,0,21,0,3,0,2013,10,19,2015,10,19, Card II TYPE,1476,457,547,1,2177,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,-199
1471,1472,VALID,PWR,Open,Female,Eastern,RENTED,58.0,Three Full Years,6,10,22,1,3,1,2013,10,20,2015,10,20, Card II TYPE,1476,266,4124,1,2821,0,-108,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,530,-200
1472,1473,VALID,PRR,Open,Female,Eastern,RENTED,55.0,Three Full Years,8,9,21,0,3,0,2013,10,19,2015,10,19, Card II TYPE,288,457,2586,514,2559,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,-199
1473,1474,INVALID,CNN,Open,Male,Northern,RENTED,43.0,Three Full Years,3,0,22,0,3,0,2013,10,22,2015,10,22, Card II TYPE,1155,457,677,1,4036,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,-202
1474,1475,VALID,PRP,Closed,Male,Eastern,RENTED,46.9166944444,Three Full Years,2,0,2,0,None,0,2013,10,22,2015,7,31,None,2035,457,4617,933,4333,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,-121
1475,1476,VALID,PWR,Open,Female,Eastern,RENTED,50.0,Three Full Years,7,0,17,0,3,0,2013,10,22,2015,10,22, Card II TYPE,1502,457,4593,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,-202
1476,1477,VALID,PWR,Open,Female,Eastern,RENTED,56.0,Three Full Years,5,0,22,0,3,0,2013,10,23,2015,10,23, Card II TYPE,1103,457,1793,1,137,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,-203
1477,1478,VALID,PWR,Open,Male,Northern,RENTED,38.0,Three Full Years,4,0,7,0,3,0,2013,10,23,2015,10,23, Card II TYPE,1206,457,4309,1,644,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,-203
1478,1479,VALID,PWR,Open,Female,Northern,RENTED,54.0,Three Full Years,2,0,17,2,2,2,2013,10,23,2015,10,23, Card II TYPE,260,67,667,1,162,0,-64,3,1,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,527,-203
1479,1480,INVALID,PWR,Open,Male,Northern,RENTED,60.0,Three Full Years,3,0,22,1,3,0,2013,10,25,2015,10,25, Card II TYPE,1113,457,859,1,1804,0,-66,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,525,-205
1480,1481,VALID,PWR,Open,Male,Northern,RENTED,62.0,Three Full Years,3,0,4,2,3,0,2013,10,29,2015,11,29, Card I TYPE,398,457,867,1,2026,0,-40,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,521,-239
1481,1482,VALID,PWR,Open,Female,Southern,RENTED,50.7416428571,Three Full Years,3,0,7,0,3,0,2013,11,1,2015,11,1, Card II TYPE,1118,457,1513,1,744,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,-211
1482,1483,VALID,CNN,Open,Female,Northern,RENTED,62.0,Three Full Years,3,5,21,0,3,0,2013,11,5,2015,11,5, Card II TYPE,1495,457,254,1,3895,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,-215
1483,1484,VALID,CNN,Open,Male,Northern,RENTED,53.0,Three Full Years,5,13,22,0,3,0,2013,10,29,2015,10,29, Card II TYPE,1249,457,3091,1,4235,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,-209
1484,1485,VALID,PWR,Open,Male,Northern,RENTED,44.0,Three Full Years,7,10,22,0,3,0,2013,10,28,2015,10,28, Card I TYPE,1754,457,3500,1,1897,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,-208
1485,1486,VALID,PRR,Open,Male,Southern,RENTED,33.0,Three Full Years,1,0,4,0,3,0,2013,11,9,2015,11,9, Card II TYPE,1727,457,2779,908,4121,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,-219
1486,1487,VALID,KLA,Open,Male,Western,RENTED,47.0,Three Full Years,7,0,7,0,3,0,2013,10,30,2015,10,30, Card II TYPE,1102,457,4127,1,1303,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,-210
1487,1488,VALID,PWR,Closed,Male,Southern,RENTED,45.3477777778,Three Full Years,3,0,4,2,2,0,2013,11,7,2015,7,2, Card II TYPE,1386,457,4547,1,3773,0,-75,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,513,-92
1488,1489,VALID,PPL,Open,Female,Eastern,RENTED,59.0,Three Full Years,6,14,22,0,3,0,2013,11,1,2015,11,1, Card II TYPE,1884,457,1786,785,3032,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,-211
1489,1490,VALID,CNN,Open,Female,Western,RENTED,68.0,Three Full Years,8,14,22,0,3,0,2013,10,31,2015,10,31, Card I TYPE,1163,457,781,1,2035,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,-211
1490,1491,VALID,CNN,Open,Female,Northern,RENTED,54.0,Three Full Years,3,0,12,1,3,0,2013,10,31,2015,10,31, Card II TYPE,1195,457,4581,1,21,0,-56,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,519,-211
1491,1492,VALID,PMM,Open,Male,Southern,RENTED,62.0,Three Full Years,6,5,4,0,2,0,2013,11,2,2015,11,2, Card II TYPE,1462,457,369,1,1981,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,-212
1492,1493,VALID,CNN,Closed,Female,Eastern,RENTED,35.0,Three Full Years,2,0,7,1,1,0,2013,11,3,2015,7,31, Card II TYPE,1603,457,4424,1,4167,0,-57,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,517,-121
1493,1494,INVALID,CNN,Open,Male,Eastern,RENTED,70.0,Three Full Years,6,8,21,0,3,0,2013,11,5,2015,11,5, Card II TYPE,1096,457,1368,1,3206,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,-215
1494,1495,VALID,PPL,Open,Male,Northern,RENTED,49.0,Three Full Years,2,0,12,5,3,3,2013,11,2,2015,11,5, Card II TYPE,326,2,1867,439,2715,0,-79,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,518,-215
1495,1496,VALID,PWR,Closed,Male,Southern,RENTED,43.7218253968,Three Full Years,2,0,7,0,None,0,2013,11,5,2015,7,24,None,2035,457,4617,933,4333,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,-114
1496,1497,VALID,PPL,Closed,Female,Northern,RENTED,44.644,Three Full Years,3,0,12,3,1,2,2013,11,6,2015,7,6, Card II TYPE,876,34,641,266,1686,0,-96,3,2,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,514,-96
1497,1498,VALID,PWR,Open,Female,Eastern,RENTED,59.0,Three Full Years,3,0,4,0,3,1,2013,11,9,2015,11,9, Card II TYPE,1377,248,1628,333,1920,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,-219
1498,1499,VALID,PPL,Open,Male,Northern,RENTED,51.0,Three Full Years,3,0,17,4,2,1,2013,11,13,2015,11,18, Card II TYPE,944,259,647,1,142,0,-58,3,1,3,0,1,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,507,-228
1499,1500,VALID,PMM,Open,Male,Eastern,RENTED,40.0,Three Full Years,6,0,17,0,3,0,2013,11,18,2015,11,18, Card II TYPE,1377,457,4067,40,3077,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,-228
1500,1501,INVALID,PWR,Open,Female,Northern,BOUGHT,59.0,Three Full Years,3,0,21,3,3,1,2013,11,7,2015,11,7, Card II TYPE,997,133,795,1,663,0,-70,3,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,513,-217
1501,1502,VALID,PWR,Open,Female,Northern,RENTED,39.0,Three Full Years,1,0,4,0,3,0,2013,11,12,2015,11,12, Card II TYPE,1451,457,3343,1,1733,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,-222
1502,1503,VALID,PMM,Open,Female,Western,RENTED,46.0279393939,Three Full Years,1,0,4,3,3,0,2013,11,12,2015,11,12,Paper based/Post,1899,457,228,417,3128,0,-90,2,3,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,508,-222
1503,1504,VALID,PPL,Open,Male,Eastern,RENTED,87.0,Three Full Years,5,0,22,2,3,0,2013,11,9,2015,11,9, Card II TYPE,1393,457,1737,665,2240,0,-108,3,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,511,-219
1504,1505,VALID,PWR,Open,Female,Eastern,RENTED,37.0,Three Full Years,6,0,12,0,3,0,2013,11,10,2015,11,10, Card II TYPE,1118,457,827,1,1312,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,-220
1505,1506,VALID,ESS,Closed,Female,Northern,RENTED,39.0,Three Full Years,6,0,4,0,None,0,2013,11,11,2015,7,26,None,2035,457,4617,933,4333,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,-116
1506,1507,VALID,PWR,Open,Male,Western,RENTED,36.0,Three Full Years,7,0,17,2,3,1,2013,11,13,2015,11,13, Card II TYPE,1141,180,2051,846,2947,0,-88,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,507,-223
1507,1508,VALID,PWR,Open,Female,Northern,RENTED,51.0,Three Full Years,3,0,12,0,3,0,2013,11,8,2015,11,8, Card II TYPE,1113,457,3672,1,1867,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,-218
1508,1509,VALID,PRR,Open,Female,Northern,BOUGHT,43.54,Three Full Years,3,0,4,1,1,1,2013,11,13,2015,11,13,Paper based/Post,1061,363,2539,28,3281,0,-49,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,-223
1509,1510,VALID,KLA,Open,Female,Eastern,RENTED,42.0,Three Full Years,3,0,12,4,3,0,2013,11,10,2016,1,10, Card II TYPE,365,457,2711,500,341,0,-94,3,3,1,0,2,2,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,510,-285
1510,1511,VALID,CNN,Open,Male,Eastern,RENTED,34.0,Three Full Years,4,0,4,0,3,0,2013,11,12,2015,11,12, Card II TYPE,1636,457,2747,574,769,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,-222
1511,1512,VALID,CNN,Open,Female,Eastern,RENTED,43.0,Three Full Years,3,0,7,0,3,0,2013,11,30,2015,11,30, Card II TYPE,1096,457,889,498,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,-240
1512,1513,VALID,CHC,Open,Female,Northern,RENTED,31.0,Three Full Years,4,0,12,3,2,2,2013,11,14,2015,11,21, Card II TYPE,978,267,2047,276,384,0,-84,3,2,1,0,2,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,506,-231
1513,1514,VALID,CNN,Open,Female,Eastern,RENTED,52.0,Three Full Years,6,5,21,0,3,0,2013,11,14,2015,11,1, Card II TYPE,1212,457,1015,1,3942,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,-211
1514,1515,VALID,CNN,Open,Male,Northern,RENTED,67.0,Three Full Years,3,0,17,0,3,0,2013,11,15,2015,11,15, Card II TYPE,1144,457,3000,1,2753,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,-225
1515,1516,VALID,PRR,Open,Male,Western,RENTED,38.0,Three Full Years,4,0,4,0,3,0,2013,11,15,2015,11,15, Card II TYPE,1481,457,82,574,2070,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,-225
1516,1517,VALID,PMM,Open,Male,Eastern,RENTED,51.0,Three Full Years,6,0,17,0,3,0,2013,11,15,2015,11,15, Card II TYPE,1395,457,2067,508,2075,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,-225
1517,1518,INVALID,PPL,Open,Male,Northern,RENTED,57.0,Three Full Years,5,20,22,0,3,0,2013,11,16,2015,11,16, Card II TYPE,1521,457,3709,1,1396,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,-226
1518,1519,VALID,PWR,Open,Female,Western,RENTED,47.0,Three Full Years,3,0,22,0,3,0,2013,11,16,2015,11,16, Card II TYPE,1129,457,3122,517,3096,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,-226
1519,1520,VALID,CNN,Open,Male,Northern,RENTED,66.0,Three Full Years,5,0,22,0,3,0,2013,11,17,2015,11,17, Card II TYPE,1147,457,3338,703,2273,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,-227
1520,1521,VALID,PPL,Open,Male,Northern,BOUGHT,27.0,Three Full Years,4,0,2,10,2,0,2013,11,19,2015,11,19, Card II TYPE,64,457,1719,1,702,0,-66,3,5,5,0,2,3,3,0,3,0,0,1,1,0,2,1,0,1,0,0,0,501,-229
1521,1522,VALID,PWR,Open,Male,Southern,RENTED,61.0,Three Full Years,6,10,22,0,3,0,2013,11,19,2015,11,19, Card II TYPE,1481,457,1801,1,3709,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,-229
1522,1523,VALID,PRP,Open,Female,Northern,RENTED,55.0,Three Full Years,5,20,17,8,3,0,2013,11,21,2015,11,21, Card II TYPE,1472,457,2513,834,3928,0,-106,3,4,4,1,2,4,4,1,2,0,0,0,0,1,0,2,0,2,0,0,0,499,-231
1523,1524,VALID,PRR,Open,Male,Eastern,RENTED,64.0,Three Full Years,4,0,4,0,3,0,2013,11,22,2015,11,22, Card II TYPE,461,457,2799,313,2766,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,-232
1524,1525,VALID,PWR,Open,Female,Eastern,RENTED,42.8345238095,Three Full Years,3,0,2,1,3,1,2013,12,5,2016,2,5, Card II TYPE,1535,283,4617,933,4333,0,-71,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,485,-310
1525,1526,VALID,PRP,Open,Male,Northern,RENTED,42.045,Three Full Years,3,0,4,0,2,1,2013,11,21,2015,11,21, Card II TYPE,67,399,3180,1,2908,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,-231
1526,1527,VALID,KLA,Open,Female,Western,RENTED,44.0,Three Full Years,5,0,4,1,3,0,2013,11,22,2015,11,22, Card II TYPE,1349,457,2941,262,131,0,-52,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,498,-232
1527,1528,VALID,PWR,Open,Male,Northern,RENTED,43.3724197861,Three Full Years,3,0,4,0,3,1,2013,11,23,2015,11,23, Card I TYPE,1113,168,3324,51,1441,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,-233
1528,1529,VALID,PMM,Open,Male,Northern,RENTED,40.0,Three Full Years,1,0,4,0,3,0,2013,11,22,2015,11,22, Card I TYPE,1421,457,3256,1,1069,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,-232
1529,1530,VALID,CNN,Open,Female,Northern,RENTED,72.0,Three Full Years,5,0,21,1,3,0,2013,11,24,2015,11,24,Paper based/Post,1135,457,2018,422,1481,0,-34,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,496,-234
1530,1531,VALID,PWR,Open,Male,Northern,RENTED,42.0,Three Full Years,1,5,4,0,3,0,2013,11,26,2015,11,26, Card II TYPE,1538,457,4617,933,4333,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,-236
1531,1532,VALID,PMM,Open,Male,Northern,RENTED,65.0,Three Full Years,9,5,21,0,3,0,2013,11,23,2015,11,23, Card II TYPE,1424,457,2147,1,1447,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,-233
1532,1533,VALID,CNN,Open,Female,Northern,RENTED,46.0,Three Full Years,7,0,21,0,2,0,2013,11,28,2015,11,28, Card II TYPE,1195,457,2165,1,3499,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,-238
1533,1534,VALID,PWR,Open,Male,Northern,RENTED,49.0,Three Full Years,3,0,22,0,3,0,2013,11,24,2015,11,24, Card II TYPE,1541,457,1517,1,733,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,-234
1534,1535,VALID,KLA,Open,Male,Eastern,BOUGHT,56.0,Three Full Years,3,9,7,2,3,0,2013,11,26,2015,11,26, Card II TYPE,2002,457,1461,1,708,0,-65,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,494,-236
1535,1536,VALID,PWR,Open,Male,Northern,RENTED,48.0,Three Full Years,4,10,17,0,3,0,2013,11,26,2015,11,26, Card II TYPE,1056,457,697,1,955,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,-236
