"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention"
"253","VALID","PWR","Open","Female","Eastern","RENTED",29,"Three Full Years","4","0","7","0","2","3","0","2012","6","19","2015","3","7"," Card II TYPE",636.09,0,2041.52,99,353.05,"0",84,"3",1,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"254","VALID","PWP","Open","Female","Eastern","RENTED",53,"Three Full Years","1","0","7","0","2","2","0","2012","3","3","2015","3","9","Paper based/Post",781.2,0,1748.62,0,53.5,"0",33,"3",2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"255","VALID","PWM","Open","Male","Northern","RENTED",45,"Three Full Years","6","0","7","0","0","3","0","2012","6","17","2015","3","9"," Card I TYPE",1435.35,0,2017.95,0,469.3,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","VALID","PWR","Open","Female","Northern","RENTED",57,"Three Full Years","3","0","7","0","0","3","0","2013","4","2","2015","3","10"," Card II TYPE",671.055,0,1807.55,0,123.65,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","VALID","PRM","Open","Male","Eastern","RENTED",61,"Three Full Years","4","0","7","0","0","3","0","2011","11","15","2015","3","17"," Card II TYPE",748.23,0,1908.54,137,700.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","VALID","PPL","Open","Male","Northern","RENTED",47.7,"Three Full Years","7","19","21","0","0","3","0","2014","7","19","2016","7","7"," Card I TYPE",648.165,0,2175.95,1172,536.4,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","VALID","PWR","Open","Male","Eastern","RENTED",36,"Three Full Years","3","0","4","0","0","3","0","2013","6","29","2015","3","8"," Card II TYPE",682.29,0,2132.59,729,544.85,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","VALID","PRM","Open","Female","Northern","RENTED",62,"Three Full Years","6","9","22","0","1","3","0","2013","12","3","2016","3","10"," Card I TYPE",689.64,0,1782.27,0,113.5,"0",45,"3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"261","VALID","PWR","Open","Female","Eastern","RENTED",51,"Three Full Years","6","0","21","0","0","3","0","2012","11","3","2015","3","11"," Card II TYPE",771.015,0,1583.29,0,16.65,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","VALID","POP","Open","Male","Eastern","RENTED",62,"Three Full Years","2","8","2","0","1","3","0","2012","5","1","2015","3","27"," Card II TYPE",1084.44,0,1946.8,0,190.5,"0",70,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"263","VALID","PWR","Open","Male","Northern","RENTED",39,"Three Full Years","5","0","21","0","0","3","0","2013","1","4","2015","3","12"," Card I TYPE",770.7,0,2106.35,0,355.6,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","VALID","KLA","Open","Male","Western","RENTED",61,"Three Full Years","1","5","12","0","0","3","0","2011","11","29","2015","3","12"," Card II TYPE",699.3,0,1943.48,0,620.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","VALID","PWM","Open","Male","Eastern","RENTED",48,"Three Full Years","4","0","22","0","0","2","0","2011","10","21","2015","3","12","Paper based/Post",1558.515,0,2180.15,0,380.4,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","VALID","PWR","Open","Male","Northern","RENTED",68,"Three Full Years","5","0","22","0","0","3","0","2012","1","24","2015","3","13"," Card II TYPE",726.39,0,2076.97,0,12.75,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","VALID","KLA","Open","Female","Eastern","RENTED",66,"Three Full Years","6","0","22","0","0","3","0","2012","9","15","2015","3","17","Paper based/Post",1196.16,0,2088.25,502,1674.15,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","VALID","KLA","Open","Male","Northern","RENTED",59,"Three Full Years","3","0","17","0","0","3","0","2014","12","23","2016","12","18"," Card II TYPE",1303.47,0,2075.74,0,430.95,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","VALID","PWR","Open","Female","Eastern","RENTED",64,"Three Full Years","5","14","17","0","0","3","0","2013","11","16","2016","3","16"," Card II TYPE",755.265,0,1861.62,0,142.6,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","VALID","PWP","Open","Male","Northern","RENTED",57,"Three Full Years","3","0","7","0","0","3","0","2012","5","19","2015","3","24"," Card II TYPE",662.97,0,2181.18,164,356,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","VALID","PWR","Open","Male","Eastern","RENTED",55,"Three Full Years","7","6","17","0","0","3","0","2013","12","4","2016","3","17"," Card I TYPE",638.19,0,1254.83,0,5.8,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","VALID","PWR","Open","Female","Northern","RENTED",33,"Three Full Years","3","0","22","0","2","3","0","2012","6","21","2015","3","17"," Card II TYPE",804.405,0,1981.36,0,76.35,"0",61,"3",1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"273","VALID","CNN","Open","Female","Eastern","RENTED",66,"Three Full Years","3","0","17","0","0","3","0","2013","11","26","2016","3","18"," Card II TYPE",636.09,0,2166.29,0,73.75,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","VALID","PPL","Open","Male","Western","RENTED",38,"Three Full Years","13","5","12","0","1","3","0","2014","12","31","2016","12","17"," Card II TYPE",541.695,0,1812.29,195,388.15,"0",28,"3",1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"275","VALID","PPL","Open","Male","Eastern","BOUGHT",61,"Three Full Years","6","0","12","0","0","3","0","2014","4","4","2015","4","4"," Card II TYPE",419.475,0,1968.94,0,135.2,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","VALID","PWR","Open","Female","Western","RENTED",67,"Three Full Years","6","0","21","0","0","3","0","2012","5","22","2015","3","23"," Card II TYPE",771.645,0,2176.89,0,139.1,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","VALID","POP","Open","Female","Eastern","RENTED",44,"Three Full Years","6","20","17","0","0","3","0","2011","10","13","2015","3","23"," Card II TYPE",1084.86,0,2081.46,0,268.6,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","VALID","PPL","Open","Male","Northern","RENTED",64,"Three Full Years","8","14","22","0","0","3","0","2013","6","19","2015","6","6"," Card II TYPE",783.51,0,1707.97,0,0,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","VALID","PPL","Open","Male","Northern","RENTED",52.6,"Three Full Years","8","0","22","0","11","2","2","2014","4","3","2016","7","19"," Card II TYPE",645.645,380.4,1869.99,331,207.6,"0",56,"3",6,5,3,3,4,4,2,1,0,0,0,0,1,1,2,0,2,0,0,0
"280","VALID","PRR","Open","Female","Eastern","RENTED",73,"Three Full Years","7","20","22","0","0","3","0","2013","8","15","2015","7","17"," Card I TYPE",333.165,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","VALID","PWR","Open","Female","Eastern","RENTED",28,"Three Full Years","3","0","12","0","0","3","0","2013","8","14","2015","7","24"," Card II TYPE",802.095,0,1804.49,0,192.7,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","VALID","PWM","Open","Male","Eastern","RENTED",45,"Three Full Years","5","0","12","0","0","3","0","2013","5","7","2015","5","4"," Card II TYPE",1485.225,0,1816.55,193,633.5,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","VALID","PWR","Open","Male","Eastern","BOUGHT",42,"Three Full Years","6","6","21","0","0","2","0","2013","9","14","2015","8","31"," Card II TYPE",633.78,0,2057.07,2,333.8,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","VALID","PWM","Open","Male","Northern","RENTED",47,"Three Full Years","3","0","7","0","0","3","0","2013","6","14","2015","5","23"," Card II TYPE",1759.8,0,2092.72,0,778.2,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","VALID","PWR","Open","Male","Eastern","RENTED",69,"Three Full Years","7","14","22","0","0","3","0","2013","10","22","2016","4","3"," Card II TYPE",643.23,0,1839.71,0,82.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","VALID","CHC","Open","Female","Eastern","RENTED",64,"Three Full Years","4","14","22","0","1","2","0","2014","3","11","2016","3","31"," Card II TYPE",613.515,0,1562.58,0,14.25,"0",0,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"287","VALID","POP","Open","Female","Eastern","RENTED",70,"Three Full Years","4","5","17","0","1","3","0","2013","10","18","2016","4","5"," Card I TYPE",1031.94,0,1796.85,0,66.85,"0",10,"3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","VALID","PWR","Open","Male","Eastern","RENTED",48,"Three Full Years","4","0","22","0","0","2","1","2013","2","2","2015","4","1"," Card II TYPE",646.695,515.9,1661.99,0,65.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","VALID","PWR","Open","Female","Eastern","RENTED",38,"Three Full Years","4","9","22","0","0","2","0","2013","6","21","2015","5","31"," Card II TYPE",718.515,0,2090.63,653,449.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","VALID","PWM","Open","Female","Eastern","RENTED",49,"Three Full Years","3","0","12","0","0","2","0","2012","7","26","2015","4","1"," Card II TYPE",1294.86,0,2181.95,0,80,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","VALID","CNN","Open","Female","Eastern","RENTED",60,"Three Full Years","3","20","22","0","1","3","0","2013","10","24","2016","3","6"," Card II TYPE",568.575,0,1826.18,0,129.45,"0",88,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"292","INVALID","PWP","Open","Male","Northern","RENTED",56.8,"Three Full Years","3","0","7","0","0","3","0","2011","11","30","2015","3","10"," Card II TYPE",772.695,0,1781.18,0,184.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","VALID","PWR","Open","Male","Western","RENTED",50,"Three Full Years","1","14","22","0","0","2","0","2013","11","21","2016","4","2"," Card II TYPE",646.275,0,1831.08,0,86.95,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","VALID","PWR","Open","Female","Northern","RENTED",49,"Three Full Years","6","0","7","0","0","2","0","2012","10","23","2016","4","2"," Card II TYPE",804.405,0,2089.54,313,441.05,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","VALID","PPL","Open","Male","Northern","RENTED",56,"Three Full Years","3","20","22","0","4","3","0","2015","2","11","2017","2","6"," Card I TYPE",648.165,0,548.35,0,52.7,"0",53,"2",1,3,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"296","VALID","PWR","Open","Female","Northern","RENTED",52.15,"Three Full Years","5","0","22","0","0","3","0","2012","11","4","2015","3","8"," Card II TYPE",804.405,0,1560.52,0,117.65,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","VALID","PRM","Open","Male","Northern","RENTED",64,"Three Full Years","6","0","22","0","0","2","0","2014","8","19","2016","8","2"," Card II TYPE",563.64,0,1939.7,30,206.95,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","VALID","PWM","Open","Male","Northern","RENTED",51,"Three Full Years","5","5","22","0","0","3","0","2012","8","9","2015","3","8"," Card II TYPE",1169.385,0,2071.32,0,26.05,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","VALID","PRR","Open","Female","Eastern","RENTED",27,"Three Full Years","3","0","7","0","0","2","1","2013","8","9","2016","3","21","Paper based/Post",6.825,549.8,2069.66,1189,1194.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","VALID","KLA","Open","Female","Northern","RENTED",35,"Three Full Years","5","0","7","0","0","3","0","2012","8","28","2015","4","4"," Card II TYPE",796.425,0,2071.8,398,1306.15,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","VALID","PWR","Open","Female","Northern","RENTED",63,"Three Full Years","3","9","17","0","0","3","0","2013","4","14","2015","4","7"," Card II TYPE",804.405,0,1761.15,0,200.55,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","VALID","PPL","Open","Female","Eastern","RENTED",69,"Three Full Years","6","0","22","0","7","3","1","2013","11","15","2016","3","11"," Card II TYPE",718.515,584.3,1839.61,0,20.95,"0",51,"3",6,1,0,4,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0
"303","VALID","PWR","Open","Male","Eastern","RENTED",45,"Three Full Years","6","0","22","0","0","3","0","2013","10","17","2016","3","7"," Card II TYPE",734.79,0,2069.05,260,364.1,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","VALID","POP","Open","Female","Eastern","RENTED",50,"Three Full Years","4","0","22","0","0","3","0","2011","10","17","2015","3","9"," Card I TYPE",1150.905,0,2184.49,0,347,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","VALID","PWR","Open","Male","Eastern","RENTED",53,"Three Full Years","6","0","7","0","0","3","0","2012","1","25","2015","3","10"," Card II TYPE",643.965,0,1797.06,0,98.5,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","VALID","PRR","Open","Female","Eastern","RENTED",47,"Three Full Years","3","0","17","0","0","3","0","2013","12","22","2016","3","14"," Card I TYPE",1420.86,0,2038.41,799,649.45,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","VALID","PWR","Open","Female","Eastern","RENTED",67,"Three Full Years","4","14","17","0","1","3","0","2013","10","18","2016","3","16"," Card II TYPE",775.32,0,1735.88,0,34.25,"0",13,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"308","VALID","PRM","Open","Male","Northern","RENTED",42,"Three Full Years","5","0","7","0","0","3","0","2012","11","7","2015","3","9"," Card II TYPE",918.12,0,2089.42,822,365.7,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","VALID","PWM","Open","Male","Western","RENTED",40,"Three Full Years","4","6","7","0","0","3","0","2011","11","3","2015","3","23"," Card II TYPE",1603.14,0,2094,0,433,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","VALID","PPL","Open","Male","Western","RENTED",46,"Three Full Years","8","5","17","0","1","3","0","2011","11","23","2015","3","17"," Card II TYPE",751.695,0,2078.15,0,180.85,"0",26,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"311","VALID","PRR","Open","Male","Eastern","RENTED",52,"Three Full Years","6","0","12","0","0","3","0","2012","9","28","2015","3","27"," Card II TYPE",1085.7,0,2007.58,337,482.1,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","VALID","PPL","Open","Female","Western","BOUGHT",51,"Three Full Years","2","0","7","0","0","3","0","2015","3","17","2017","2","21"," Card II TYPE",597.87,0,293.23,0,0.9,"0",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","VALID","PRM","Open","Male","Northern","RENTED",49.5,"Three Full Years","4","0","22","0","2","3","0","2014","3","21","2016","3","15"," Card II TYPE",721.035,0,1644.46,0,104.7,"0",60,"3",0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"314","VALID","PPL","Open","Female","Northern","RENTED",30,"Three Full Years","4","0","7","0","0","3","1","2015","3","19","2017","3","16"," Card II TYPE",862.68,721.6,341.8,0,72.5,"0",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","VALID","PRM","Open","Male","Eastern","RENTED",44,"Three Full Years","3","9","21","0","0","3","0","2014","3","31","2016","3","17"," Card II TYPE",643.23,0,1894.8,0,41.35,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","VALID","CNN","Open","Male","Eastern","BOUGHT",49,"Three Full Years","6","10","17","0","0","3","0","2013","10","27","2016","3","22"," Card II TYPE",524.895,0,1955.97,0,40.15,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","VALID","PWR","Open","Male","Eastern","RENTED",36,"Three Full Years","4","0","7","0","1","3","0","2013","11","8","2016","3","15"," Card II TYPE",771.015,0,1967.61,0,271.7,"0",22,"3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","VALID","PWR","Open","Female","Eastern","RENTED",40,"Three Full Years","9","0","21","0","0","3","0","2012","8","14","2015","3","15"," Card I TYPE",643.23,0,2168.28,0,255.45,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","INVALID","PWR","Open","Male","Eastern","RENTED",60,"Three Full Years","5","0","17","0","0","3","0","2013","11","5","2016","3","15"," Card II TYPE",645.54,0,1878.84,0,132.75,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","VALID","POP","Open","Male","Eastern","RENTED",55,"Three Full Years","4","0","7","0","0","3","0","2011","10","3","2015","4","3"," Card II TYPE",1164.345,0,2181.96,0,128,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","VALID","PWR","Open","Male","Eastern","RENTED",62,"Three Full Years","5","5","22","0","0","3","0","2012","1","14","2015","4","3"," Card II TYPE",638.19,0,1912.41,0,95.1,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","VALID","PWP","Open","Female","Northern","RENTED",46,"Three Full Years","6","5","22","0","0","3","0","2011","12","31","2015","3","24"," Card II TYPE",636.3,0,2019.71,0,257.9,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","VALID","CNN","Open","Male","Western","RENTED",53,"Three Full Years","5","0","12","0","6","3","1","2012","6","9","2015","3","17"," Card II TYPE",730.065,595.3,1911.94,51,203.6,"0",41,"3",5,1,1,0,5,5,0,3,0,0,0,0,2,0,0,0,0,1,0,0
"324","VALID","PWR","Open","Female","Eastern","RENTED",49,"Three Full Years","5","10","22","0","0","3","0","2013","7","5","2015","6","17"," Card II TYPE",636.09,0,1823.42,0,207.65,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","VALID","PWR","Open","Male","Western","BOUGHT",46.8,"Three Full Years","6","0","7","0","2","3","0","2012","6","23","2015","4","4"," Card II TYPE",524.895,0,1586.18,0,148.3,"0",58,"3",0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"326","VALID","PWR","Open","Female","Northern","RENTED",42,"Three Full Years","3","0","12","0","0","3","0","2012","7","20","2015","3","21"," Card II TYPE",878.01,0,1611.8,0,0.2,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","INVALID","PRM","Open","Male","Eastern","RENTED",56,"Three Full Years","5","0","21","0","0","3","0","2014","4","27","2016","4","22"," Card II TYPE",767.76,0,1819.81,0,359.45,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","INVALID","CHC","Open","Male","Northern","RENTED",77,"Three Full Years","6","10","22","0","0","3","0","2014","3","26","2016","3","18"," Card II TYPE",642.6,0,1653.42,0,18.25,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","VALID","PWR","Open","Male","Northern","RENTED",68,"Three Full Years","6","5","17","0","0","3","0","2012","6","10","2015","3","17"," Card II TYPE",648.69,0,1892.04,0,235.9,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","VALID","PMM","Open","Male","Eastern","BOUGHT",54,"Three Full Years","8","5","22","0","0","0","0","2014","9","24","2016","8","25","None",0,0,2063.65,0,108.45,"1",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","VALID","PRP","Open","Male","Eastern","RENTED",31,"Three Full Years","6","0","17","0","3","3","0","2013","2","21","2015","3","18"," Card II TYPE",1086.015,0,2114.92,677,695.4,"0",60,"3",3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","VALID","CHC","Open","Male","Northern","RENTED",63,"Three Full Years","4","0","22","0","0","3","0","2012","2","6","2015","3","22"," Card II TYPE",815.64,0,2090.71,44,212.1,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","VALID","PWR","Open","Female","Eastern","RENTED",54,"Three Full Years","4","13","7","0","1","3","0","2012","11","16","2015","3","21","Paper based/Post",7.875,0,1551.61,0,4.3,"0",41,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"334","VALID","CNN","Open","Female","Western","RENTED",67,"Three Full Years","4","9","21","0","0","3","0","2013","3","12","2015","3","21","Paper based/Post",698.67,0,1741.44,0,60.75,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","VALID","CHC","Open","Female","Eastern","RENTED",65,"Three Full Years","4","0","17","0","1","3","0","2014","4","20","2016","3","23"," Card II TYPE",667.17,0,1875.16,57,122.35,"0",44,"3",1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"336","VALID","PWR","Open","Male","Northern","RENTED",47,"Three Full Years","3","0","12","0","0","3","0","2013","9","4","2015","4","5"," Card II TYPE",636.09,0,2184.44,0,14.4,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","VALID","PRP","Open","Male","Northern","RENTED",50,"Three Full Years","4","5","7","1","1","2","0","2012","7","22","2016","3","23","Paper based/Post",937.44,0,1965.31,292,425.15,"0",70,"3",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"338","VALID","PWP","Open","Male","Eastern","RENTED",66,"Three Full Years","1","0","7","1","0","3","0","2012","5","11","2015","3","28"," Card II TYPE",675.885,0,1147.34,0,56.1,"0",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","VALID","PRR","Open","Male","Northern","RENTED",25,"Three Full Years","3","0","7","0","1","3","0","2013","1","8","2015","3","27"," Card I TYPE",1130.85,0,1987.87,131,348.25,"0",89,"3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","VALID","PRP","Open","Female","Western","RENTED",36,"Three Full Years","7","7","22","0","0","3","0","2015","3","4","2017","3","2"," Card II TYPE",1102.605,0,116.63,0,184.8,"0",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","VALID","PMM","Open","Female","Northern","BOUGHT",72,"Three Full Years","4","5","7","0","0","3","0","2014","9","12","2016","8","28"," Card II TYPE",394.38,0,1880.6,0,49.15,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","VALID","PWR","Open","Male","Eastern","RENTED",65,"Three Full Years","4","13","12","0","5","2","0","2012","9","13","2015","3","28"," Card II TYPE",825.09,0,1828.42,0,76.4,"0",44,"3",1,4,0,1,3,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0
"343","VALID","PWM","Open","Female","Eastern","RENTED",62,"Three Full Years","8","0","22","0","0","3","0","2011","10","25","2015","3","29"," Card II TYPE",1246.35,0,1982.01,0,34.5,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","VALID","PWM","Open","Female","Northern","BOUGHT",43,"Three Full Years","6","5","7","0","5","3","0","2012","3","15","2015","3","7"," Card II TYPE",1114.89,0,1598.12,0,388.15,"0",54,"3",1,4,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"345","VALID","PRM","Open","Male","Eastern","RENTED",26,"Three Full Years","3","8","17","0","0","3","0","2014","1","1","2016","3","29"," Card II TYPE",833.7,0,2147.37,1053,659.2,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","VALID","PRR","Open","Male","Northern","RENTED",69,"Three Full Years","6","10","22","0","0","3","0","2012","7","13","2015","3","28"," Card II TYPE",1145.445,0,2090.9,0,254.15,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","VALID","CNN","Open","Female","Eastern","RENTED",56,"Three Full Years","6","10","22","0","2","3","0","2013","11","12","2016","3","30","Paper based/Post",464.94,0,1741.27,14,139.15,"0",19,"3",1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"348","VALID","CNN","Open","Male","Eastern","BOUGHT",73,"Three Full Years","6","14","17","0","0","2","0","2013","10","26","2016","3","31"," Card II TYPE",601.755,0,1822.32,0,111.55,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","VALID","KLA","Open","Female","Eastern","RENTED",51,"Three Full Years","4","9","7","0","0","3","0","2013","11","26","2016","3","18"," Card II TYPE",748.44,0,2067.54,117,799,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","VALID","PRM","Open","Male","Eastern","RENTED",58,"Three Full Years","6","5","22","0","0","3","0","2013","1","2","2015","3","30"," Card II TYPE",748.965,0,2149.76,20,209.25,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
