,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM
1780,M1815,2012-11-11 0:00:00,VALID,PRR,Open,Male,Northern,RENTED,50,Three Full Years,5,0,21,2015-03-11 0:00:00,0,0,1,3,1,2012,11,11,2012,11,11, Card II TYPE,8.505,2015-01-17 0:00:00,710,1922.06,129,129.2,604506
1781,M1816,2012-11-14 0:00:00,VALID,POP,Open,Male,Northern,RENTED,62,Three Full Years,6,19,22,2015-03-14 0:00:00,0,0,0,3,0,2012,11,14,2012,11,14, Card II TYPE,1097.46,None,None,1947.1,0,249.3,604506
1782,M1817,2012-11-13 0:00:00,VALID,PWR,Open,Female,Northern,Second Hand,68,,7,9,22,,0,0,1,3,0,2012,11,13,,,, Card II TYPE,660.135,None,None,2027.62,0,137.35,604506
1783,M1818,2012-11-14 0:00:00,VALID,CNN,Open,Female,Eastern,RENTED,25,Three Full Years,3,0,12,2015-03-14 0:00:00,0,0,0,3,0,2012,11,14,2012,11,14, Card II TYPE,682.29,None,None,2145.95,0,47.2,604506
1784,M1819,2012-11-24 0:00:00,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-24 0:00:00,0,0,3,3,1,2012,11,24,2012,11,24, Card II TYPE,749.385,2015-03-22 0:00:00,613.7,2089.88,0,361.05,604506
1785,M1820,2012-11-12 0:00:00,VALID,PWR,Open,Female,Northern,RENTED,54,Three Full Years,6,5,22,2015-03-12 0:00:00,0,0,0,3,0,2012,11,12,2012,11,12, Card II TYPE,996.555,None,None,2080.9,0,300.25,604506
1786,M1821,2012-11-13 0:00:00,VALID,CNN,Open,Female,Northern,RENTED,40,Three Full Years,7,0,12,2015-03-13 0:00:00,2015-04-11 0:00:00,1,2,3,0,2012,11,13,2012,11,13, Card II TYPE,63.945,None,None,None,None,None,None
1787,M1822,2012-11-15 0:00:00,VALID,PPL,Open,Female,Eastern,RENTED,39,Three Full Years,7,6,17,2015-03-15 0:00:00,0,0,1,3,0,2012,11,15,2012,11,15, Card II TYPE,682.29,None,None,2110.52,105,180.25,604506
1788,M1823,2012-11-15 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,82,Three Full Years,3,14,22,2015-03-15 0:00:00,0,0,11,3,0,2012,11,15,2012,11,15, Card II TYPE,1122.03,None,None,2070.43,0,48.3,604506
1789,M1824,2012-12-02 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,64,Three Full Years,4,0,12,2015-04-01 0:00:00,0,0,0,2,0,2012,12,2,2012,12,2, Card II TYPE,636.09,None,None,1695.8,18,236.45,604506
1790,M1825,2012-11-16 0:00:00,VALID,CNN,Open,Male,Northern,RENTED,25,Three Full Years,7,18,21,2015-03-16 0:00:00,0,0,0,3,0,2012,11,16,2012,11,16, Card II TYPE,648.06,None,None,1896.82,0,46.95,604506
1791,M1826,2012-11-16 0:00:00,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-16 0:00:00,0,0,2,2,0,2012,11,16,2012,11,16,Paper based/Post,550.62,None,None,2078.7,0,46.35,604506
1792,M1827,2012-11-15 0:00:00,VALID,CNN,Open,Female,Northern,RENTED,69,Three Full Years,5,14,12,2015-03-15 0:00:00,0,0,0,3,0,2012,11,15,2012,11,15, Card II TYPE,648.06,None,None,1838.95,0,54.75,604506
1793,M1828,2012-11-15 0:00:00,VALID,PWR,Open,Male,Northern,RENTED,59,Three Full Years,4,0,4,2015-03-15 0:00:00,0,0,0,3,0,2012,11,15,2012,11,15, Card I TYPE,824.985,None,None,1818.2,0,155.1,604506
1794,M1829,2012-11-15 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,57,Three Full Years,4,0,22,2015-03-15 0:00:00,0,0,2,2,0,2012,11,15,2012,11,15,Paper based/Post,749.385,None,None,1997.63,311,295.4,604506
1795,M1830,2012-11-16 0:00:00,VALID,PPL,Open,Female,Northern,RENTED,73,Three Full Years,6,14,22,2015-03-16 0:00:00,0,0,1,3,0,2012,11,16,2012,11,16, Card II TYPE,928.935,None,None,1810.43,0,139.7,604506
1796,M1831,2012-11-17 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,55,Three Full Years,6,13,17,2015-03-17 0:00:00,0,0,0,3,0,2012,11,17,2012,11,17, Card II TYPE,643.23,None,None,2154.17,419,156.15,604506
1797,M1832,2012-11-20 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,22,Three Full Years,3,0,7,2015-03-20 0:00:00,0,0,0,3,0,2012,11,20,2012,11,20, Card II TYPE,644.385,None,None,1823.73,0,68.6,604506
1798,M1833,2012-11-17 0:00:00,VALID,POP,Open,Male,Eastern,BOUGHT,62,,5,0,21,,0,0,0,1,1,2012,11,17,,,, Card II TYPE,974.82,2015-03-25 0:00:00,828.4,2089.28,0,520.25,604506
1799,M1834,2012-11-28 0:00:00,VALID,PRR,Open,Female,Eastern,RENTED,72,Three Full Years,4,0,7,2015-03-28 0:00:00,0,0,3,3,0,2012,11,28,2012,11,28, Card I TYPE,1126.965,None,None,2041.6,366,594.3,604506
1800,M1835,2012-11-16 0:00:00,VALID,CNN,Open,,Eastern,BOUGHT,,Three Full Years,,,,2015-03-16 0:00:00,0,0,0,3,0,2012,11,16,2012,11,16, Card I TYPE,597.87,None,None,2140.36,1079,798.85,604506
1801,M1836,2012-11-16 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,56,Three Full Years,5,0,17,2015-03-16 0:00:00,0,0,0,3,0,2012,11,16,2012,11,16, Card II TYPE,808.92,None,None,2180.12,0,58.75,604506
1802,M1837,2012-11-17 0:00:00,VALID,MXX,Open,Female,Eastern,RENTED,20,Three Full Years,4,0,2,2015-03-06 0:00:00,0,0,0,3,0,2012,11,17,2012,11,17, Card II TYPE,1654.695,None,None,2073.38,676,925.1,604506
1803,M1838,2012-11-17 0:00:00,VALID,PWR,Open,Male,Eastern,RENTED,26,Three Full Years,4,0,17,2015-03-17 0:00:00,0,0,0,3,0,2012,11,17,2012,11,17, Card I TYPE,866.565,None,None,1955.21,0,199.1,604506
1804,M1839,2012-11-18 0:00:00,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,4,0,12,2015-03-18 0:00:00,0,0,0,3,0,2012,11,18,2012,11,18, Card II TYPE,885.99,None,None,1879.43,0,190,604506
1805,M1840,2012-11-17 0:00:00,VALID,CNN,Open,Female,Eastern,RENTED,39,Three Full Years,6,0,17,2015-03-17 0:00:00,0,0,0,3,0,2012,11,17,2012,11,17, Card II TYPE,771.015,None,None,1907.28,774,331.4,604506
1806,M1841,2012-11-17 0:00:00,INVALID,ESS,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-17 0:00:00,0,0,0,3,0,2012,11,17,2012,11,17, Card II TYPE,373.8,None,None,1689.32,0,46.25,604506
1807,M1842,2012-11-20 0:00:00,VALID,CHC,Open,Male,Western,RENTED,40,Three Full Years,7,0,22,2015-03-20 0:00:00,0,0,0,3,0,2012,11,20,2012,11,20, Card II TYPE,649.53,None,None,1776.95,0,71.7,604506
1808,M1843,2012-11-17 0:00:00,VALID,MXX,Open,Female,Northern,RENTED,47,Three Full Years,2,0,12,2015-03-17 0:00:00,0,0,4,3,0,2012,11,17,2012,11,17, Card II TYPE,2139.585,None,None,1961.78,0,343.6,604506
1809,M1844,2012-11-21 0:00:00,VALID,PRR,Open,Male,Northern,BOUGHT,85,Three Full Years,6,14,21,2015-03-21 0:00:00,0,0,4,2,2,2012,11,21,2012,11,21, Card II TYPE,629.895,2015-03-29 0:00:00,499.9,1937.93,1,258.4,604506
1810,M1845,2012-11-19 0:00:00,VALID,CNN,Open,Female,Northern,RENTED,54,Three Full Years,4,0,12,2015-03-19 0:00:00,0,0,0,3,0,2012,11,19,2012,11,19, Card I TYPE,644.7,None,None,2068.14,0,65.55,604506
1811,M1846,2012-11-20 0:00:00,VALID,PRR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-20 0:00:00,0,0,0,3,0,2012,11,20,2012,11,20, Card II TYPE,645.54,None,None,2028.47,627,446.2,604506
1812,M1847,2012-12-06 0:00:00,VALID,CNN,Closed,Female,Northern,RENTED,70,,6,6,22,,0,0,0,None,0,2012,12,6,,,,None,None,None,None,None,None,None,None
1813,M1848,2012-11-25 0:00:00,VALID,PWR,Open,Female,Eastern,RENTED,27,Three Full Years,3,0,7,2015-03-25 0:00:00,0,0,0,3,0,2012,11,25,2012,11,25, Card II TYPE,748.23,None,None,1873.27,0,134.15,604506
1814,M1849,2012-11-20 0:00:00,VALID,POP,Open,Male,Southern,RENTED,38,Three Full Years,6,6,7,2015-03-20 0:00:00,0,0,0,3,0,2012,11,20,2012,11,20, Card II TYPE,1753.395,None,None,2054.65,90,503.45,604506
1815,M1850,2012-11-20 0:00:00,VALID,PWR,Open,Male,Eastern,RENTED,51,Three Full Years,5,0,7,2015-03-20 0:00:00,0,0,0,3,0,2012,11,20,2012,11,20, Card II TYPE,741.09,None,None,2181.27,203,315.2,604506
1816,M1851,2012-11-22 0:00:00,VALID,PWR,Open,Male,Northern,RENTED,58,Three Full Years,4,0,17,2015-03-22 0:00:00,0,0,0,3,0,2012,11,22,2012,11,22, Card II TYPE,825.825,None,None,2017.35,0,247.8,604506
1817,M1852,2012-11-20 0:00:00,VALID,POP,Open,Male,Northern,RENTED,,Three Full Years,4,0,2,2015-03-20 0:00:00,0,0,0,3,0,2012,11,20,2012,11,20, Card II TYPE,1276.59,None,None,1868.26,0,248.4,604506
1818,M1853,2012-11-21 0:00:00,VALID,PPL,Open,Female,Northern,BOUGHT,,Three Full Years,4,0,7,2015-03-21 0:00:00,0,0,1,3,0,2012,11,21,2012,11,21, Card II TYPE,705.18,None,None,1423.45,108,165,604506
1819,M1854,2012-11-21 0:00:00,VALID,POP,Open,Female,Eastern,RENTED,37,Three Full Years,4,0,17,2015-03-21 0:00:00,0,0,0,3,0,2012,11,21,2012,11,21, Card I TYPE,2176.02,None,None,2159.79,77,560,604506
1820,M1855,2012-11-22 0:00:00,INVALID,PWR,Open,Male,Eastern,RENTED,54,Three Full Years,3,6,22,2015-03-22 0:00:00,0,0,1,3,2,2012,11,22,2012,11,22, Card II TYPE,872.76,2015-02-20 0:00:00,731.2,2041.48,0,244.95,604506
1821,M1856,2012-11-23 0:00:00,VALID,MXX,Open,Female,Northern,RENTED,40,Three Full Years,3,0,7,2015-03-23 0:00:00,0,0,2,3,0,2012,11,23,2012,11,23, Card II TYPE,2693.67,None,None,2100.05,610,558.05,604506
1822,M1857,2012-12-09 0:00:00,VALID,CNN,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-09 0:00:00,0,0,1,3,0,2012,12,9,2012,12,9, Card I TYPE,644.07,None,None,None,None,None,None
1823,M1858,2012-11-23 0:00:00,VALID,POP,Open,Female,Western,RENTED,,Three Full Years,3,0,7,2015-03-23 0:00:00,0,0,0,3,0,2012,11,23,2012,11,23, Card II TYPE,961.905,None,None,1703.45,0,91.85,604506
1824,M1859,2012-11-24 0:00:00,VALID,PWR,Open,Female,Western,RENTED,51,Three Full Years,8,5,22,2015-03-24 0:00:00,0,0,0,3,0,2012,11,24,2012,11,24, Card II TYPE,1117.095,None,None,1598.29,0,49.9,604506
1825,M1860,2012-11-22 0:00:00,VALID,PRP,Open,Female,Northern,RENTED,57,Three Full Years,2,10,7,2015-03-22 0:00:00,0,0,0,3,0,2012,11,22,2012,11,22, Card II TYPE,852.39,None,None,2015.76,697,503.25,604506
1826,M1861,2012-11-25 0:00:00,VALID,PWR,Open,Female,Northern,RENTED,35,Three Full Years,3,0,7,2015-03-25 0:00:00,0,0,0,3,0,2012,11,25,2012,11,25, Card II TYPE,779.835,None,None,1718.63,0,67.1,604506
1827,M1862,2012-11-23 0:00:00,INVALID,PWR,Open,Male,Northern,RENTED,76,Three Full Years,3,0,7,2015-03-23 0:00:00,0,0,0,3,0,2012,11,23,2012,11,23, Card II TYPE,878.64,None,None,1863.81,0,116.05,604506
1828,M1863,2012-12-22 0:00:00,INVALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-05-22 0:00:00,2015-05-14 0:00:00,1,1,3,1,2012,12,22,2012,12,22, Card II TYPE,825.825,2015-03-30 0:00:00,617.8,None,None,None,None
1829,M1864,2012-11-24 0:00:00,VALID,PWR,Open,Male,Northern,BOUGHT,60,Three Full Years,6,0,22,2015-03-24 0:00:00,2015-04-22 0:00:00,1,2,3,0,2012,11,24,2012,11,24, Card II TYPE,762.93,None,None,1695.47,0,217.6,604506
1830,M1865,2012-11-23 0:00:00,VALID,CNN,Open,Female,Eastern,BOUGHT,58,Three Full Years,7,0,17,2015-03-23 0:00:00,0,0,2,3,0,2012,11,23,2012,11,23, Card II TYPE,650.37,None,None,1835.37,588,251.6,604506
1831,M1866,2012-11-24 0:00:00,VALID,PWR,Open,Male,Northern,RENTED,40,Three Full Years,6,6,21,2015-03-24 0:00:00,0,0,0,3,0,2012,11,24,2012,11,24, Card II TYPE,1037.295,None,None,1808.51,0,310.7,604506
1832,M1867,2012-11-25 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,71,Three Full Years,6,5,21,2015-03-25 0:00:00,0,0,0,3,0,2012,11,25,2012,11,25, Card II TYPE,647.85,None,None,1774.19,75,111.05,604506
1833,M1868,2012-11-29 0:00:00,VALID,PWR,Open,Female,Northern,RENTED,40,Three Full Years,6,5,22,2015-03-29 0:00:00,0,0,0,3,0,2012,11,29,2012,11,29, Card II TYPE,741.09,None,None,1837.87,0,255.2,604506
1834,M1869,2012-11-23 0:00:00,VALID,PRR,Open,Female,Northern,RENTED,37,Three Full Years,9,6,21,2015-03-23 0:00:00,0,0,0,3,0,2012,11,23,2012,11,23, Card II TYPE,648.585,None,None,2173.85,619,649.9,604506
1835,M1870,2012-11-28 0:00:00,VALID,CNN,Open,Female,Northern,RENTED,81,Three Full Years,6,14,22,2015-03-28 0:00:00,0,0,0,3,0,2012,11,28,2012,11,28, Card II TYPE,636.3,None,None,1728.41,80,150.55,604506
1836,M1871,2012-11-28 0:00:00,VALID,PWR,Open,Male,Northern,RENTED,59,Three Full Years,6,0,12,2015-03-28 0:00:00,0,0,0,3,1,2012,11,28,2012,11,28, Card I TYPE,807.66,2015-01-26 0:00:00,669.2,1915.53,0,196.2,604506
1837,M1872,2012-12-08 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,61,Three Full Years,4,14,22,2015-03-08 0:00:00,0,0,0,3,0,2012,12,8,2012,12,8, Card II TYPE,643.23,None,None,2008.58,0,35.05,604506
1838,M1873,2012-11-25 0:00:00,VALID,PRR,Open,Male,Eastern,RENTED,64,Three Full Years,5,5,7,2015-03-25 0:00:00,0,0,0,3,0,2012,11,25,2012,11,25,Paper based/Post,1015.56,None,None,2144.71,0,203.15,604506
1839,M1874,2012-11-28 0:00:00,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-28 0:00:00,0,0,0,2,0,2012,11,28,2012,11,28, Card II TYPE,752.01,None,None,1778.85,0,78.55,604506
1840,M1875,2012-11-26 0:00:00,VALID,MXX,Open,Male,Western,RENTED,56,Three Full Years,4,0,4,2015-03-26 0:00:00,0,0,1,3,0,2012,11,26,2012,11,26, Card II TYPE,1486.17,None,None,2183.96,951,574,604506
1841,M1876,2012-11-27 0:00:00,VALID,CNN,Open,Female,Northern,RENTED,71,Three Full Years,4,5,1,2015-04-27 0:00:00,2015-05-05 0:00:00,1,0,None,0,2012,11,27,2012,11,27,None,None,None,None,None,None,None,None
1842,M1877,2012-11-27 0:00:00,VALID,CNN,Open,Female,Western,RENTED,70,Three Full Years,3,0,7,2015-03-27 0:00:00,0,0,0,3,0,2012,11,27,2012,11,27, Card II TYPE,646.695,None,None,1736.52,0,7.6,604506
1843,M1878,2012-12-06 0:00:00,INVALID,PWR,Open,Female,Northern,RENTED,43,Three Full Years,7,0,21,2015-03-06 0:00:00,0,0,0,3,0,2012,12,6,2012,12,6, Card II TYPE,872.865,None,None,1988.7,931,459.65,604506
1844,M1879,2012-12-01 0:00:00,VALID,PRP,Open,Female,Northern,RENTED,39,Three Full Years,4,5,7,2015-03-31 0:00:00,0,0,0,2,0,2012,12,1,2012,12,1, Card I TYPE,1149.96,None,None,2058.63,527,697.3,604506
1845,M1880,2012-12-01 0:00:00,VALID,POP,Open,Female,Eastern,RENTED,39,Three Full Years,9,5,12,2015-03-31 0:00:00,0,0,0,2,0,2012,12,1,2012,12,1, Card II TYPE,958.965,None,None,2015.87,0,461.6,604506
1846,M1881,2012-12-12 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,69,Three Full Years,4,6,17,2015-03-12 0:00:00,2015-04-10 0:00:00,1,0,3,0,2012,12,12,2012,12,12, Card II TYPE,643.44,None,None,1373.95,0,19.5,403003
1847,M1882,2012-12-02 0:00:00,INVALID,PWR,Open,Female,Northern,RENTED,58,Three Full Years,6,0,22,2015-04-01 0:00:00,0,0,0,2,0,2012,12,2,2012,12,2, Card II TYPE,741.3,None,None,1616.68,0,8.1,604506
1848,M1883,2012-12-08 0:00:00,INVALID,MXX,Open,Female,Western,RENTED,58,Three Full Years,9,0,21,2015-03-08 0:00:00,0,0,0,3,0,2012,12,8,2012,12,8, Card II TYPE,1486.17,None,None,1789.17,1014,818.9,604506
1849,M1884,2012-11-29 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,35,Three Full Years,3,0,4,2015-03-29 0:00:00,0,0,0,3,0,2012,11,29,2012,11,29, Card II TYPE,769.86,None,None,1865.63,0,105.15,604506
1850,M1885,2012-12-08 0:00:00,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-08 0:00:00,0,0,0,3,0,2012,12,8,2012,12,8, Card II TYPE,750.54,None,None,1800.03,0,227.2,604506
1851,M1886,2012-11-29 0:00:00,VALID,PWR,Open,Female,Eastern,RENTED,43,Three Full Years,1,5,1,2015-04-29 0:00:00,0,0,1,2,1,2012,11,29,2012,11,29, Card II TYPE,805.77,2015-02-06 0:00:00,667.4,2179.85,0,118.8,604506
1852,M1887,2012-12-01 0:00:00,VALID,PPL,Open,Male,Northern,RENTED,56,Three Full Years,3,0,2,2015-03-31 0:00:00,0,0,0,2,0,2012,12,1,2012,12,1, Card II TYPE,682.29,None,None,1812.68,0,153.4,604506
1853,M1888,2012-12-04 0:00:00,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-04-04 0:00:00,0,0,0,3,0,2012,12,4,2012,12,4, Card II TYPE,748.335,None,None,2048.67,0,285.45,604506
1854,M1889,2012-11-29 0:00:00,VALID,CNN,Open,Male,Northern,RENTED,28,Three Full Years,3,0,4,2015-03-29 0:00:00,0,0,0,3,0,2012,11,29,2012,11,29, Card II TYPE,804.405,None,None,1858.2,728,268.75,604506
1855,M1890,2012-12-18 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,30,Three Full Years,5,0,12,2015-03-18 0:00:00,0,0,2,3,0,2012,12,18,2012,12,18, Card II TYPE,681.345,None,None,1801.54,0,58.05,604506
1856,M1891,2012-12-01 0:00:00,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-31 0:00:00,0,0,2,3,0,2012,12,1,2012,12,1, Card II TYPE,878.64,None,None,1906.08,0,31.85,604506
1857,M1892,2012-12-04 0:00:00,VALID,MXX,Open,Female,Northern,RENTED,40,Three Full Years,3,0,7,2015-04-04 0:00:00,0,0,0,3,0,2012,12,4,2012,12,4, Card II TYPE,1577.94,None,None,1804.18,0,222.7,604506
1858,M1893,2012-12-02 0:00:00,VALID,MXX,Open,Female,Eastern,RENTED,69,Three Full Years,5,0,22,2015-04-01 0:00:00,0,0,0,2,0,2012,12,2,2012,12,2, Card II TYPE,1483.23,None,None,2176.92,992,1546.1,604506
1859,M1894,2012-12-02 0:00:00,VALID,MXX,Open,Male,Eastern,RENTED,59,Three Full Years,6,0,22,2015-04-01 0:00:00,0,0,2,2,0,2012,12,2,2012,12,2, Card II TYPE,1653.54,None,None,1813.47,482,522.55,604506
1860,M1895,2012-12-01 0:00:00,VALID,MXX,Open,Male,Eastern,RENTED,51,Three Full Years,4,6,7,2015-03-31 0:00:00,0,0,0,2,0,2012,12,1,2012,12,1, Card II TYPE,1609.125,None,None,2040.52,0,378.5,604506
1861,M1896,2012-12-02 0:00:00,VALID,PWR,Open,Male,Northern,RENTED,,Three Full Years,4,0,4,2015-04-01 0:00:00,0,0,0,2,0,2012,12,2,2012,12,2, Card II TYPE,754.32,None,None,2057.53,0,53.05,604506
1862,M1897,2012-12-04 0:00:00,VALID,POP,Open,,Northern,RENTED,,Three Full Years,,,,2015-04-04 0:00:00,0,0,0,3,0,2012,12,4,2012,12,4, Card II TYPE,963.69,None,None,1753.9,0,203.7,604506
1863,M1898,2012-12-04 0:00:00,VALID,CHC,Open,Female,Northern,RENTED,71,Three Full Years,6,14,17,2015-04-04 0:00:00,0,0,0,3,0,2012,12,4,2012,12,4, Card II TYPE,682.29,None,None,2022.15,946,163.4,604506
1864,M1899,2012-12-07 0:00:00,VALID,MXX,Open,Female,Eastern,RENTED,54,Three Full Years,5,5,7,2015-03-07 0:00:00,0,0,1,3,0,2012,12,7,2012,12,7, Card II TYPE,1951.32,None,None,2128.14,394,819.45,604506
1865,M1900,2012-12-03 0:00:00,VALID,PWR,Open,Female,Eastern,RENTED,51,Three Full Years,5,5,17,2015-04-03 0:00:00,0,0,0,3,0,2012,12,3,2012,12,3, Card I TYPE,751.695,None,None,1675,0,49.65,604506
1866,M1901,2012-12-10 0:00:00,VALID,CNN,Open,Female,Eastern,RENTED,82,Three Full Years,4,0,21,2015-05-10 0:00:00,0,0,0,2,0,2012,12,10,2012,12,10,Paper based/Post,695.94,None,None,226.85,0,83.9,604506
1867,M1902,2012-12-04 0:00:00,VALID,PWR,Open,Female,Northern,RENTED,66,Three Full Years,6,9,21,2015-04-04 0:00:00,0,0,0,3,0,2012,12,4,2012,12,4, Card II TYPE,782.25,None,None,2091.92,0,153.2,604506
1868,M1903,2012-12-04 0:00:00,VALID,PRM,Open,Female,Western,RENTED,43,Three Full Years,5,0,17,2015-04-04 0:00:00,0,0,0,3,0,2012,12,4,2012,12,4, Card II TYPE,751.275,None,None,1679.22,464,234.5,604506
1869,M1904,2012-12-06 0:00:00,VALID,PWR,Open,Female,Eastern,RENTED,49,Three Full Years,2,0,12,2015-03-06 0:00:00,0,0,0,3,0,2012,12,6,2012,12,6, Card II TYPE,924.525,None,None,2151.05,28,291.9,604506
1870,M1905,2012-12-05 0:00:00,VALID,CNN,Open,Female,Northern,RENTED,61,Three Full Years,6,0,12,2015-04-05 0:00:00,0,0,0,3,0,2012,12,5,2012,12,5, Card II TYPE,647.85,None,None,2080.15,232,202.25,604506
1871,M1906,2012-12-05 0:00:00,VALID,PRM,Open,Male,Eastern,RENTED,49,Three Full Years,6,14,22,2015-04-05 0:00:00,0,0,6,3,1,2012,12,5,2012,12,5, Card II TYPE,687.12,2015-01-12 0:00:00,554.4,2176.2,0,214.4,604506
1872,M1907,2012-12-06 0:00:00,VALID,POP,Open,Female,Northern,BOUGHT,58,Three Full Years,7,0,7,2015-03-06 0:00:00,0,0,0,3,0,2012,12,6,2012,12,6, Card II TYPE,887.565,None,None,1996.17,0,83.85,604506
1873,M1908,2012-12-08 0:00:00,VALID,CNN,Open,Male,Eastern,RENTED,70,Three Full Years,4,13,22,2015-03-08 0:00:00,0,0,1,3,0,2012,12,8,2012,12,8,Paper based/Post,486.885,None,None,2122.05,101,197.65,604506
1874,M1909,2012-12-06 0:00:00,VALID,PRM,Open,Female,Eastern,RENTED,70,Three Full Years,6,0,21,2015-03-06 0:00:00,0,0,0,3,0,2012,12,6,2012,12,6, Card II TYPE,835.17,None,None,2067.39,0,264.9,604506
1875,M1910,2012-12-07 0:00:00,VALID,CHC,Open,Male,Eastern,RENTED,74,Three Full Years,6,14,4,2015-03-07 0:00:00,0,0,0,3,0,2012,12,7,2012,12,7, Card II TYPE,539.385,None,None,1820.51,72,92.9,604506
1876,M1911,2012-12-09 0:00:00,VALID,PRP,Open,Male,Eastern,RENTED,35,Three Full Years,7,9,7,2015-03-09 0:00:00,0,0,2,3,0,2012,12,9,2012,12,9, Card II TYPE,1133.16,None,None,2135.55,0,271.9,604506
1877,M1912,2012-12-16 0:00:00,INVALID,PWR,Open,Male,Eastern,RENTED,22,Three Full Years,4,0,7,2015-03-16 0:00:00,0,0,0,3,0,2012,12,16,2012,12,16, Card II TYPE,8.82,None,None,2006.03,548,411.45,604506
1878,M1913,2012-12-06 0:00:00,VALID,CNN,Open,Female,Eastern,RENTED,31,Three Full Years,4,0,12,2015-03-06 0:00:00,0,0,2,2,0,2012,12,6,2012,12,6, Card II TYPE,434.385,None,None,1679.3,0,50.1,604506
1879,M1914,2012-12-07 0:00:00,INVALID,CNN,Open,Male,Eastern,RENTED,71,Three Full Years,1,0,7,2015-03-07 0:00:00,0,0,5,1,1,2012,12,7,2012,12,7, Card II TYPE,10.5,2015-03-05 0:00:00,1101.6,135.65,0,0.2,201503
1880,M1915,2012-12-11 0:00:00,VALID,CNN,Open,Female,Eastern,RENTED,61,Three Full Years,7,0,1,2015-03-11 0:00:00,0,0,0,3,0,2012,12,11,2012,12,11, Card II TYPE,645.225,None,None,2080.39,144,96.25,604506
1881,M1916,2012-12-06 0:00:00,VALID,PRM,Open,Female,Eastern,BOUGHT,61,Three Full Years,5,5,17,2015-03-06 0:00:00,0,0,0,3,0,2012,12,6,2012,12,6, Card II TYPE,629.895,None,None,1788.87,0,192.15,604506
1882,M1917,2012-12-07 0:00:00,VALID,POP,Open,,Western,RENTED,,Three Full Years,,,,2015-03-07 0:00:00,0,0,0,3,0,2012,12,7,2012,12,7, Card II TYPE,959.385,None,None,2137.78,0,331.85,604506
1883,M1918,2012-12-08 0:00:00,VALID,KLA,Open,Male,Western,RENTED,,Three Full Years,4,0,4,2015-03-08 0:00:00,0,0,2,3,0,2012,12,8,2012,12,8, Card II TYPE,815.64,None,None,1535.87,0,23.5,604506
1884,M1919,2012-12-15 0:00:00,VALID,CNN,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-15 0:00:00,0,0,0,3,0,2012,12,15,2012,12,15, Card II TYPE,643.965,None,None,2094.98,634,183.65,604506
1885,M1920,2012-12-09 0:00:00,VALID,PWR,Open,Male,Western,RENTED,56,Three Full Years,3,0,22,2015-03-09 0:00:00,0,0,0,3,0,2012,12,9,2012,12,9, Card II TYPE,752.85,None,None,1870.87,0,205.8,604506
1886,M1921,2012-12-08 0:00:00,VALID,CNN,Open,Male,Northern,RENTED,69,Three Full Years,4,0,12,2015-03-08 0:00:00,0,0,0,3,0,2012,12,8,2012,12,8, Card II TYPE,648.585,None,None,2180.25,221,176.15,604506
1887,M1922,2012-12-10 0:00:00,VALID,CHC,Open,Female,Western,BOUGHT,43,Three Full Years,6,20,21,2015-03-10 0:00:00,0,0,0,3,0,2012,12,10,2012,12,10, Card II TYPE,421.995,None,None,2175.47,297,169.7,604506
1888,M1923,2012-12-11 0:00:00,VALID,PWR,Open,,Western,BOUGHT,,Three Full Years,,,,2015-03-11 0:00:00,0,0,0,3,0,2012,12,11,2012,12,11, Card II TYPE,629.895,None,None,1964.7,0,204.3,604506
1889,M1924,2012-12-08 0:00:00,VALID,PRM,Open,Female,Northern,RENTED,55,Three Full Years,3,0,12,2015-03-08 0:00:00,0,0,1,3,0,2012,12,8,2012,12,8, Card II TYPE,816.585,None,None,2146.48,935,459.1,604506
