Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention,CommenceDays,Warrentydays
VALID,PRP,Open,Male,Western,RENTED,41,Three Full Years,7,0,17,0,3,0,2012,4,17,2015,7,17, Card II TYPE,961.695,0,2201.79,8,365.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,13
VALID,PRR,Open,Male,Eastern,RENTED,57,Three Full Years,3,0,7,0,3,0,2012,4,18,2015,7,18, Card II TYPE,753.585,0,2197.5,527,414.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,12
INVALID,POP,Open,Male,Eastern,BOUGHT,48,Three Full Years,4,0,12,0,3,0,2012,4,21,2015,7,21, Card II TYPE,977.34,0,1894.51,0,217.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,9
VALID,PWR,Open,Male,Eastern,BOUGHT,48,Three Full Years,3,0,17,0,3,3,2012,4,19,2015,7,19, Card II TYPE,707.28,573.6,2169.21,0,241.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,11
VALID,PWR,Open,Female,Northern,RENTED,69,Three Full Years,3,0,7,5,3,0,2012,4,24,2015,7,24,Paper based/Post,834.75,0,1917.69,0,106.75,0,-55,3,2,3,0,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1191,6
VALID,PWR,Open,Male,Northern,BOUGHT,54,Three Full Years,5,0,12,0,3,0,2012,5,19,2015,7,19, Card II TYPE,689.745,0,2027.54,0,183.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,11
VALID,PWM,Open,Male,Northern,RENTED,46.74177564,Three Full Years,5,0,17,0,3,0,2012,4,26,2015,7,26, Card II TYPE,1236.9,0,2131.39,0,427.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,4
VALID,KLA,Open,Male,Northern,RENTED,26,Three Full Years,3,0,2,0,3,0,2012,4,28,2015,7,28, Card II TYPE,1069.53,0,2199.37,0,688.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,2
VALID,MXX,Open,Female,Eastern,RENTED,48.2949878,Three Full Years,5,0,4,0,2,0,2012,6,2,2015,8,2, Card I TYPE,1483.23,0,2157.25,0,328.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,-2
VALID,PPL,Open,Female,Western,RENTED,51,Three Full Years,4,0,12,0,3,0,2012,5,25,2015,7,25, Card II TYPE,1138.2,0,2198.43,587,314.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,5
VALID,PWR,Open,Male,Eastern,RENTED,61,Three Full Years,3,0,7,1,3,0,2012,5,2,2015,8,1, Card I TYPE,874.86,0,2195.12,0,31.6,0,-61,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,-1
VALID,PWR,Open,Female,Northern,RENTED,71,Three Full Years,5,20,22,1,3,0,2012,5,2,2015,8,1, Card I TYPE,783.51,0,1632.94,0,193.65,0,-60,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,-1
VALID,PWR,Open,Female,Western,RENTED,61,Three Full Years,9,14,21,0,3,0,2012,5,2,2015,8,1, Card II TYPE,824.355,0,2203.95,0,126.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,-1
VALID,PWR,Open,Female,Northern,RENTED,50,Three Full Years,6,5,22,2,3,0,2012,5,1,2015,7,31, Card II TYPE,782.25,0,1655.45,0,119.7,0,-76,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1184,-1
VALID,KLA,Open,Female,Northern,RENTED,49,Three Full Years,7,9,22,0,3,0,2012,5,8,2015,7,8, Card II TYPE,1056.09,0,2201.52,0,261.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,22
VALID,POP,Open,Female,Northern,RENTED,52,Three Full Years,3,0,4,0,3,0,2012,5,9,2015,7,9, Card I TYPE,1137.465,0,2199.02,0,287.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,21
VALID,PWR,Open,Female,Northern,RENTED,49.42940287,Three Full Years,1,0,7,0,3,0,2012,5,3,2015,8,3, Card II TYPE,825.405,0,1848.26,0,158.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,-3
VALID,PWR,Closed,Male,Southern,RENTED,51,Three Full Years,5,0,7,2,3,0,2012,5,4,2015,7,30, Card II TYPE,871.395,0,1777.81,0,189.75,0,-103,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1181,0
VALID,PRP,Open,Male,Western,RENTED,50.87964646,Three Full Years,2,5,17,2,3,0,2012,5,8,2015,7,8, Card II TYPE,856.17,0,2168.08,154,426.8,0,-75,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,22
VALID,POP,Open,Male,Northern,RENTED,39,Three Full Years,5,5,12,0,3,0,2012,5,6,2015,7,6, Card II TYPE,1086.645,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,24
VALID,PWM,Open,Female,Northern,RENTED,44,Three Full Years,7,0,22,0,3,0,2012,5,8,2015,7,8, Card II TYPE,1567.86,0,2153.35,190,904.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,22
VALID,KLA,Open,Female,Northern,RENTED,30,Three Full Years,3,0,7,0,None,0,2012,5,17,2015,7,17,None,0,0,2181.29,720,943.75,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,13
VALID,KLA,Open,Male,Eastern,RENTED,38,Three Full Years,1,0,7,0,3,0,2012,5,8,2015,7,8,Paper based/Post,1242.36,0,2054.33,332,801.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,22
VALID,PWR,Open,Female,Northern,BOUGHT,53,Three Full Years,3,0,22,0,3,0,2012,5,23,2015,7,23, Card II TYPE,796.005,0,2053.49,0,302.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,7
VALID,PWR,Open,Female,Northern,BOUGHT,48.93083333,Three Full Years,2,0,2,0,3,0,2012,5,15,2015,7,15, Card II TYPE,765.135,0,2062.89,0,301.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,15
VALID,PWR,Open,Male,Northern,RENTED,78,Three Full Years,3,20,22,0,3,0,2012,5,15,2015,7,15, Card II TYPE,915.075,0,1970.33,0,180.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,15
VALID,MXX,Open,Male,Eastern,RENTED,44.68586204,Three Full Years,4,0,7,0,3,0,2012,5,19,2015,7,19, Card II TYPE,1485.54,0,1997.66,628,691.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,11
VALID,PWR,Open,Female,Eastern,RENTED,66,Three Full Years,1,0,22,1,3,0,2012,5,19,2015,7,19, Card II TYPE,920.22,0,2192.95,0,43.9,0,-80,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1166,11
INVALID,PWR,Open,Male,Eastern,RENTED,58.48333333,Three Full Years,5,0,22,5,3,0,2012,5,17,2015,7,17, Card II TYPE,750.225,0,780.5,0,67.6,0,-109,3,2,3,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1168,13
VALID,PWR,Open,Male,Northern,BOUGHT,51.97821286,Three Full Years,3,0,7,0,3,0,2012,5,18,2015,7,18, Card II TYPE,767.34,0,1696.16,0,347.45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PPL,Open,Male,Northern,RENTED,59,Three Full Years,2,0,12,1,3,0,2012,5,17,2015,7,17, Card II TYPE,588.525,0,2103.64,39,295.9,0,-74,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1168,13
VALID,PRR,Open,Female,Eastern,RENTED,24,Three Full Years,3,0,17,2,2,2,2012,5,18,2015,7,18, Card II TYPE,1153.635,970.2,2114.67,820,519.2,0,-67,3,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PWR,Open,Female,Northern,RENTED,41,Three Full Years,7,6,21,0,3,0,2012,5,18,2015,7,18, Card II TYPE,741.3,0,1948.33,0,188.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,12
VALID,PMM,Open,Female,Eastern,RENTED,40,Three Full Years,5,0,17,0,3,0,2012,5,19,2015,7,19, Card II TYPE,753.06,0,2168.46,0,208.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,11
VALID,PRP,Open,Female,Eastern,RENTED,34,Three Full Years,6,0,12,0,3,0,2012,5,19,2015,7,19, Card II TYPE,885.15,0,1979.29,0,549.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,11
VALID,PWM,Open,Male,Eastern,BOUGHT,49.22541667,Three Full Years,3,0,4,0,3,0,2012,5,22,2015,7,22, Card II TYPE,1182.3,0,356.03,0,14.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,8
VALID,MXX,Open,Male,Eastern,RENTED,57,Three Full Years,7,0,22,12,3,0,2012,5,20,2015,7,20, Card II TYPE,1242.15,0,1758.67,999,985.9,0,-73,3,5,7,3,4,4,4,0,3,0,0,2,2,1,0,2,2,1,0,1,0,1165,10
VALID,PRR,Open,Male,Southern,BOUGHT,64,Three Full Years,8,13,22,1,3,0,2012,6,22,2015,7,22, Card II TYPE,629.895,0,1.38,0,0.05,0,-116,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1133,8
VALID,PRP,Open,Female,Eastern,RENTED,22,Three Full Years,4,0,7,1,3,0,2012,5,27,2015,7,27, Card II TYPE,958.23,0,1990.11,223,284.05,0,-115,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1158,3
VALID,PWR,Open,Female,Eastern,RENTED,55,Three Full Years,6,20,7,2,3,0,2012,5,26,2015,7,26, Card II TYPE,538.965,0,2162.95,0,183.85,0,-89,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1159,4
VALID,PMM,Open,Male,Eastern,RENTED,33,Three Full Years,6,0,12,0,3,0,2012,6,2,2015,7,26, Card II TYPE,748.23,0,2195.34,745,405.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,4
VALID,PWM,Open,Male,Eastern,RENTED,60,Three Full Years,3,5,22,0,3,0,2012,6,6,2015,7,6, Card II TYPE,1378.335,0,2200.42,0,228.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,24
INVALID,PWR,Open,Female,Eastern,RENTED,64,Three Full Years,4,13,7,0,3,0,2012,6,3,2015,8,3, Card II TYPE,876.015,0,2089.03,0,248.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,-3
VALID,KLA,Open,Male,Northern,RENTED,59,Three Full Years,4,0,22,0,3,0,2012,6,7,2015,7,7, Card II TYPE,753.69,0,1900,0,105.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,23
VALID,PRP,Open,Female,Western,RENTED,71,Three Full Years,4,0,22,2,3,0,2012,6,3,2015,8,3, Card II TYPE,751.17,0,2118.63,0,209.25,0,-104,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,-3
VALID,PWR,Open,Male,Northern,RENTED,47.41968398,Three Full Years,3,0,7,0,3,0,2012,6,6,2015,7,6, Card II TYPE,872.865,0,1282.93,0,234.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,24
VALID,PWR,Open,Male,Eastern,RENTED,63,Three Full Years,7,14,17,1,3,0,2012,6,7,2015,7,24, Card II TYPE,831.39,0,1922.67,21,187.05,0,-117,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,6
VALID,PWR,Open,Male,Eastern,RENTED,48,Three Full Years,5,0,22,0,3,0,2012,6,10,2015,7,8, Card II TYPE,789.705,0,2197.4,0,210.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,22
VALID,PWR,Open,Male,Southern,RENTED,52.80188889,Three Full Years,7,0,7,0,3,0,2012,7,2,2015,8,1, Card II TYPE,745.92,0,736.5,0,30.65,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,-1
VALID,PWR,Open,Male,Northern,RENTED,44,Three Full Years,5,0,7,1,3,0,2012,6,15,2015,7,12, Card II TYPE,946.995,0,2008.3,348,354.65,0,-108,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1140,18
VALID,POP,Open,Female,Western,BOUGHT,61,Three Full Years,7,14,17,5,3,0,2012,6,23,2015,7,23, Card II TYPE,839.895,0,406.23,5,318.45,0,-77,2,2,3,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1132,7
VALID,PWR,Open,Female,Eastern,RENTED,50,Three Full Years,6,6,22,1,3,0,2012,6,19,2015,7,19, Card II TYPE,770.7,0,1996.65,0,145.5,0,-86,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1136,11
VALID,PWR,Open,Female,Northern,RENTED,50,Three Full Years,6,0,22,0,3,0,2012,6,20,2015,7,20, Card II TYPE,1006.425,0,1988.36,0,231.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,10
INVALID,POP,Open,Male,Western,RENTED,52.80790476,Three Full Years,7,0,17,0,3,0,2012,6,22,2015,7,22, Card II TYPE,959.385,0,2174.62,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,8
VALID,PWR,Open,Male,Eastern,RENTED,45.96842857,Three Full Years,4,0,7,1,3,0,2012,6,19,2015,7,19, Card II TYPE,741.09,0,1805.28,0,183.85,0,-120,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,11
VALID,PPL,Open,Female,Western,BOUGHT,62,Three Full Years,8,5,22,0,3,0,2012,7,10,2015,7,10, Card II TYPE,702.87,0,2186.11,0,125.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,20
INVALID,PWR,Open,Male,Western,RENTED,50.35309524,Three Full Years,4,0,12,1,3,0,2012,6,24,2015,7,24, Card II TYPE,749.385,0,1901.62,251,269.75,0,-110,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,6
VALID,PWR,Open,Female,Northern,RENTED,46,Three Full Years,4,0,21,1,2,2,2012,6,28,2015,7,28,Paper based/Post,1029.21,1150,1905.43,349,342.5,0,-42,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1127,2
VALID,PWR,Open,Female,Western,RENTED,79,Three Full Years,2,0,21,1,3,0,2012,6,26,2015,7,26, Card II TYPE,749.385,0,1861.08,0,171.8,0,-78,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,4
VALID,PWM,Open,Male,Eastern,RENTED,44,Three Full Years,8,0,12,0,3,0,2012,6,28,2015,7,28, Card II TYPE,1153.635,0,1604.95,0,3.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,2
VALID,PWR,Open,Male,Northern,RENTED,57,Three Full Years,4,0,21,0,2,0,2012,7,3,2015,8,3,Paper based/Post,1203.72,0,2163.33,743,488.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,-3
VALID,KLA,Open,Male,Southern,BOUGHT,47.64666667,Three Full Years,3,0,4,2,3,0,2012,6,28,2015,7,28, Card II TYPE,872.865,0,2201.36,0,211.7,0,-105,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1127,2
VALID,PWR,Open,Female,Western,BOUGHT,61,Three Full Years,3,0,22,0,2,1,2012,6,30,2015,7,30, Card II TYPE,633.15,503,1977.34,0,67.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0
VALID,PWR,Open,Male,Northern,RENTED,51,Three Full Years,8,10,22,4,2,0,2012,7,3,2015,8,3,Paper based/Post,793.8,0,2134.98,0,191.95,0,-81,3,2,2,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1122,-3
VALID,POP,Open,Female,Western,RENTED,36,Three Full Years,5,0,21,1,2,0,2012,7,4,2015,8,4, Card II TYPE,713.79,0,2196.99,0,372.7,0,-32,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1121,-4
VALID,PWM,Open,Male,Northern,BOUGHT,55,Three Full Years,3,0,17,0,3,0,2012,7,14,2015,7,14, Card II TYPE,734.895,0,2026.77,0,351.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,16
VALID,PWR,Open,Female,Eastern,RENTED,64,Three Full Years,8,6,22,0,3,0,2012,7,3,2015,8,3, Card II TYPE,794.64,0,841.16,0,219.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,-3
VALID,CNN,Open,Male,Northern,RENTED,55,Three Full Years,6,10,21,0,3,0,2012,7,11,2015,7,11, Card II TYPE,644.07,0,1677.61,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,19
VALID,PRR,Open,Male,Northern,RENTED,36,Three Full Years,7,5,21,5,3,0,2012,7,12,2015,7,12, Card II TYPE,958.965,0,1773.79,117,432.35,0,-63,3,1,4,2,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1113,18
VALID,KLA,Open,Male,Eastern,RENTED,54,Three Full Years,5,18,7,0,3,0,2012,7,5,2015,7,5, Card II TYPE,1136.835,0,1992.09,49,800.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,25
VALID,PWR,Open,Female,Eastern,RENTED,48,Three Full Years,6,10,22,2,3,0,2012,7,10,2015,7,10, Card II TYPE,874.125,0,2029.05,0,297.65,0,-33,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1115,20
VALID,KLA,Open,Male,Eastern,BOUGHT,67,Three Full Years,3,0,7,0,3,0,2012,7,11,2015,7,11, Card I TYPE,1070.37,0,2169.8,0,156.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,19
VALID,CHC,Open,Female,Eastern,RENTED,46,Three Full Years,4,5,21,1,3,1,2012,7,22,2015,7,22, Card I TYPE,565.32,638.4,1784.54,0,52.65,0,-50,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1103,8
VALID,PWM,Open,Male,Eastern,BOUGHT,38,Three Full Years,4,0,4,0,3,0,2012,7,15,2015,7,15, Card II TYPE,1049.895,0,2193.88,0,528.55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,15
VALID,POP,Open,Male,Western,RENTED,50,Three Full Years,2,0,22,0,3,0,2012,7,11,2015,7,11, Card II TYPE,1087.17,0,1827.32,0,57.15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,19
VALID,PWR,Open,Female,Northern,RENTED,41,Three Full Years,6,9,21,0,3,0,2012,7,12,2015,7,12, Card II TYPE,874.125,0,2197.1,0,255.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,18
VALID,PWR,Open,Male,Eastern,RENTED,60,Three Full Years,8,14,22,0,3,0,2012,7,15,2015,7,15, Card II TYPE,946.89,0,2192.57,0,61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,15
INVALID,CNN,Open,Male,Eastern,RENTED,48.39640476,Three Full Years,4,0,7,0,3,0,2012,8,10,2015,7,10, Card II TYPE,675.885,0,1657.56,0,8.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,20
VALID,PWR,Open,Male,Northern,RENTED,48,Three Full Years,5,0,22,0,3,0,2012,7,14,2015,7,14, Card II TYPE,887.25,0,1943.2,0,146.35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,16
VALID,PWM,Open,Male,Eastern,RENTED,47,Three Full Years,5,12,7,0,3,0,2012,7,13,2015,7,13, Card II TYPE,1170.54,0,2194.47,0,395.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,17
VALID,CHC,Open,Male,Eastern,RENTED,54.62182957,Three Full Years,3,0,12,1,1,0,2012,7,17,2015,7,17, Card II TYPE,762.72,0,1.58,0,0,0,-110,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1108,13
INVALID,CNN,Open,Male,Western,RENTED,53,Three Full Years,4,0,7,0,3,0,2012,7,14,2015,7,14, Card II TYPE,771.645,0,1929.97,0,11.85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,16
VALID,PPL,Open,Male,Northern,RENTED,47.429,Three Full Years,4,0,17,0,3,0,2012,7,15,2015,7,15, Card II TYPE,779.835,0,1793.53,59,210.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,15
VALID,PRR,Open,Male,Eastern,RENTED,32,Three Full Years,4,0,2,1,3,1,2012,7,17,2015,7,17, Card II TYPE,749.385,613.7,1830.8,109,208.55,0,-105,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108,13
VALID,PWR,Open,Male,Northern,RENTED,49,Three Full Years,3,0,12,0,3,0,2012,7,29,2015,7,29,Paper based/Post,9.45,0,2073.56,475,468.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1
VALID,POP,Open,Male,Eastern,BOUGHT,57,Three Full Years,10,5,22,0,3,0,2012,7,24,2015,7,24, Card II TYPE,839.895,0,2091.2,0,454.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,6
VALID,KLA,Open,Female,Eastern,BOUGHT,63,Three Full Years,5,5,4,0,3,0,2012,7,19,2015,7,19, Card II TYPE,839.895,0,2195.09,0,297.95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,11
VALID,PWR,Open,Female,Eastern,RENTED,63,Three Full Years,6,0,21,0,3,0,2012,8,16,2015,7,16, Card II TYPE,954.45,0,2174.87,0,191.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,14
VALID,PWR,Open,Male,Northern,BOUGHT,40,Three Full Years,7,0,22,0,3,0,2012,7,26,2015,7,26, Card II TYPE,796.005,0,1860.78,0,201.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,4
VALID,POP,Open,Male,Eastern,RENTED,47.61816667,Three Full Years,4,0,12,1,2,1,2012,7,19,2015,7,22, Card II TYPE,9.765,812.6,2035.58,506,788.45,0,-61,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1106,8
VALID,POP,Open,Male,Northern,RENTED,53.6325,Three Full Years,4,0,17,4,3,0,2012,7,20,2015,7,20, Card II TYPE,1145.445,0,2127.83,0,521.45,0,-76,3,2,2,1,0,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1105,10
VALID,PPL,Open,Male,Eastern,RENTED,58,Three Full Years,6,5,22,0,3,0,2012,8,1,2015,8,1, Card II TYPE,748.44,0,1776.59,0,114.65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,-1
INVALID,PWR,Open,Female,Eastern,RENTED,52.13642857,Three Full Years,4,0,7,2,3,0,2012,7,24,2015,7,24,Paper based/Post,746.13,0,1756.57,0,58.85,0,-69,3,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1101,6
VALID,PWR,Open,Female,Eastern,RENTED,54,Three Full Years,4,0,12,0,3,0,2012,7,25,2015,7,25, Card II TYPE,794.64,0,1617.61,0,14.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,5
VALID,PRP,Open,Female,Northern,RENTED,64,Three Full Years,3,0,22,0,3,0,2012,8,1,2015,8,4, Card II TYPE,1084.125,0,2187.86,0,34.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,-4
VALID,PRP,Closed,Female,Eastern,RENTED,40,Three Full Years,3,0,21,2,1,1,2012,7,31,2015,7,31,Paper based/Post,22.575,1881.5,1712.75,464,469.9,0,-49,3,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1094,-1
VALID,PMM,Open,Male,Eastern,RENTED,41,Three Full Years,5,0,17,0,3,0,2012,7,26,2015,7,26, Card II TYPE,750.54,0,1990.44,0,248.05,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,4
VALID,CHC,Open,Male,Northern,RENTED,44,Three Full Years,5,0,22,2,2,1,2012,7,27,2015,7,27,Paper based/Post,421.365,660,2180.25,345,147.7,0,-52,3,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1098,3
VALID,PWM,Open,Male,Northern,RENTED,65,Three Full Years,3,0,22,0,2,0,2012,7,24,2015,7,24, Card II TYPE,1370.04,0,2072.24,0,398.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,6
VALID,CNN,Open,Female,Western,RENTED,27,Three Full Years,5,0,4,0,3,0,2012,7,27,2015,7,27, Card II TYPE,732.69,0,2204.45,186,196.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,3
