,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
2056,M2091,2013-01-17,VALID,PWR,Open,Male,Eastern,RENTED,,Three Full Years,3.0,0.0,7.0,2015-03-27,0,0,1,3,0,2013.0,1.0,17.0,2015.0,3.0,27.0, Card II TYPE,750.225,None,None,1855.4200000000001,0.0,71.75,604506.0,0,61,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2057,M2092,2013-02-15,VALID,CNN,Open,Male,Eastern,RENTED,51.0,Three Full Years,4.0,0.0,22.0,2015-03-15,0,0,0,3,0,2013.0,2.0,15.0,2015.0,3.0,15.0, Card II TYPE,645.54,None,None,1752.5,0.0,17.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,M2093,2013-01-24,INVALID,CNN,Closed,Female,Northern,RENTED,46.0,,4.0,0.0,17.0,,2015-04-17 00:00:00,1,0,1,1,2013.0,1.0,24.0,,,, Card II TYPE,682.2900000000001,2015-03-03 00:00:00,549.8000000000001,None,None,None,None,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,M2094,2013-02-19,VALID,PWR,Open,Male,Western,RENTED,66.0,Three Full Years,9.0,0.0,22.0,2015-03-19,0,0,0,3,0,2013.0,2.0,19.0,2015.0,3.0,19.0, Card II TYPE,742.6650000000001,None,None,2076.75,0.0,192.44999999999999,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,M2095,2013-01-17,VALID,PWR,Open,Female,Northern,RENTED,27.0,Three Full Years,3.0,0.0,4.0,2015-03-17,0,0,6,3,0,2013.0,1.0,17.0,2015.0,3.0,17.0, Card II TYPE,878.6400000000001,None,None,1494.8699999999999,23.0,396.09999999999997,604506.0,0,55,3,5,1,4,1,1,1,1,0,0,0,1,1,1,0,0,2,0,0,1,0
2061,M2096,2013-01-18,VALID,PWR,Open,Male,Eastern,RENTED,23.0,Three Full Years,2.0,17.0,4.0,2015-03-18,2015-05-16 00:00:00,1,0,3,0,2013.0,1.0,18.0,2015.0,3.0,18.0, Card II TYPE,753.5849999999999,None,None,1582.3700000000001,0.0,102.59999999999999,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,M2097,2013-01-25,VALID,PWR,Open,Male,Southern,RENTED,72.0,Three Full Years,3.0,14.0,17.0,2015-04-03,0,0,0,2,1,2013.0,1.0,25.0,2015.0,4.0,3.0, Card II TYPE,745.9200000000001,2015-02-11 00:00:00,610.4000000000001,None,None,None,None,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,M2098,2013-01-18,INVALID,CNN,Open,Male,Western,RENTED,85.0,Three Full Years,7.0,0.0,17.0,2015-03-18,0,0,0,3,0,2013.0,1.0,18.0,2015.0,3.0,18.0, Card II TYPE,647.5350000000001,None,None,1783.5500000000002,0.0,15.800000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,M2099,2013-01-17,VALID,PWR,Open,Female,Eastern,RENTED,37.0,Three Full Years,4.0,20.0,17.0,2015-03-17,0,0,0,3,0,2013.0,1.0,17.0,2015.0,3.0,17.0, Card II TYPE,937.5450000000001,None,None,1696.23,0.0,139.05000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,M2100,2013-01-20,VALID,CNN,Open,Male,Northern,RENTED,47.0,Three Full Years,3.0,10.0,12.0,2015-03-20,0,0,0,3,0,2013.0,1.0,20.0,2015.0,3.0,20.0, Card II TYPE,682.2900000000001,None,None,1547.6199999999999,0.0,0.20000000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,M2101,2013-01-18,VALID,KLA,Open,Female,Northern,RENTED,32.0,Three Full Years,6.0,0.0,17.0,2015-03-18,0,0,0,3,0,2013.0,1.0,18.0,2015.0,3.0,18.0, Card II TYPE,1131.69,None,None,716.69000000000005,0.0,612.5,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,M2102,2013-01-17,VALID,POP,Open,Female,Northern,RENTED,46.0,Three Full Years,6.0,0.0,17.0,2015-03-17,0,0,0,3,0,2013.0,1.0,17.0,2015.0,3.0,17.0,Paper based/Post,10.185000000000002,None,None,1820.2,0.0,344.19999999999999,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,M2103,2013-02-01,VALID,KLA,Open,,Northern,RENTED,,Three Full Years,,,,2015-07-02,0,0,0,2,0,2013.0,2.0,1.0,2015.0,7.0,2.0, Card II TYPE,1056.3,None,None,471.02999999999997,0.0,239.30000000000001,201501.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,M2104,2013-01-19,INVALID,CNN,Open,,Western,RENTED,,Three Full Years,,,,2015-03-19,0,0,0,3,0,2013.0,1.0,19.0,2015.0,3.0,19.0, Card II TYPE,648.9,None,None,2069.6300000000001,375.0,242.5,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,M2105,2013-01-31,VALID,KLA,Open,Female,Western,BOUGHT,,Three Full Years,6.0,0.0,4.0,2015-03-31,0,0,3,2,0,2013.0,1.0,31.0,2015.0,3.0,31.0, Card II TYPE,1537.2,None,None,2069.02,277.0,817.80000000000007,604506.0,0,76,3,1,2,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2071,M2106,2013-01-20,VALID,CNN,Open,Female,Northern,RENTED,27.0,Three Full Years,6.0,0.0,4.0,2015-03-20,0,0,0,3,0,2013.0,1.0,20.0,2015.0,3.0,20.0, Card II TYPE,648.0600000000001,None,None,None,None,None,None,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,M2107,2013-01-18,VALID,CNN,Open,Female,Eastern,RENTED,41.0,Three Full Years,3.0,10.0,22.0,2015-03-18,0,0,0,3,0,2013.0,1.0,18.0,2015.0,3.0,18.0, Card II TYPE,769.125,None,None,2161.9000000000001,817.0,304.14999999999998,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,M2108,2013-01-19,VALID,CNN,Open,Female,Western,RENTED,27.0,Three Full Years,5.0,0.0,7.0,2015-03-19,0,0,1,3,0,2013.0,1.0,19.0,2015.0,3.0,19.0, Card II TYPE,1559.355,None,None,1718.5300000000002,59.0,295.10000000000002,604506.0,0,24,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,M2109,2013-02-03,VALID,PWR,Open,Female,Eastern,RENTED,46.0,Three Full Years,6.0,18.0,22.0,2015-04-03,0,0,0,3,0,2013.0,2.0,3.0,2015.0,4.0,3.0, Card II TYPE,872.76,None,None,2035.5,0.0,477.39999999999998,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,M2110,2013-01-24,VALID,PWR,Open,Female,Southern,RENTED,46.0,Three Full Years,3.0,0.0,17.0,2015-03-24,2015-04-23 00:00:00,1,1,3,0,2013.0,1.0,24.0,2015.0,3.0,24.0, Card II TYPE,541.275,None,None,1955.7499999999998,0.0,227.85000000000002,604506.0,0,71,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,M2111,2013-01-20,VALID,ESS,Open,,Northern,RENTED,,Three Full Years,,,,2015-05-20,2015-05-18 00:00:00,1,0,3,0,2013.0,1.0,20.0,2015.0,5.0,20.0, Card II TYPE,385.875,None,None,None,None,None,None,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,M2112,2013-02-01,VALID,CNN,Open,Female,Northern,RENTED,58.0,Three Full Years,5.0,9.0,22.0,2015-04-01,0,0,0,2,0,2013.0,2.0,1.0,2015.0,4.0,1.0, Card II TYPE,637.0350000000001,None,None,1858.1500000000001,0.0,86.150000000000006,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,M2113,2013-01-22,VALID,PRP,Open,Male,Eastern,RENTED,41.0,Three Full Years,3.0,13.0,12.0,2015-03-22,0,0,10,3,3,2013.0,1.0,22.0,2015.0,3.0,22.0, Card II TYPE,874.125,2015-03-20 00:00:00,898.0,2096.8800000000001,134.0,402.40000000000003,604506.0,0,57,3,3,7,1,3,2,2,1,0,3,3,1,1,1,3,0,0,0,0,0,0
2079,M2114,2013-01-20,VALID,POP,Open,Male,Eastern,RENTED,23.0,Three Full Years,5.0,0.0,12.0,2015-03-20,0,0,0,3,0,2013.0,1.0,20.0,2015.0,3.0,20.0, Card II TYPE,1422.015,None,None,2137.5299999999997,435.0,777.5,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,M2115,2013-01-25,VALID,CNN,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-25,0,0,0,3,0,2013.0,1.0,25.0,2015.0,3.0,25.0, Card II TYPE,641.13,None,None,2010.1699999999998,467.0,159.95000000000002,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,M2116,2013-01-24,VALID,CNN,Open,Male,Northern,BOUGHT,37.0,Three Full Years,3.0,0.0,17.0,2015-03-24,0,0,0,3,0,2013.0,1.0,24.0,2015.0,3.0,24.0, Card II TYPE,650.37,None,None,2088.0799999999999,583.0,213.75,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,M2117,2013-01-22,VALID,ESS,Open,Female,Northern,RENTED,47.0,Three Full Years,7.0,0.0,21.0,2015-03-22,0,0,0,2,1,2013.0,1.0,22.0,2015.0,3.0,22.0, Card II TYPE,491.4,2015-01-30 00:00:00,368.0,1856.7199999999998,181.0,152.94999999999999,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,M2118,2013-01-22,VALID,PWR,Open,Male,Northern,RENTED,60.0,Three Full Years,4.0,0.0,7.0,2015-03-22,0,0,1,3,0,2013.0,1.0,22.0,2015.0,3.0,22.0, Card II TYPE,878.6400000000001,None,None,1914.6700000000001,0.0,102.59999999999999,604506.0,0,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,M2119,2013-01-23,VALID,CHC,Open,Female,Western,RENTED,70.0,Three Full Years,3.0,0.0,21.0,2015-04-03,0,0,1,3,0,2013.0,1.0,23.0,2015.0,4.0,3.0, Card II TYPE,539.385,None,None,2135.9000000000001,0.0,57.200000000000003,604506.0,0,82,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2085,M2120,2013-01-23,VALID,CNN,Open,Male,Eastern,RENTED,64.0,Three Full Years,5.0,0.0,21.0,2015-03-23,0,0,0,3,0,2013.0,1.0,23.0,2015.0,3.0,23.0, Card II TYPE,645.54,None,None,2054.0500000000002,16.0,135.75,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,M2121,2013-01-30,VALID,PPL,Open,Male,Eastern,RENTED,73.0,Three Full Years,2.0,0.0,22.0,2015-03-30,0,0,3,3,0,2013.0,1.0,30.0,2015.0,3.0,30.0, Card II TYPE,805.35,None,None,1908.0900000000001,0.0,82.849999999999994,604506.0,0,80,3,3,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2087,M2122,2013-01-21,INVALID,PWR,Open,Male,Northern,RENTED,40.0,Three Full Years,5.0,0.0,12.0,2015-03-21,0,0,0,3,0,2013.0,1.0,21.0,2015.0,3.0,21.0, Card II TYPE,748.9649999999999,None,None,1918.3399999999999,150.0,421.20000000000005,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,M2123,2013-01-24,VALID,PWR,Open,Male,Northern,RENTED,48.0,Three Full Years,3.0,20.0,1.0,2015-03-24,2015-04-22 00:00:00,1,1,3,0,2013.0,1.0,24.0,2015.0,3.0,24.0, Card I TYPE,749.7,None,None,1149.98,0.0,107.80000000000001,604506.0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2089,M2124,2013-01-29,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-29,0,0,0,3,0,2013.0,1.0,29.0,2015.0,3.0,29.0, Card II TYPE,748.9649999999999,None,None,2153.8000000000002,0.0,148.40000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,M2125,2013-01-25,VALID,ESS,Closed,Female,Southern,BOUGHT,62.0,,2.0,0.0,12.0,,2015-04-08 00:00:00,1,0,None,1,2013.0,1.0,25.0,,,,None,None,2015-02-23 00:00:00,255.49999999999997,None,None,None,None,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,M2126,2013-01-27,VALID,KLA,Open,Female,Eastern,BOUGHT,44.0,Three Full Years,10.0,6.0,22.0,2015-03-27,0,0,0,3,0,2013.0,1.0,27.0,2015.0,3.0,27.0, Card II TYPE,1022.28,None,None,2084.9499999999998,544.0,793.95000000000005,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,M2127,2013-01-23,VALID,KLA,Open,Male,Northern,RENTED,,Three Full Years,4.0,0.0,1.0,2015-03-23,0,0,8,3,0,2013.0,1.0,23.0,2015.0,3.0,23.0, Card II TYPE,794.6400000000001,None,None,2043.8000000000002,0.0,286.85000000000002,604506.0,0,63,3,3,5,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1
2093,M2128,2013-01-24,VALID,CNN,Open,Female,Northern,RENTED,52.0,Three Full Years,3.0,0.0,7.0,2015-03-24,0,0,0,3,0,2013.0,1.0,24.0,2015.0,3.0,24.0, Card II TYPE,882.8399999999999,None,None,1679.78,0.0,52.549999999999997,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,M2129,2013-01-23,VALID,CNN,Open,Male,Southern,RENTED,45.0,Three Full Years,5.0,0.0,12.0,2015-03-23,0,0,0,3,0,2013.0,1.0,23.0,2015.0,3.0,23.0, Card II TYPE,843.675,None,None,1818.3600000000001,0.0,33.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,M2130,2013-01-26,VALID,PPL,Open,Female,Northern,RENTED,52.0,Three Full Years,4.0,14.0,22.0,2015-03-26,0,0,1,3,0,2013.0,1.0,26.0,2015.0,3.0,26.0, Card II TYPE,1131.69,None,None,2081.8299999999999,808.0,960.94999999999993,604506.0,0,44,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,M2131,2013-01-26,VALID,CHC,Open,Female,Western,RENTED,64.0,Three Full Years,5.0,10.0,21.0,2015-03-07,0,0,0,3,0,2013.0,1.0,26.0,2015.0,3.0,7.0,Paper based/Post,6.720000000000006,None,None,2179.4499999999998,803.0,178.79999999999998,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,M2132,2013-01-24,VALID,CNN,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-24,0,0,0,3,0,2013.0,1.0,24.0,2015.0,3.0,24.0,Paper based/Post,693.63,None,None,1855.8500000000001,0.0,3.2999999999999998,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,M2133,2013-01-23,VALID,CNN,Open,Female,Eastern,RENTED,50.0,Three Full Years,3.0,20.0,21.0,2015-03-23,0,0,0,3,0,2013.0,1.0,23.0,2015.0,3.0,23.0, Card II TYPE,779.8349999999999,None,None,1656.27,0.0,4.25,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,M2134,2013-01-26,INVALID,PWR,Open,Female,Western,RENTED,66.0,Three Full Years,4.0,5.0,22.0,2015-03-26,0,0,0,3,0,2013.0,1.0,26.0,2015.0,3.0,26.0, Card II TYPE,949.62,None,None,1560.6799999999998,0.0,0.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,M2135,2013-02-01,VALID,PRP,Open,Female,Northern,RENTED,65.0,Three Full Years,4.0,0.0,12.0,2015-04-01,0,0,1,2,0,2013.0,2.0,1.0,2015.0,4.0,1.0, Card I TYPE,659.4,None,None,2006.9199999999998,0.0,176.05000000000001,604506.0,0,61,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,M2136,2013-01-25,VALID,CNN,Open,Female,Northern,RENTED,76.0,Three Full Years,1.0,0.0,17.0,2015-03-25,0,0,0,3,0,2013.0,1.0,25.0,2015.0,3.0,25.0, Card II TYPE,809.3399999999999,None,None,1970.8499999999999,0.0,58.399999999999999,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,M2137,2013-01-27,VALID,CNN,Open,Male,Eastern,RENTED,47.0,Three Full Years,3.0,0.0,21.0,2015-03-27,0,0,0,3,0,2013.0,1.0,27.0,2015.0,3.0,27.0, Card II TYPE,643.23,None,None,2075.8800000000001,197.0,129.40000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,M2138,2013-02-01,VALID,KLA,Open,Male,Northern,RENTED,57.0,Three Full Years,2.0,5.0,7.0,2015-04-01,2015-04-30 00:00:00,1,0,3,2,2013.0,2.0,1.0,2015.0,4.0,1.0, Card II TYPE,1091.3700000000001,2015-02-09 00:00:00,906.0,1991.8499999999999,0.0,663.70000000000005,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,M2139,2013-01-27,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-27,0,0,2,3,0,2013.0,1.0,27.0,2015.0,3.0,27.0, Card II TYPE,748.4399999999999,None,None,1787.8699999999999,0.0,24.5,604506.0,0,49,3,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2105,M2140,2013-01-29,VALID,CNN,Open,Male,Eastern,RENTED,65.0,Three Full Years,4.0,0.0,17.0,2015-03-29,0,0,0,3,0,2013.0,1.0,29.0,2015.0,3.0,29.0, Card II TYPE,682.2900000000001,None,None,1723.74,0.0,17.25,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,M2141,2013-01-27,VALID,CNN,Open,,Western,RENTED,,Three Full Years,,,,2015-03-27,0,0,0,3,0,2013.0,1.0,27.0,2015.0,3.0,27.0, Card II TYPE,646.695,None,None,1751.1300000000001,0.0,53.850000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,M2142,2013-01-29,VALID,PRP,Open,Male,Eastern,RENTED,63.0,Three Full Years,2.0,14.0,7.0,2015-03-29,0,0,2,3,0,2013.0,1.0,29.0,2015.0,3.0,29.0,Paper based/Post,926.9399999999999,None,None,2116.8800000000001,953.0,944.64999999999998,604506.0,0,73,3,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2108,M2143,2013-01-31,VALID,PWR,Open,Female,Eastern,RENTED,43.0,Three Full Years,9.0,10.0,21.0,2015-03-31,0,0,0,2,1,2013.0,1.0,31.0,2015.0,3.0,31.0, Card II TYPE,746.13,2015-01-13 00:00:00,660.1,2131.77,578.0,390.55000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,M2144,2013-02-04,VALID,CNN,Open,Female,Northern,RENTED,71.0,Three Full Years,6.0,0.0,1.0,2015-04-04,0,0,0,3,0,2013.0,2.0,4.0,2015.0,4.0,4.0, Card II TYPE,668.64,None,None,2042.3899999999999,0.0,98.0,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,M2145,2013-02-23,VALID,PPL,Open,Male,Northern,RENTED,49.0,Three Full Years,8.0,18.0,22.0,2015-03-23,0,0,1,3,0,2013.0,2.0,23.0,2015.0,3.0,23.0, Card I TYPE,636.3,None,None,1630.73,0.0,95.399999999999991,604506.0,0,61,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2111,M2146,2013-02-02,VALID,CNN,Open,Female,Eastern,RENTED,58.0,Three Full Years,5.0,0.0,17.0,2015-04-02,0,0,0,3,0,2013.0,2.0,2.0,2015.0,4.0,2.0,Paper based/Post,734.7900000000001,None,None,1761.2699999999998,0.0,16.949999999999999,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,M2147,2013-02-03,VALID,PPL,Open,Female,Western,RENTED,56.0,Three Full Years,4.0,0.0,4.0,2015-04-03,0,0,0,3,0,2013.0,2.0,3.0,2015.0,4.0,3.0, Card II TYPE,751.1700000000001,None,None,1983.9300000000003,441.0,312.30000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,M2148,2013-01-28,VALID,PWR,Open,Female,Northern,BOUGHT,48.0,Three Full Years,4.0,5.0,7.0,2015-03-28,0,0,0,3,0,2013.0,1.0,28.0,2015.0,3.0,28.0, Card II TYPE,827.82,None,None,1903.55,0.0,102.45,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,M2149,2013-01-31,VALID,CNN,Open,Male,Eastern,RENTED,59.0,Three Full Years,9.0,6.0,17.0,2015-03-31,0,0,0,2,0,2013.0,1.0,31.0,2015.0,3.0,31.0, Card II TYPE,644.3849999999999,None,None,2093.0100000000002,0.0,154.30000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,M2150,2013-01-31,VALID,PWR,Closed,,Northern,RENTED,,,,,,,2015-04-29 00:00:00,1,4,1,0,2013.0,1.0,31.0,,,, Card II TYPE,722.2950000000001,None,None,1765.5999999999999,0.0,100.2,604506.0,0,52,3,3,1,0,0,3,3,0,1,0,0,1,1,1,0,0,0,0,0,0,1
2116,M2151,2013-02-01,VALID,PWR,Open,,Western,BOUGHT,,Three Full Years,,,,2015-04-01,0,0,0,2,0,2013.0,2.0,1.0,2015.0,4.0,1.0, Card II TYPE,629.8950000000001,None,None,1805.9299999999998,0.0,96.050000000000011,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,M2152,2013-01-31,VALID,KLA,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-31,0,0,1,2,0,2013.0,1.0,31.0,2015.0,3.0,31.0, Card II TYPE,783.51,None,None,2180.0599999999999,0.0,818.80000000000007,604506.0,0,82,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2118,M2153,2013-01-29,VALID,MXX,Open,Female,Northern,RENTED,,Three Full Years,3.0,0.0,4.0,2015-03-29,0,0,0,3,0,2013.0,1.0,29.0,2015.0,3.0,29.0, Card I TYPE,1616.5800000000002,None,None,1953.4499999999998,30.0,415.79999999999995,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,M2154,2013-02-12,VALID,POP,Open,Male,Eastern,RENTED,27.0,Three Full Years,5.0,0.0,12.0,2015-03-12,0,0,0,3,0,2013.0,2.0,12.0,2015.0,3.0,12.0, Card II TYPE,1705.515,None,None,2181.4700000000003,0.0,201.40000000000001,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,M2155,2013-02-03,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-04-03,0,0,0,3,0,2013.0,2.0,3.0,2015.0,4.0,3.0, Card II TYPE,741.0899999999999,None,None,1919.75,0.0,97.100000000000009,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,M2156,2013-02-19,VALID,CNN,Open,Female,Western,RENTED,37.0,Three Full Years,3.0,10.0,17.0,2015-03-19,0,0,0,3,0,2013.0,2.0,19.0,2015.0,3.0,19.0, Card II TYPE,637.665,None,None,1772.8400000000001,70.0,164.75,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,M2157,2013-01-29,VALID,CNN,Open,Female,Northern,RENTED,41.0,Three Full Years,5.0,0.0,17.0,2015-03-29,0,0,0,3,0,2013.0,1.0,29.0,2015.0,3.0,29.0, Card II TYPE,804.405,None,None,1697.3099999999999,342.0,168.25,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,M2158,2013-02-02,VALID,PPL,Open,Male,Northern,RENTED,59.0,Three Full Years,4.0,0.0,22.0,2015-04-02,0,0,2,2,0,2013.0,2.0,2.0,2015.0,4.0,2.0, Card II TYPE,756.63,None,None,2184.1499999999996,1.0,475.45000000000005,604506.0,0,60,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,M2159,2013-02-05,VALID,CNN,Open,Female,Eastern,RENTED,49.0,Three Full Years,3.0,0.0,4.0,2015-04-05,0,0,1,3,0,2013.0,2.0,5.0,2015.0,4.0,5.0, Card II TYPE,645.54,None,None,2011.0799999999999,0.0,88.449999999999989,604506.0,0,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,M2160,2013-02-01,VALID,CNN,Open,Female,Northern,RENTED,35.0,Three Full Years,4.0,0.0,12.0,2015-04-01,0,0,0,2,0,2013.0,2.0,1.0,2015.0,4.0,1.0, Card II TYPE,672.7349999999999,None,None,1600.0700000000002,0.0,81.200000000000003,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,M2161,2013-01-30,INVALID,CNN,Open,Female,Eastern,RENTED,40.0,Three Full Years,4.0,20.0,17.0,2015-03-30,0,0,0,3,0,2013.0,1.0,30.0,2015.0,3.0,30.0, Card II TYPE,769.8599999999999,None,None,1778.54,31.0,155.44999999999999,604506.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
