Agency,SKU,Volume
Agency_10,SKU_02,0
Agency_24,SKU_11,0
Agency_37,SKU_27,0
Agency_41,SKU_04,0
Agency_39,SKU_22,0
Agency_22,SKU_17,0
Agency_53,SKU_21,0
Agency_41,SKU_20,0
Agency_32,SKU_28,0
Agency_47,SKU_18,0
Agency_15,SKU_31,0
Agency_23,SKU_12,0
Agency_46,SKU_04,0
Agency_07,SKU_31,0
Agency_23,SKU_34,0
Agency_05,SKU_21,0
Agency_07,SKU_14,0
Agency_40,SKU_14,0
Agency_09,SKU_03,0
Agency_01,SKU_28,0
Agency_23,SKU_07,0
Agency_21,SKU_23,0
Agency_36,SKU_34,0
Agency_16,SKU_20,0
Agency_40,SKU_18,0
Agency_40,SKU_28,0
Agency_10,SKU_27,0
Agency_07,SKU_26,0
Agency_46,SKU_07,0
Agency_13,SKU_14,0
Agency_16,SKU_01,0
Agency_54,SKU_03,0
Agency_05,SKU_18,0
Agency_54,SKU_08,0
Agency_36,SKU_05,0
Agency_11,SKU_04,0
Agency_26,SKU_15,0
Agency_44,SKU_34,0
Agency_53,SKU_06,0
Agency_01,SKU_34,0
Agency_21,SKU_34,0
Agency_52,SKU_01,0
Agency_59,SKU_06,0
Agency_41,SKU_28,0
Agency_13,SKU_32,0
Agency_31,SKU_21,0
Agency_17,SKU_07,0
Agency_28,SKU_27,0
Agency_08,SKU_27,0
Agency_05,SKU_12,0
Agency_37,SKU_32,0
Agency_43,SKU_11,0
Agency_12,SKU_11,0
Agency_36,SKU_28,0
Agency_25,SKU_34,0
Agency_56,SKU_22,0
Agency_26,SKU_22,0
Agency_51,SKU_14,0
Agency_30,SKU_17,0
Agency_60,SKU_22,0
Agency_42,SKU_20,0
Agency_59,SKU_01,0
Agency_03,SKU_32,0
Agency_52,SKU_34,0
Agency_45,SKU_22,0
Agency_26,SKU_02,0
Agency_35,SKU_04,0
Agency_15,SKU_01,0
Agency_41,SKU_17,0
Agency_24,SKU_34,0
Agency_20,SKU_07,0
Agency_52,SKU_03,0
Agency_34,SKU_02,0
Agency_34,SKU_08,0
Agency_15,SKU_06,0
Agency_18,SKU_31,0
Agency_37,SKU_24,0
Agency_05,SKU_05,0
Agency_42,SKU_11,0
Agency_01,SKU_08,0
Agency_43,SKU_28,0
Agency_35,SKU_07,0
Agency_09,SKU_26,0
Agency_40,SKU_07,0
Agency_45,SKU_07,0
Agency_51,SKU_04,0
Agency_32,SKU_24,0
Agency_35,SKU_20,0
Agency_43,SKU_32,0
Agency_40,SKU_22,0
Agency_24,SKU_14,0
Agency_60,SKU_15,0
Agency_59,SKU_24,0
Agency_36,SKU_06,0
Agency_51,SKU_17,0
Agency_37,SKU_06,0
Agency_30,SKU_28,0
Agency_09,SKU_12,0
Agency_27,SKU_17,0
Agency_07,SKU_22,0
Agency_07,SKU_01,0
Agency_18,SKU_32,0
Agency_38,SKU_34,0
Agency_15,SKU_02,0
Agency_45,SKU_03,0
Agency_24,SKU_12,0
Agency_07,SKU_15,0
Agency_49,SKU_04,0
Agency_60,SKU_28,0
Agency_15,SKU_21,0
Agency_21,SKU_04,0
Agency_03,SKU_12,0
Agency_46,SKU_03,0
Agency_55,SKU_27,0
Agency_16,SKU_31,0
Agency_08,SKU_32,0
Agency_48,SKU_12,0
Agency_37,SKU_07,0
Agency_05,SKU_22,0
Agency_28,SKU_01,0
Agency_36,SKU_17,0
Agency_54,SKU_05,0
Agency_35,SKU_14,0
Agency_37,SKU_23,0
Agency_11,SKU_32,0
Agency_47,SKU_04,0
Agency_04,SKU_34,0
Agency_39,SKU_12,0
Agency_28,SKU_31,0
Agency_26,SKU_23,0
Agency_58,SKU_34,0
Agency_15,SKU_08,0
Agency_47,SKU_05,0
Agency_24,SKU_05,0
Agency_39,SKU_01,0
Agency_54,SKU_24,0
Agency_24,SKU_15,0
Agency_09,SKU_23,0
Agency_38,SKU_02,0
Agency_46,SKU_06,0
Agency_15,SKU_14,0
Agency_16,SKU_32,0
Agency_24,SKU_08,0
Agency_51,SKU_07,0
Agency_30,SKU_15,0
Agency_22,SKU_02,0
Agency_46,SKU_27,0
Agency_59,SKU_28,0
Agency_08,SKU_05,0
Agency_49,SKU_31,0
Agency_25,SKU_26,0
Agency_32,SKU_32,0
Agency_26,SKU_28,0
Agency_55,SKU_07,0
Agency_43,SKU_08,0
Agency_07,SKU_28,0
Agency_08,SKU_15,0
Agency_60,SKU_04,0
Agency_51,SKU_08,0
Agency_59,SKU_05,0
Agency_04,SKU_14,0
Agency_20,SKU_26,0
Agency_04,SKU_15,0
Agency_32,SKU_22,0
Agency_26,SKU_05,0
Agency_34,SKU_26,0
Agency_04,SKU_04,0
Agency_43,SKU_07,0
Agency_46,SKU_26,0
Agency_36,SKU_21,0
Agency_38,SKU_08,0
Agency_49,SKU_28,0
Agency_08,SKU_28,0
Agency_21,SKU_27,0
Agency_19,SKU_01,0
Agency_42,SKU_18,0
Agency_28,SKU_02,0
Agency_59,SKU_20,0
Agency_30,SKU_23,0
Agency_08,SKU_07,0
Agency_09,SKU_05,0
Agency_02,SKU_11,0
Agency_23,SKU_05,0
Agency_21,SKU_31,0
Agency_49,SKU_07,0
Agency_10,SKU_18,0
Agency_43,SKU_20,0
Agency_56,SKU_07,0
Agency_40,SKU_05,0
Agency_45,SKU_17,0
Agency_04,SKU_03,0
Agency_47,SKU_28,0
Agency_48,SKU_15,0
Agency_25,SKU_12,0
Agency_19,SKU_32,0
Agency_03,SKU_31,0
Agency_28,SKU_08,0
Agency_03,SKU_34,0
Agency_29,SKU_01,0
Agency_49,SKU_32,0
Agency_24,SKU_07,0
Agency_16,SKU_34,0
Agency_28,SKU_07,0
Agency_11,SKU_08,0
Agency_22,SKU_06,0
Agency_24,SKU_28,0
Agency_30,SKU_03,0
Agency_04,SKU_20,0
Agency_54,SKU_31,0
Agency_08,SKU_21,0
Agency_02,SKU_20,0
Agency_47,SKU_26,0
Agency_53,SKU_32,0
Agency_50,SKU_01,0
Agency_30,SKU_02,0
Agency_17,SKU_20,0
Agency_41,SKU_22,0
Agency_47,SKU_17,0
Agency_34,SKU_27,0
Agency_19,SKU_07,0
Agency_53,SKU_04,0
Agency_31,SKU_24,0
Agency_48,SKU_17,0
Agency_43,SKU_34,0
Agency_55,SKU_28,0
Agency_27,SKU_21,0
Agency_08,SKU_20,0
Agency_32,SKU_06,0
Agency_56,SKU_31,0
Agency_15,SKU_12,0
Agency_27,SKU_03,0
Agency_18,SKU_23,0
Agency_33,SKU_07,0
Agency_29,SKU_12,0
Agency_21,SKU_18,0
Agency_48,SKU_03,0
Agency_45,SKU_01,0
Agency_12,SKU_04,0
Agency_19,SKU_11,0
Agency_33,SKU_26,0
Agency_21,SKU_07,0
Agency_47,SKU_22,0
Agency_39,SKU_18,0
Agency_36,SKU_31,0
Agency_03,SKU_21,0
Agency_18,SKU_07,0
Agency_49,SKU_17,0
Agency_47,SKU_27,0
Agency_55,SKU_23,0
Agency_41,SKU_31,0
Agency_32,SKU_05,0
Agency_25,SKU_02,0
Agency_12,SKU_27,0
Agency_47,SKU_31,0
Agency_34,SKU_01,0
Agency_24,SKU_26,0
Agency_44,SKU_20,0
Agency_29,SKU_24,0
Agency_38,SKU_03,0
Agency_26,SKU_32,0
Agency_58,SKU_15,0
Agency_43,SKU_15,0
Agency_41,SKU_18,0
Agency_35,SKU_06,0
Agency_09,SKU_06,0
Agency_52,SKU_31,0
Agency_33,SKU_02,0
Agency_04,SKU_07,0
Agency_38,SKU_21,0
Agency_28,SKU_32,0
Agency_22,SKU_31,0
Agency_46,SKU_22,0
Agency_11,SKU_20,0
Agency_09,SKU_27,0
Agency_39,SKU_24,0
Agency_04,SKU_17,0
Agency_08,SKU_14,0
Agency_33,SKU_34,0
Agency_30,SKU_14,0
Agency_60,SKU_01,0
Agency_04,SKU_26,0
Agency_19,SKU_22,0
Agency_29,SKU_08,0
Agency_10,SKU_31,0
Agency_31,SKU_08,0
Agency_21,SKU_15,0
Agency_01,SKU_11,0
Agency_56,SKU_21,0
Agency_31,SKU_04,0
Agency_54,SKU_32,0
Agency_42,SKU_15,0
Agency_22,SKU_01,0
Agency_29,SKU_31,0
Agency_50,SKU_23,0
Agency_45,SKU_14,0
Agency_54,SKU_27,0
Agency_42,SKU_26,0
Agency_04,SKU_05,0
Agency_57,SKU_23,0
Agency_07,SKU_07,0
Agency_47,SKU_32,0
Agency_57,SKU_08,0
Agency_09,SKU_17,0
Agency_11,SKU_34,0
Agency_03,SKU_06,0
Agency_20,SKU_27,0
Agency_33,SKU_14,0
Agency_41,SKU_15,0
Agency_42,SKU_07,0
Agency_21,SKU_17,0
Agency_23,SKU_32,0
Agency_15,SKU_24,0
Agency_29,SKU_11,0
Agency_59,SKU_02,0
Agency_47,SKU_03,0
Agency_51,SKU_11,0
Agency_37,SKU_31,0
Agency_57,SKU_14,0
Agency_50,SKU_05,0
Agency_45,SKU_24,0
Agency_39,SKU_02,0
Agency_03,SKU_23,0
Agency_27,SKU_05,0
Agency_60,SKU_03,0
Agency_59,SKU_22,0
Agency_40,SKU_04,0
Agency_20,SKU_02,0
Agency_19,SKU_23,0
Agency_52,SKU_22,0
Agency_18,SKU_14,0
Agency_56,SKU_26,0
Agency_40,SKU_03,0
Agency_37,SKU_08,0
Agency_40,SKU_17,0
Agency_10,SKU_11,0
Agency_31,SKU_32,0
Agency_16,SKU_24,0
Agency_43,SKU_04,0
Agency_43,SKU_26,0
Agency_47,SKU_11,0
Agency_56,SKU_02,0
Agency_37,SKU_02,0
Agency_40,SKU_23,0
Agency_49,SKU_12,0
Agency_05,SKU_26,0
Agency_15,SKU_11,0
Agency_49,SKU_11,0
Agency_24,SKU_03,0
Agency_04,SKU_18,0
Agency_19,SKU_06,0
Agency_13,SKU_23,0
Agency_36,SKU_27,0
Agency_33,SKU_18,0
Agency_10,SKU_28,0
Agency_36,SKU_01,0
Agency_28,SKU_15,0
Agency_47,SKU_02,0
Agency_38,SKU_18,0
Agency_16,SKU_28,0
Agency_12,SKU_02,0
Agency_17,SKU_15,0
Agency_44,SKU_32,0
Agency_20,SKU_24,0
Agency_52,SKU_32,0
Agency_29,SKU_15,0
Agency_31,SKU_17,0
Agency_58,SKU_12,0
Agency_54,SKU_12,0
Agency_36,SKU_07,0
Agency_01,SKU_02,0
Agency_44,SKU_07,0
Agency_10,SKU_23,0
Agency_38,SKU_17,0
Agency_32,SKU_17,0
Agency_57,SKU_04,0
Agency_38,SKU_24,0
Agency_16,SKU_04,0
Agency_53,SKU_18,0
Agency_58,SKU_24,0
Agency_49,SKU_06,0
Agency_02,SKU_17,0
Agency_41,SKU_27,0
Agency_10,SKU_08,0
Agency_44,SKU_18,0
Agency_21,SKU_22,0
Agency_05,SKU_01,0
Agency_55,SKU_11,0
Agency_26,SKU_12,0
Agency_19,SKU_27,0
Agency_31,SKU_12,0
Agency_05,SKU_31,0
Agency_54,SKU_04,0
Agency_42,SKU_21,0
Agency_20,SKU_22,0
Agency_32,SKU_01,0
Agency_34,SKU_14,0
Agency_48,SKU_31,0
Agency_52,SKU_24,0
Agency_45,SKU_31,0
Agency_30,SKU_08,0
Agency_12,SKU_05,0
Agency_05,SKU_15,0
Agency_20,SKU_17,0
Agency_17,SKU_21,0
Agency_34,SKU_03,0
Agency_21,SKU_20,0
Agency_20,SKU_28,0
Agency_10,SKU_15,0
Agency_22,SKU_05,0
Agency_50,SKU_11,0
Agency_26,SKU_34,0
Agency_54,SKU_18,0
Agency_36,SKU_08,0
Agency_05,SKU_17,0
Agency_46,SKU_31,0
Agency_03,SKU_01,0
Agency_09,SKU_08,0
Agency_52,SKU_20,0
Agency_15,SKU_27,0
Agency_52,SKU_07,0
Agency_52,SKU_21,0
Agency_41,SKU_01,0
Agency_04,SKU_21,0
Agency_35,SKU_31,0
Agency_36,SKU_14,0
Agency_50,SKU_32,0
Agency_10,SKU_04,0
Agency_07,SKU_12,0
Agency_55,SKU_17,0
Agency_28,SKU_28,0
Agency_51,SKU_05,0
Agency_28,SKU_05,0
Agency_01,SKU_22,0
Agency_42,SKU_04,0
Agency_46,SKU_20,0
Agency_50,SKU_02,0
Agency_19,SKU_15,0
Agency_07,SKU_34,0
Agency_29,SKU_27,0
Agency_51,SKU_15,0
Agency_26,SKU_11,0
Agency_43,SKU_24,0
Agency_42,SKU_06,0
Agency_41,SKU_03,0
Agency_44,SKU_26,0
Agency_33,SKU_01,0
Agency_32,SKU_20,0
Agency_51,SKU_34,0
Agency_37,SKU_03,0
Agency_24,SKU_31,0
Agency_01,SKU_20,0
Agency_20,SKU_05,0
